indicator,unit,hotspot_group,value,share_pct
blue_water_consumption,Mm3,Agricultural sector,56.500199753379746,81.45839852224526
blue_water_consumption,Mm3,Electricity sector,5.690406537608011,8.20406663192966
blue_water_consumption,Mm3,Other,4.787645888457823,6.902523680760218
blue_water_consumption,Mm3,Pharmaceutical and chemical industry,2.25893031102719,3.2567822116173173
blue_water_consumption,Mm3,Transport,0.04918386195075748,0.070910167488536
blue_water_consumption,Mm3,Fossil fuel industry,0.0425569711862385,0.06135593739349491
blue_water_consumption,Mm3,Mining of minerals and metals,0.0318802010878711,0.04596284856550049
climate_change,kt CO2eq,Other,2408.2881003231423,41.96686885319133
climate_change,kt CO2eq,Transport,1165.352992854029,20.307460810945688
climate_change,kt CO2eq,Fossil fuel industry,611.354518487333,10.653474099183255
climate_change,kt CO2eq,Agricultural sector,571.8940447592813,9.965835221755034
climate_change,kt CO2eq,Electricity sector,488.14314583613896,8.50639065157558
climate_change,kt CO2eq,Pharmaceutical and chemical industry,221.96779555749728,3.8680145305470526
climate_change,kt CO2eq,Operational impacts,163.5946084095433,2.8508023916620604
climate_change,kt CO2eq,Mining of minerals and metals,107.95085673480935,1.8811534411399988
land_use,km2,Agricultural sector,4995.875767209104,97.99378043180673
land_use,km2,Other,92.70378001001656,1.818378656075946
land_use,km2,Transport,4.97203897152996,0.09752622322445752
land_use,km2,Electricity sector,1.8933262635927075,0.03713747234830134
land_use,km2,Fossil fuel industry,1.357715959507931,0.026631510835007362
land_use,km2,Mining of minerals and metals,0.7287093453367578,0.014293586732927865
land_use,km2,Pharmaceutical and chemical industry,0.6246321350459865,0.01225211897663769
material_extraction,kt,Mining of minerals and metals,4492.009755445269,83.47907342575755
material_extraction,kt,Other,762.3194730781493,14.16687111817449
material_extraction,kt,Agricultural sector,47.589393223402844,0.884396665961804
material_extraction,kt,Pharmaceutical and chemical industry,32.83426596042747,0.6101888126286312
material_extraction,kt,Transport,23.157929286057538,0.43036471078804905
material_extraction,kt,Fossil fuel industry,13.02649973184314,0.2420832070270854
material_extraction,kt,Electricity sector,10.063658854983565,0.1870220596623956
waste_generation,kt,Other,144.03433544626614,42.88543000122209
waste_generation,kt,Agricultural sector,53.021936262604655,15.786989463824666
waste_generation,kt,Pharmaceutical and chemical industry,45.69607089539831,13.605753403476324
waste_generation,kt,Operational impacts,42.71652604695465,12.718610336946178
waste_generation,kt,Electricity sector,30.08131411972305,8.956545583587092
waste_generation,kt,Fossil fuel industry,14.756479779562596,4.393660571905573
waste_generation,kt,Transport,5.099634797567476,1.5183881708848876
waste_generation,kt,Mining of minerals and metals,0.4521409190960502,0.13462246815319714
