indicator,unit,purchased_sector_group,value,expenditure_meur,footprint
material_extraction,kt per MEUR,Minerals and Metals,93.70685111927138,9.76331489520346,914.8894953153952
material_extraction,kt per MEUR,Non-metallic mineral products,5.999305435026626,16.875901718247963,101.24368889926018
climate_change,kt CO2eq per MEUR,"Steam, hot water supply and water distribution",2.6385735080348947,8.373216391970915,22.09334694889798
climate_change,kt CO2eq per MEUR,Minerals and Metals,1.8277036732446326,9.76331489520346,17.844446497007397
land_use,km2 per MEUR,Food and catering,1.6658101585786107,1078.5601179864439,1796.676401179563
climate_change,kt CO2eq per MEUR,Coal and Petroleum,1.4403900370167608,31.900644250267217,45.94937015250091
land_use,km2 per MEUR,Paper Products,1.3679752654243813,72.74530802345267,99.51378205176103
climate_change,kt CO2eq per MEUR,Natural gas and gaseous fuels,0.9846774811273608,29.731101871466393,29.27554650193649
climate_change,kt CO2eq per MEUR,Non-metallic mineral products,0.9388770049250889,16.875901718247963,15.84439606063881
material_extraction,kt per MEUR,Metal Products,0.9151633923997821,87.0475599509959,79.66274026487682
climate_change,kt CO2eq per MEUR,Waste management and disposal,0.9125211385504249,378.12286474918034,345.0451070528704
climate_change,kt CO2eq per MEUR,Electricity,0.8389772795720782,134.27236290324603,112.65146175028019
land_use,km2 per MEUR,Textile,0.7215710782167475,15.384971808799358,11.101350696409616
material_extraction,kt per MEUR,Chemical,0.7204614878435012,1309.799781229012,943.6602991613463
material_extraction,kt per MEUR,Construction,0.6779624512584114,1024.518388409179,694.5849979652041
climate_change,kt CO2eq per MEUR,Textile,0.6189691898774379,15.384971808799358,9.52282353677976
material_extraction,kt per MEUR,Paper Products,0.5528580155461358,72.74530802345267,40.21782663413843
climate_change,kt CO2eq per MEUR,Food and catering,0.5356256737703315,1078.5601179864439,577.7044898982973
land_use,km2 per MEUR,Minerals and Metals,0.5350500811533124,9.76331489520346,5.223862427003955
material_extraction,kt per MEUR,Transport Equipment,0.522723909279908,27.717787030084533,14.488749992953716
climate_change,kt CO2eq per MEUR,Transport,0.5134916475397852,2302.9301272405387,1182.5353852057513
material_extraction,kt per MEUR,Electricity,0.5037413872550096,134.27236290324603,67.63854635888924
land_use,km2 per MEUR,Electricity,0.49891895181852225,134.27236290324603,66.99102655788374
land_use,km2 per MEUR,Chemical,0.4715604684720446,1309.799781229012,617.6497984409344
climate_change,kt CO2eq per MEUR,Chemical,0.4429160351780078,1309.799781229012,580.1313259789761
climate_change,kt CO2eq per MEUR,Metal Products,0.42307915191455614,87.05072908825848,36.82934863620418
material_extraction,kt per MEUR,General and special Machinery,0.40342393997728004,240.6887131419103,97.0995889637708
land_use,km2 per MEUR,Construction,0.395554517378658,1024.518388409179,405.25287667275325
climate_change,kt CO2eq per MEUR,Transport Equipment,0.38794622486300934,27.717787030084533,10.753010839878177
climate_change,kt CO2eq per MEUR,Paper Products,0.38381164027663367,72.74530802345267,27.920495994910326
material_extraction,kt per MEUR,"Steam, hot water supply and water distribution",0.35919819271590175,8.373216391970915,3.0076441952151165
land_use,km2 per MEUR,Furniture and timber,0.33290045822723374,109.99605846326483,36.617738265610456
land_use,km2 per MEUR,Non-metallic mineral products,0.3227311666499594,16.875901718247963,5.44637944980022
material_extraction,kt per MEUR,Textile,0.3054024584774388,15.384971808799358,4.698608214013412
climate_change,kt CO2eq per MEUR,Construction,0.3052384630755432,1024.518388409179,312.72241827065017
material_extraction,kt per MEUR,Coal and Petroleum,0.30225511099489927,31.900644250267217,9.642132768673312
climate_change,kt CO2eq per MEUR,General and special Machinery,0.280905580004083,240.6887131419103,67.61080256556467
