producing_sector_group,scope,indicator,unit,value,share_of_scope_pct
Private travel,Outside protocol,land_use,km2,0.9870380080591756,100.0
Electricity,Scope 2,land_use,km2,0.0824373673800615,88.35356334777907
"Steam, hot water supply and water distribution",Scope 2,land_use,km2,0.010866585801283182,11.64643665222093
Food and catering,Scope 3,land_use,km2,2981.0099323064806,98.7406195391509
Furniture and timber,Scope 3,land_use,km2,9.15464385445276,0.30323119559335016
Services,Scope 3,land_use,km2,7.78891695944786,0.2579939361422467
Textile,Scope 3,land_use,km2,6.12197635000139,0.20277951141727993
Paper Products,Scope 3,land_use,km2,5.722658969451448,0.18955283775848236
Transport,Scope 3,land_use,km2,3.595787629254156,0.1191040306159124
Private travel,Scope 3,land_use,km2,1.1529682617609704,0.03819001045299155
Electricity,Scope 3,land_use,km2,1.1281134121863003,0.037366738038177263
Waste management and disposal,Scope 3,land_use,km2,0.9617014120281434,0.03185463832448991
Coal and Petroleum,Scope 3,land_use,km2,0.871069498797697,0.028852618383057266
Chemical,Scope 3,land_use,km2,0.3497267135939367,0.01158407155756709
Minerals and Metals,Scope 3,land_use,km2,0.32400108378118225,0.010731956105613248
General and special Machinery,Scope 3,land_use,km2,0.2153271290264887,0.0071323258246280335
Construction,Scope 3,land_use,km2,0.1872779891083393,0.006203248258316303
Metal Products,Scope 3,land_use,km2,0.1660205722990787,0.005499134366309132
"Steam, hot water supply and water distribution",Scope 3,land_use,km2,0.13161071944122632,0.004359369566261478
Non-metallic mineral products,Scope 3,land_use,km2,0.0857660911925099,0.002840848293734929
Natural gas and gaseous fuels,Scope 3,land_use,km2,0.03795972075621304,0.0012573478217503262
Transport Equipment,Scope 3,land_use,km2,0.019540015138702665,0.0006472280349321311
"Electrical, electronic and measuring equipment",Scope 3,land_use,km2,0.0060203793923210795,0.0001994142940002132
Private travel,Outside protocol,material_extraction,kt,15.1869815083494,100.0
"Steam, hot water supply and water distribution",Scope 2,material_extraction,kt,0.10265410795250501,50.442504188022525
Electricity,Scope 2,material_extraction,kt,0.1008530525363274,49.557495811977475
Minerals and Metals,Scope 3,material_extraction,kt,2300.5479875565784,89.91845201358001
Non-metallic mineral products,Scope 3,material_extraction,kt,119.47788242397854,4.669872697954514
Food and catering,Scope 3,material_extraction,kt,32.395186266204014,1.2661874551212824
Chemical,Scope 3,material_extraction,kt,23.846925065964168,0.9320729664469136
Services,Scope 3,material_extraction,kt,20.57154596252105,0.8040525902877358
Private travel,Scope 3,material_extraction,kt,17.68383788493125,0.6911845946586727
Transport,Scope 3,material_extraction,kt,16.8976421536949,0.660455610297194
Electricity,Scope 3,material_extraction,kt,5.3056390400805,0.2073744394845501
Coal and Petroleum,Scope 3,material_extraction,kt,4.234784400565287,0.16551937189300736
Construction,Scope 3,material_extraction,kt,3.837875984447449,0.1500059418052552
Metal Products,Scope 3,material_extraction,kt,3.6923500380662873,0.14431796315965284
Natural gas and gaseous fuels,Scope 3,material_extraction,kt,3.437907511188787,0.13437290734382154
"Electrical, electronic and measuring equipment",Scope 3,material_extraction,kt,1.9512061893190886,0.07626419490133494
Waste management and disposal,Scope 3,material_extraction,kt,1.7537056637819606,0.06854475517470315
"Steam, hot water supply and water distribution",Scope 3,material_extraction,kt,1.6627148714416973,0.064988319386804
General and special Machinery,Scope 3,material_extraction,kt,0.360145619579644,0.014076531672989862
Paper Products,Scope 3,material_extraction,kt,0.2974945184201851,0.011627771610745687
Furniture and timber,Scope 3,material_extraction,kt,0.2787103356062002,0.010893579300865833
Transport Equipment,Scope 3,material_extraction,kt,0.15219406826074786,0.00594860663532193
Textile,Scope 3,material_extraction,kt,0.0969073729149494,0.0037876892846168807
Operational impact,Scope 1,waste_generation,kt,40.2662813032278,100.0
Electricity,Scope 2,waste_generation,kt,8.38331033167579,97.48108541166174
"Steam, hot water supply and water distribution",Scope 2,waste_generation,kt,0.21662502632022268,2.5189145883382706
Waste management and disposal,Scope 3,waste_generation,kt,40.77229079987443,22.798005085912106
Chemical,Scope 3,waste_generation,kt,40.116612809698104,22.431379864186606
Food and catering,Scope 3,waste_generation,kt,39.7500301374752,22.226403556459232
Paper Products,Scope 3,waste_generation,kt,13.23141570734189,7.398404079633581
Electricity,Scope 3,waste_generation,kt,10.69200337520378,5.978480545106774
Coal and Petroleum,Scope 3,waste_generation,kt,9.3684891678544,5.238431775746945
"Steam, hot water supply and water distribution",Scope 3,waste_generation,kt,5.517003754318082,3.0848568275768105
Services,Scope 3,waste_generation,kt,5.1792884568932624,2.89602183897948
Metal Products,Scope 3,waste_generation,kt,4.009158282194116,2.2417384236838025
Transport,Scope 3,waste_generation,kt,3.5395898293843464,1.9791771654045893
Construction,Scope 3,waste_generation,kt,2.5350874872349656,1.4175052785455184
"Electrical, electronic and measuring equipment",Scope 3,waste_generation,kt,1.0195643376827557,0.5700938676709737
Furniture and timber,Scope 3,waste_generation,kt,0.8709000394470561,0.48696757378901523
Non-metallic mineral products,Scope 3,waste_generation,kt,0.8468016217360191,0.4734928379142199
Textile,Scope 3,waste_generation,kt,0.4061094768391809,0.22707789375536547
General and special Machinery,Scope 3,waste_generation,kt,0.3665164357684701,0.2049392713235944
Transport Equipment,Scope 3,waste_generation,kt,0.2194375087091629,0.1226994446828282
Minerals and Metals,Scope 3,waste_generation,kt,0.21848896036999388,0.12216905972195484
Natural gas and gaseous fuels,Scope 3,waste_generation,kt,0.18269660956099426,0.10215560990660041
