producing_sector_group,scope,indicator,unit,value,share_of_scope_pct
Private travel,Outside protocol,blue_water_consumption,Mm3,0.1084252496002659,100.0
Electricity,Scope 2,blue_water_consumption,Mm3,0.03528040720799061,99.78654404999685
"Steam, hot water supply and water distribution",Scope 2,blue_water_consumption,Mm3,7.546922191539579e-05,0.21345595000315035
Food and catering,Scope 3,blue_water_consumption,Mm3,40.306173557927416,84.7871826757647
Electricity,Scope 3,blue_water_consumption,Mm3,3.6344954824765514,7.645444982865964
Chemical,Scope 3,blue_water_consumption,Mm3,1.3968017622400164,2.9382815515014657
Metal Products,Scope 3,blue_water_consumption,Mm3,0.711374980365497,1.4964328063673284
Paper Products,Scope 3,blue_water_consumption,Mm3,0.3932742440191975,0.8272830741773737
"Electrical, electronic and measuring equipment",Scope 3,blue_water_consumption,Mm3,0.2260409697556358,0.47549482630331835
Services,Scope 3,blue_water_consumption,Mm3,0.21813631300559674,0.4588667637339068
Textile,Scope 3,blue_water_consumption,Mm3,0.19685062226053726,0.41409065153393754
Private travel,Scope 3,blue_water_consumption,Mm3,0.1197889103128281,0.25198532444732546
General and special Machinery,Scope 3,blue_water_consumption,Mm3,0.10096255481999897,0.21238261594423954
Non-metallic mineral products,Scope 3,blue_water_consumption,Mm3,0.07975243579031807,0.16776547474725362
Furniture and timber,Scope 3,blue_water_consumption,Mm3,0.04775033430709582,0.10044655595763659
Transport,Scope 3,blue_water_consumption,Mm3,0.035877662897340665,0.07547146477907316
Coal and Petroleum,Scope 3,blue_water_consumption,Mm3,0.02447126024310895,0.051477206328125275
Minerals and Metals,Scope 3,blue_water_consumption,Mm3,0.017966411797439,0.03779374980629655
Waste management and disposal,Scope 3,blue_water_consumption,Mm3,0.013039692912449228,0.027430012015771166
Transport Equipment,Scope 3,blue_water_consumption,Mm3,0.008276204666742167,0.017409642617962455
Natural gas and gaseous fuels,Scope 3,blue_water_consumption,Mm3,0.004106852364836565,0.008639084560566244
"Steam, hot water supply and water distribution",Scope 3,blue_water_consumption,Mm3,0.001659186897097212,0.0034902291663890294
Construction,Scope 3,blue_water_consumption,Mm3,0.0012508722267953454,0.0026313073813596494
Private travel,Outside protocol,climate_change,kt CO2eq,293.4753186512448,100.0
Operational impact,Scope 1,climate_change,kt CO2eq,152.10093671061043,100.0
"Steam, hot water supply and water distribution",Scope 2,climate_change,kt CO2eq,11.717597688884016,58.92141023792376
Electricity,Scope 2,climate_change,kt CO2eq,8.16922722173597,41.07858976207625
Transport,Scope 3,climate_change,kt CO2eq,850.8754853063368,24.116232999441362
Private travel,Scope 3,climate_change,kt CO2eq,429.3159677542813,12.168036437217822
Food and catering,Scope 3,climate_change,kt CO2eq,414.0095583170793,11.73420922895184
Waste management and disposal,Scope 3,climate_change,kt CO2eq,330.950171136092,9.380069794171504
Coal and Petroleum,Scope 3,climate_change,kt CO2eq,310.5611418236567,8.802186672583975
Electricity,Scope 3,climate_change,kt CO2eq,257.9803174274017,7.311896454637144
Services,Scope 3,climate_change,kt CO2eq,246.47717248185108,6.985864586844679
"Steam, hot water supply and water distribution",Scope 3,climate_change,kt CO2eq,208.5430358973932,5.91070318861253
Chemical,Scope 3,climate_change,kt CO2eq,160.94573715882382,4.561660271821839
Metal Products,Scope 3,climate_change,kt CO2eq,70.62541517749627,2.001725278863311
Natural gas and gaseous fuels,Scope 3,climate_change,kt CO2eq,69.47047850549437,1.9689910864196667
Minerals and Metals,Scope 3,climate_change,kt CO2eq,54.52967592304929,1.5455262170008728
Non-metallic mineral products,Scope 3,climate_change,kt CO2eq,53.183942195683876,1.507384292965223
Paper Products,Scope 3,climate_change,kt CO2eq,15.793541451092489,0.447633916005648
"Electrical, electronic and measuring equipment",Scope 3,climate_change,kt CO2eq,15.706234004694625,0.4451593744819148
Textile,Scope 3,climate_change,kt CO2eq,11.575436955858605,0.32808082912075803
Operational impact,Scope 3,climate_change,kt CO2eq,10.17,0.28824674566340114
Furniture and timber,Scope 3,climate_change,kt CO2eq,7.05272947666815,0.19989442671523464
Construction,Scope 3,climate_change,kt CO2eq,4.360395832508916,0.12358602837020173
General and special Machinery,Scope 3,climate_change,kt CO2eq,3.4751691703444227,0.09849618524892444
Transport Equipment,Scope 3,climate_change,kt CO2eq,2.6255649974684854,0.0744159848621462
