producing_world_region,producing_sector_group,scope,indicator,unit,value,share_of_scope_pct
Denmark,Private travel,Outside protocol,blue_water_consumption,Mm3,0.0828451910688205,100.00000000000001
Denmark,Electricity,Scope 2,blue_water_consumption,Mm3,5.022503753882024,99.62840015458994
Europe,Electricity,Scope 2,blue_water_consumption,Mm3,0.014264291512325946,0.28295221115828995
Middle East,Electricity,Scope 2,blue_water_consumption,Mm3,0.003661664384710205,0.0726342442790114
Asia and Pacific,Electricity,Scope 2,blue_water_consumption,Mm3,0.0005673915565435427,0.011255006628111231
America,Electricity,Scope 2,blue_water_consumption,Mm3,0.00019510525294526442,0.003870186099446743
Africa,Electricity,Scope 2,blue_water_consumption,Mm3,2.6948529822363215e-05,0.0005345618528697208
Europe,"Steam, hot water supply and water distribution",Scope 2,blue_water_consumption,Mm3,1.5988698038019e-05,0.00031715823106183807
Asia and Pacific,"Steam, hot water supply and water distribution",Scope 2,blue_water_consumption,Mm3,1.8385217988768215e-06,3.6469656260557384e-05
Middle East,"Steam, hot water supply and water distribution",Scope 2,blue_water_consumption,Mm3,3.7834467425546445e-10,7.504996800439784e-09
Asia and Pacific,Food and catering,Scope 3,blue_water_consumption,Mm3,25.51281566191295,42.22051420726368
America,Food and catering,Scope 3,blue_water_consumption,Mm3,10.292913111909687,17.033481918825164
Middle East,Food and catering,Scope 3,blue_water_consumption,Mm3,9.462893558941067,15.659903526192716
Africa,Food and catering,Scope 3,blue_water_consumption,Mm3,4.271915320464199,7.069484758953593
Europe,Food and catering,Scope 3,blue_water_consumption,Mm3,3.1130265889334914,5.151669069669482
Denmark,Food and catering,Scope 3,blue_water_consumption,Mm3,1.5935402907285903,2.637109575678598
Asia and Pacific,Chemical,Scope 3,blue_water_consumption,Mm3,1.2598474470283048,2.0848897174313348
Europe,Chemical,Scope 3,blue_water_consumption,Mm3,0.5431467244506073,0.8988397948772764
Asia and Pacific,Metal Products,Scope 3,blue_water_consumption,Mm3,0.5374361771307257,0.8893895543610857
Denmark,Electricity,Scope 3,blue_water_consumption,Mm3,0.3684268899953196,0.6097003541089764
Asia and Pacific,"Electrical, electronic and measuring equipment",Scope 3,blue_water_consumption,Mm3,0.22672155539560246,0.37519577523397607
America,Chemical,Scope 3,blue_water_consumption,Mm3,0.22035709457651415,0.36466338978523705
Europe,Electricity,Scope 3,blue_water_consumption,Mm3,0.21971961120208652,0.363608434651175
Europe,Services,Scope 3,blue_water_consumption,Mm3,0.21269744162903692,0.35198762359865915
Asia and Pacific,Electricity,Scope 3,blue_water_consumption,Mm3,0.19142415236211302,0.31678299453569647
Asia and Pacific,Paper Products,Scope 3,blue_water_consumption,Mm3,0.17873475184884738,0.2957836261495644
Asia and Pacific,Textile,Scope 3,blue_water_consumption,Mm3,0.17735035279433925,0.29349261912298047
Europe,Metal Products,Scope 3,blue_water_consumption,Mm3,0.14841500123499476,0.24560823670935103
Europe,Paper Products,Scope 3,blue_water_consumption,Mm3,0.14524200078906363,0.24035731841862384
America,Textile,Scope 3,blue_water_consumption,Mm3,0.14160743893954605,0.2343425738197429
Africa,Chemical,Scope 3,blue_water_consumption,Mm3,0.12746295079318606,0.21093521766385687
Europe,Minerals and Metals,Scope 3,blue_water_consumption,Mm3,0.12693081453087554,0.21005459880466046
Africa,Minerals and Metals,Scope 3,blue_water_consumption,Mm3,0.11172826620455031,0.18489628558263407
Asia and Pacific,General and special Machinery,Scope 3,blue_water_consumption,Mm3,0.08979718945144413,0.1486031006239307
Asia and Pacific,Minerals and Metals,Scope 3,blue_water_consumption,Mm3,0.08902167989469674,0.14731972944716948
Denmark,Private travel,Scope 3,blue_water_consumption,Mm3,0.0884,0.14629092709253175
Middle East,Minerals and Metals,Scope 3,blue_water_consumption,Mm3,0.07397858688632607,0.12242529480312277
Denmark,Chemical,Scope 3,blue_water_consumption,Mm3,0.06652623856173846,0.11009259180062961
Asia and Pacific,Services,Scope 3,blue_water_consumption,Mm3,0.053081418407744926,0.08784309853230302
Middle East,Electricity,Scope 3,blue_water_consumption,Mm3,0.046557898481030355,0.07704749018404872
Middle East,Services,Scope 3,blue_water_consumption,Mm3,0.04638089663609143,0.07675457430177265
America,Electricity,Scope 3,blue_water_consumption,Mm3,0.04504712877128279,0.0745473555521224
Africa,Services,Scope 3,blue_water_consumption,Mm3,0.0408423800911169,0.0675890231696273
Europe,"Electrical, electronic and measuring equipment",Scope 3,blue_water_consumption,Mm3,0.03695371936850183,0.06115377676397489
Denmark,Coal and Petroleum,Scope 3,blue_water_consumption,Mm3,0.0363465154422879,0.06014893032392895
Europe,Non-metallic mineral products,Scope 3,blue_water_consumption,Mm3,0.03519214229105189,0.05823858735441488
America,Metal Products,Scope 3,blue_water_consumption,Mm3,0.03296770810630286,0.05455742740935543
Africa,Electricity,Scope 3,blue_water_consumption,Mm3,0.029145360503110583,0.04823192091002382
Europe,Textile,Scope 3,blue_water_consumption,Mm3,0.028832658512047957,0.047714438283595846
Europe,Waste management and disposal,Scope 3,blue_water_consumption,Mm3,0.028614695434768175,0.047353736692564166
Denmark,Paper Products,Scope 3,blue_water_consumption,Mm3,0.0286110553397741,0.047347712791304127
Asia and Pacific,Furniture and timber,Scope 3,blue_water_consumption,Mm3,0.02775193200961922,0.045925971292942354
Denmark,"Electrical, electronic and measuring equipment",Scope 3,blue_water_consumption,Mm3,0.0223022323167411,0.03690740092589455
Asia and Pacific,Non-metallic mineral products,Scope 3,blue_water_consumption,Mm3,0.02042988205973924,0.03380889577952868
America,Minerals and Metals,Scope 3,blue_water_consumption,Mm3,0.020404598285439616,0.03376705430008649
Africa,Textile,Scope 3,blue_water_consumption,Mm3,0.017536101653495034,0.02902005167962294
Europe,Transport,Scope 3,blue_water_consumption,Mm3,0.01749564559433004,0.02895310196919582
Denmark,Metal Products,Scope 3,blue_water_consumption,Mm3,0.014700290960540804,0.024327140193976002
Europe,General and special Machinery,Scope 3,blue_water_consumption,Mm3,0.014115182366053669,0.023358858760295784
America,Paper Products,Scope 3,blue_water_consumption,Mm3,0.013607602775676035,0.022518878117200856
Middle East,Metal Products,Scope 3,blue_water_consumption,Mm3,0.011798500794518616,0.019525040944933268
Europe,Furniture and timber,Scope 3,blue_water_consumption,Mm3,0.011593104785311323,0.01918513627742149
Europe,Coal and Petroleum,Scope 3,blue_water_consumption,Mm3,0.011329083236193858,0.018748213684742755
Africa,Metal Products,Scope 3,blue_water_consumption,Mm3,0.011098550916750691,0.018366711572343066
