Contribution,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Food and food services,6.398012208287077,3.602585752150675,30.503302462144518,38.05815833336217,10.931970168177228
Heat and electricity,1.1600396587070707,0.630607157810192,0.6868107945787233,0.9567062150566005,4.571233906014773
Individual travel,9.424656822263026,0.7254704084115497,0.2736884581310146,0.04201703970763475,0.0
"Medical, electrical equipment and machinery",3.810071178695204,5.864066786819008,4.878742721955818,4.162876884373823,3.5902854770223858
Operational impacts,2.5527705429285374,0.0,0.0,0.0,15.518995843274837
Other,7.781022949151052,32.92966832260019,4.581875193508064,6.063143768681904,15.493958227987044
Pharmaceuticals and chemical products,13.575844879961613,39.844011414261345,32.009842779679374,23.475349260280687,30.39033197836703
Services,14.408882078943108,10.275384187842624,18.00850009779967,16.980067564135474,12.077228042045082
Transport,40.88869968106332,6.128205970104404,9.057237492202818,10.261680934401712,7.425996357111621
