indicator,unit,producing_sector_group,value
land_use,km2,Food and catering,3160.624409784893
climate_change,kt CO2eq,Transport,2992.560122840663
material_extraction,kt,Minerals and Metals,2370.7063589942904
climate_change,kt CO2eq,Private travel,603.2422186512448
climate_change,kt CO2eq,Food and catering,433.60153335320155
climate_change,kt CO2eq,Coal and Petroleum,345.06144861135186
climate_change,kt CO2eq,Waste management and disposal,339.9016619022025
climate_change,kt CO2eq,Electricity,294.78598964531477
climate_change,kt CO2eq,Services,287.2407139367352
climate_change,kt CO2eq,"Steam, hot water supply and water distribution",236.34604558039115
climate_change,kt CO2eq,Chemical,177.52658853488376
climate_change,kt CO2eq,Operational impact,163.5946084095433
material_extraction,kt,Non-metallic mineral products,121.74401073787853
climate_change,kt CO2eq,Natural gas and gaseous fuels,77.51748101476922
climate_change,kt CO2eq,Metal Products,76.42424424649835
climate_change,kt CO2eq,Minerals and Metals,56.376873218996856
climate_change,kt CO2eq,Non-metallic mineral products,56.09165886663829
waste_generation,kt,Operational impact,42.71652604695465
blue_water_consumption,Mm3,Food and catering,42.4034558221946
waste_generation,kt,Waste management and disposal,41.22073611085142
waste_generation,kt,Food and catering,41.20675179526479
waste_generation,kt,Chemical,40.45390089437119
material_extraction,kt,Food and catering,33.266432151410356
material_extraction,kt,Private travel,27.9464815083494
material_extraction,kt,Services,24.51269676914453
material_extraction,kt,Chemical,24.25859293877659
material_extraction,kt,Transport,20.81044413201537
waste_generation,kt,Electricity,20.11886798217733
climate_change,kt CO2eq,Paper Products,16.330909260406518
climate_change,kt CO2eq,"Electrical, electronic and measuring equipment",15.98088880155836
waste_generation,kt,Paper Products,13.51277479392163
climate_change,kt CO2eq,Textile,12.389930998573208
waste_generation,kt,Coal and Petroleum,10.498394383807579
land_use,km2,Furniture and timber,9.388090938198461
land_use,km2,Services,8.616822132446913
waste_generation,kt,Services,8.493671582798555
climate_change,kt CO2eq,Furniture and timber,7.537935329343637
waste_generation,kt,Transport,7.181767457771421
land_use,km2,Textile,6.49841838471373
waste_generation,kt,"Steam, hot water supply and water distribution",6.087994286012839
land_use,km2,Paper Products,5.793204915196
material_extraction,kt,Electricity,5.569689802742315
material_extraction,kt,Coal and Petroleum,4.7579026359392715
climate_change,kt CO2eq,Construction,4.620992578666068
waste_generation,kt,Metal Products,4.284650946028471
material_extraction,kt,Construction,4.174857138955819
land_use,km2,Transport,3.9284903227314447
material_extraction,kt,Metal Products,3.921738964471589
blue_water_consumption,Mm3,Electricity,3.89299058031683
climate_change,kt CO2eq,General and special Machinery,3.6452955491912427
material_extraction,kt,Natural gas and gaseous fuels,3.6023173800392434
climate_change,kt CO2eq,Transport Equipment,3.3606503441740503
waste_generation,kt,Construction,2.7032188548679565
material_extraction,kt,"Electrical, electronic and measuring equipment",2.0050588798418163
material_extraction,kt,Waste management and disposal,1.8299901081884513
land_use,km2,Private travel,1.8189380080591757
material_extraction,kt,"Steam, hot water supply and water distribution",1.805933788529836
blue_water_consumption,Mm3,Chemical,1.4860216581041723
land_use,km2,Electricity,1.3283936224869344
waste_generation,kt,"Electrical, electronic and measuring equipment",1.0470787732624784
land_use,km2,Waste management and disposal,1.0231183084653903
land_use,km2,Coal and Petroleum,0.9634794263300374
waste_generation,kt,Furniture and timber,0.908106265335535
waste_generation,kt,Non-metallic mineral products,0.8899765935536107
blue_water_consumption,Mm3,Metal Products,0.7775168878050731
waste_generation,kt,Textile,0.446861022170554
blue_water_consumption,Mm3,Paper Products,0.4107993362200656
waste_generation,kt,General and special Machinery,0.38930305219181893
material_extraction,kt,General and special Machinery,0.3789988525885865
land_use,km2,Chemical,0.37172327300210994
land_use,km2,Minerals and Metals,0.3521223696297078
material_extraction,kt,Paper Products,0.31933202574980113
material_extraction,kt,Furniture and timber,0.29664105732786
waste_generation,kt,Transport Equipment,0.26965793503178637
blue_water_consumption,Mm3,Services,0.25623984868185024
land_use,km2,General and special Machinery,0.24294417294587586
material_extraction,kt,Transport Equipment,0.2425522787602997
blue_water_consumption,Mm3,"Electrical, electronic and measuring equipment",0.2337857343659038
waste_generation,kt,Minerals and Metals,0.2333729854816571
land_use,km2,Construction,0.21907136293846605
blue_water_consumption,Mm3,Textile,0.21003797495794968
waste_generation,kt,Natural gas and gaseous fuels,0.19626072580095197
blue_water_consumption,Mm3,Private travel,0.1948252496002659
land_use,km2,Metal Products,0.18934930339177672
land_use,km2,"Steam, hot water supply and water distribution",0.1544944239366526
blue_water_consumption,Mm3,General and special Machinery,0.11209815750382164
material_extraction,kt,Textile,0.1028225496200097
land_use,km2,Non-metallic mineral products,0.09267941937582205
blue_water_consumption,Mm3,Non-metallic mineral products,0.08495917895644409
blue_water_consumption,Mm3,Furniture and timber,0.051947724635236656
blue_water_consumption,Mm3,Transport,0.04308549407993477
land_use,km2,Natural gas and gaseous fuels,0.04144105889363921
blue_water_consumption,Mm3,Coal and Petroleum,0.02725056628964506
land_use,km2,Transport Equipment,0.023888263039055675
blue_water_consumption,Mm3,Minerals and Metals,0.018869622957314102
blue_water_consumption,Mm3,Waste management and disposal,0.013701935406674338
blue_water_consumption,Mm3,Transport Equipment,0.010146587882149716
land_use,km2,"Electrical, electronic and measuring equipment",0.00614018081888837
blue_water_consumption,Mm3,Natural gas and gaseous fuels,0.004532608335040727
blue_water_consumption,Mm3,"Steam, hot water supply and water distribution",0.001851398638541159
blue_water_consumption,Mm3,Construction,0.0013812556939471208
