indicator,unit,producing_world_region,value,share_pct
blue_water_consumption,Mm3,Asia and Pacific,27.654337826041075,48.11189783226622
blue_water_consumption,Mm3,Middle East,12.676739425691716,22.05447824973118
blue_water_consumption,Mm3,Europe,5.693392623041195,9.905134084996817
blue_water_consumption,Mm3,Denmark,4.986885138000325,8.675980953511989
blue_water_consumption,Mm3,America,3.725600723366841,6.481649370669563
blue_water_consumption,Mm3,Africa,2.5798522602948193,4.488322560837624
blue_water_consumption,Mm3,Unallocated,0.1624,0.28253694798660006
climate_change,kt CO2eq,Denmark,2978.4638993360854,46.40176763475894
climate_change,kt CO2eq,Europe,1343.478597062782,20.930178706236795
climate_change,kt CO2eq,Asia and Pacific,1164.7587076557575,18.145884835217206
climate_change,kt CO2eq,Middle East,336.4419423046809,5.2414604833346
climate_change,kt CO2eq,Unallocated,252.90240567336662,3.9399902295082097
climate_change,kt CO2eq,America,214.77585870211465,3.3460131886348563
climate_change,kt CO2eq,Africa,128.037290468996,1.9947049223093831
land_use,km2,Asia and Pacific,1040.5521676844387,29.60075477606712
land_use,km2,Europe,955.0016334748041,27.167084977717415
land_use,km2,Africa,581.3259584550088,16.537072984511198
land_use,km2,America,474.96728299518867,13.511470647245002
land_use,km2,Denmark,332.9295457243551,9.470900303465331
land_use,km2,Middle East,128.98691951097902,3.6693116331315836
land_use,km2,Unallocated,1.5258,0.043404677862359756
material_extraction,kt,Denmark,1844.98905554287,58.98921816658865
material_extraction,kt,Europe,542.2471023169171,17.337085292010777
material_extraction,kt,Asia and Pacific,391.17958526859775,12.507054081648889
material_extraction,kt,Middle East,161.1744482061826,5.153176740832506
material_extraction,kt,America,115.74974318527137,3.700827835790881
material_extraction,kt,Africa,48.89801953145545,1.563400028520178
material_extraction,kt,Unallocated,23.4337,0.7492378546081131
waste_generation,kt,Denmark,159.65498448227711,58.00296208111727
waste_generation,kt,Europe,60.75443738263316,22.072203628291152
waste_generation,kt,Asia and Pacific,30.71629678773777,11.15928953692813
waste_generation,kt,Africa,13.28851632468895,4.827743468170908
waste_generation,kt,America,7.495424568835192,2.723102122103075
waste_generation,kt,Middle East,3.343497799480747,1.2146991633894697
