Region,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Unallocated,4.832597936134411,0.5328179098867949,0.16734526534091673,0.029907062932672517,0.0
Middle East,6.959556926488474,7.052135566661121,27.144060208187327,5.312919938734963,1.119498039890622
Europe,33.166058355717944,22.040924222632082,13.45737623120906,32.55877147298091,28.29858429119465
Asia and Pacific,18.254350448214645,17.90606554791805,42.0737785330639,22.6195475680137,11.37990078069523
America,6.390766454203009,3.723673438675834,7.322770084444364,10.976499213122997,3.7513109653683547
Africa,4.234243568077595,2.205091045386795,4.854162968094563,20.20042822734917,5.927521457556067
Denmark,26.16242631116392,46.53929226883931,4.9805067096598625,8.301926516865597,49.52318446529506
