Contribution,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Food and food services,539.3898178684632,174.0255185453556,24.950667122841935,1965.0090473858104,42.13390835671613
Heat and electricity,92.19443138066937,37.71808415051622,0.36002997071924653,18.338798216752725,0.9111748581760284
Individual travel,627.294307534464,25.6351,0.1776,1.6692,0.0
"Medical, electrical equipment and machinery",211.0271906274781,187.55535780028188,2.7469237366234127,137.5442023659014,8.346162094683887
Operational impacts,130.1262816237094,0.0,0.0,0.0,42.75704592555413
Pharmaceuticals and chemical products,1807.5001119982849,2280.72844895429,58.515764069268364,2115.2502692768476,102.25468301062214
Services,768.8461173311747,454.0327903713752,13.303153034548632,860.6529145935858,36.87757225302859
Transport,740.4325251824581,162.68549728006778,3.1327520686876897,224.823404360135,10.616856919350367
Unallocated,364.59300354154493,1488.8501176859725,2.9410005224428355,258.0024555214974,44.70587095599213
