Hotspot,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Agricultural sector,706.5277153933312,54.888612542509044,90.4110443436922,5520.277479487429,57.35197527105783
Electricity sector,486.35338960778284,10.705840321578043,4.210687091905415,2.447213312740727,16.109246728168017
Fossil fuel industry,815.7451939802019,20.508916299996088,0.07402543737522105,2.013140500209978,14.86302268282213
Mining of minerals and metals,132.57740264361775,4096.53153887731,0.03927630077308847,0.5840111205736365,0.35570568370719347
Operational impacts,130.1262816237094,0.0,0.0,0.0,42.75704592555413
Pharmaceutical and chemical industry,475.9604465993463,341.71271209298163,7.921516635667841,0.8286741409179013,69.51592016021064
Transport,874.1442957579286,26.948131478870682,0.04153941800077849,5.394600809907912,2.9088832452757014
Unallocated,1659.9690614823312,259.93516317461575,3.4298012977175674,49.745172348751815,84.74147467732816
