,Healthcare footprint,National consumption footprint,Healthcare share of national consumption footprint (%)
Global warming (ktCO2eq),3686.85876447768,74432.54477363416,4.953288612783875
Material extraction (kt),2425.2066306990714,46795.435212522534,5.182570948822124
Blue water consumption (Mm3),45.05099238871875,1056.8241867962856,4.262865380218897
Land use (km2),2858.563269482649,75786.42720532298,3.7718670412290836
Waste generation (kt),228.82262512234254,10727.905542600927,2.132966441712961
