producing_country_iso3,producing_world_region,producing_sector_code,producing_sector_name,indicator,unit,value,rank,share_pct,mrio_coverage_pct
DNK,Denmark,POWB,Production of electricity by biomass and waste,blue_water_consumption,Mm3,3.091477544695438,1,6.888357750948541,99.53812131838197
RoW Asia and Pacific,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,2.546308821042564,2,5.673625588461183,99.53812131838197
RoW Middle East,Middle East,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,2.364652059994161,3,5.268862254460242,99.53812131838197
RoW Asia and Pacific,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,1.850437516533272,4,4.123101470210962,99.53812131838197
IND,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,1.831849102824564,5,4.0816832027977235,99.53812131838197
RoW Asia and Pacific,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,1.785627585436432,6,3.9786935019320464,99.53812131838197
RoW Asia and Pacific,Asia and Pacific,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,1.539724253145172,7,3.4307774648645832,99.53812131838197
RoW Middle East,Middle East,OCER,Cultivation of cereal grains nec,blue_water_consumption,Mm3,1.479573267686363,8,3.296750449975429,99.53812131838197
IND,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,1.425800110247534,9,3.1769343618811434,99.53812131838197
IND,Asia and Pacific,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,1.411767363743508,10,3.145666925274993,99.53812131838197
RoW Middle East,Middle East,FVEG,"Cultivation of vegetables, fruit, nuts",blue_water_consumption,Mm3,1.384658884957761,11,3.0852644487049683,99.53812131838197
RoW Middle East,Middle East,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,1.141029946312473,12,2.5424161622109547,99.53812131838197
CHN,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,0.9931226484365064,13,2.212852590418574,99.53812131838197
RoW Asia and Pacific,Asia and Pacific,FVEG,"Cultivation of vegetables, fruit, nuts",blue_water_consumption,Mm3,0.9563648499946292,14,2.1309497261265893,99.53812131838197
RoW Middle East,Middle East,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,0.7952465085227766,15,1.771949616873993,99.53812131838197
IND,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,0.7668185494134199,16,1.7086071051968208,99.53812131838197
RoW Middle East,Middle East,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,0.6948491918445354,17,1.5482466707854328,99.53812131838197
IND,Asia and Pacific,OILS,Cultivation of oil seeds,blue_water_consumption,Mm3,0.617803947138041,18,1.3765762637147605,99.53812131838197
