Region,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Unallocated,5.678635674491391,0.7884353100157675,0.30258158051103273,0.04677292948548236,0.0
Middle East,5.95371789956313,5.071555582336563,22.465741185097027,3.756651552729548,1.187537638930778
Europe,24.423157248838937,17.096190331736405,10.13852391021065,28.01366527310919,20.653954809952946
Asia and Pacific,18.60477671927155,11.75379458788557,47.346129487870044,28.518956624845565,10.179857587667833
America,4.248056722726356,3.5908209184235536,6.560969906403374,13.694380506647255,2.597309775382412
Africa,2.8279789518593783,1.4954375272567015,4.433365244969617,15.972760554418837,4.088736687894811
Denmark,38.26367678324926,60.20376574234544,8.752688684938235,9.996812558764129,61.292603500171225
