model_id,indicator_id,demand_component_id,purchased_region_id,purchased_industry_id,value
1,1,1,4,93,5.9489645777343584e-08
1,1,1,4,94,5.554922289376594e-10
1,1,1,4,101,1.854964626818092e-10
1,1,1,4,108,1.4772766568697206e-11
1,1,1,4,109,1.1755207397176276e-10
1,1,1,4,112,3.03739202464313e-09
1,1,1,4,113,3.98283703981795e-09
1,1,1,4,115,6.604586005861938e-08
1,1,1,4,116,1.391236703617216e-07
1,1,1,4,117,1.014100354780584e-05
1,1,1,4,118,1.8151567687859575e-06
1,1,1,4,119,0.0002643027424977
1,1,1,4,120,4.15918370603603e-05
1,1,1,4,121,1.1410486051172244e-05
1,1,1,4,122,3.3212061899379844e-08
1,1,1,4,123,3.615923324498536e-07
1,1,1,4,124,9.310759791663017e-08
1,1,1,4,125,8.160770437658416e-07
1,1,1,4,126,1.303227089442137e-06
1,1,1,4,127,1.395213358813307e-05
1,1,1,4,128,4.544755252818853e-07
1,1,1,4,129,1.203691810802556e-07
1,1,1,4,130,3.434984026183689e-07
1,1,1,4,131,1.0268567182639314e-05
1,1,1,4,132,7.417301861555678e-06
1,1,1,4,133,1.1128026825127658e-08
1,1,1,4,134,1.072797481908853e-05
1,1,1,4,135,2.115667799783131e-05
1,1,1,4,136,1.1149930258689996e-08
1,1,1,4,137,1.7719639448894133e-08
1,1,1,4,138,1.664391675757186e-07
1,1,1,4,139,2.0604176073350913e-14
1,1,1,4,140,2.8222470263451562e-14
1,1,1,4,142,6.903591520908847e-09
1,1,1,4,143,1.492739222880634e-13
1,1,1,4,145,8.933988561456274e-10
1,1,1,4,149,5.479173074975328e-08
1,1,1,4,151,5.3336795604987433e-08
1,1,1,4,152,3.9498048689463454e-08
1,1,1,4,153,9.986066857498492e-11
1,1,1,4,154,4.486902078817321e-11
1,1,1,4,155,3.395131694979086e-12
1,1,1,4,156,2.1354843756130467e-07
1,1,1,4,157,2.251376435784365e-08
1,1,1,4,158,1.8747033534149935e-08
1,1,1,4,159,3.4872859036801545e-08
1,1,1,4,160,1.35526309225798e-05
1,1,1,4,161,5.640157604477003e-07
1,1,1,4,162,1.1056983059570885e-12
1,1,1,5,2,2.698880536454695e-06
1,1,1,5,3,3.655336816930074e-06
1,1,1,5,4,2.4706564280326813e-06
1,1,1,5,5,8.397426632548423e-06
1,1,1,5,6,6.203347654032937e-13
1,1,1,5,8,0.0001185430770934
1,1,1,5,9,1.4858116119610943e-06
1,1,1,5,10,2.3160335193906534e-07
1,1,1,5,11,1.941654033161687e-07
1,1,1,5,12,3.6959876934931934e-06
1,1,1,5,13,2.390242675718796e-07
1,1,1,5,14,4.49070189062177e-07
1,1,1,5,18,3.970563086615574e-05
1,1,1,5,19,2.2375632551692065e-06
1,1,1,5,20,8.94302947929293e-06
1,1,1,5,21,2.1398027041990035e-07
1,1,1,5,22,6.482191393528839e-06
1,1,1,5,23,7.490255033230581e-09
1,1,1,5,24,6.120476411072106e-07
1,1,1,5,25,2.1044252946440703e-11
1,1,1,5,27,2.7611581285270547e-15
1,1,1,5,28,1.7407669991780985e-13
1,1,1,5,30,5.598869323650538e-17
1,1,1,5,31,1.2754318375313386e-12
1,1,1,5,32,5.38726352763154e-06
1,1,1,5,33,1.359234609534932e-05
1,1,1,5,34,4.641967195266215e-07
1,1,1,5,35,0.0001052937350107
1,1,1,5,36,7.400772912737162e-05
