model_id,capital_treatment_id,indicator_id,producing_region_id,producing_industry_id,value
1,4,2,4,76,0.0003102197971344
1,4,2,4,78,3.1822685415523405e-05
1,4,2,4,80,0.0004595504743449
1,4,2,4,82,0.000406589030418
1,4,2,4,85,0.0038889245317592
1,4,2,4,86,0.0010955901326711
1,4,2,4,88,3.802856687986822e-05
1,4,2,4,89,1.994084919345966e-06
1,4,2,4,90,2.8625682344831335e-05
1,4,2,4,91,1.170756223901176e-05
1,4,2,4,92,7.602475001034762e-07
1,4,2,4,93,0.0001422678790939
1,4,2,4,94,4.478238204372923e-11
1,4,2,4,100,2.274427781279066e-05
1,4,2,4,101,0.0857490175723004
1,4,2,4,102,1.8067340561572403e-06
1,4,2,4,103,5.054313376746803e-07
1,4,2,4,108,0.0012047059728017
1,4,2,4,109,2.868113066407328e-05
1,4,2,4,110,2.625351410846744e-09
1,4,2,4,112,6.076572059370572e-07
1,4,2,4,113,0.0016280541765451
1,4,2,4,115,0.0001390326779216
1,4,2,4,116,6.6926225842504e-05
1,4,2,4,117,3.409274421847408e-07
1,4,2,4,118,4.1345587027223436e-08
1,4,2,4,119,0.0043836046781278
1,4,2,4,120,7.754186294375296e-06
1,4,2,4,121,6.762523836391627e-05
1,4,2,4,122,9.159365210894038e-05
1,4,2,4,123,0.8727500102776329
1,4,2,4,124,1.945639192693452e-06
1,4,2,4,125,0.0094080233900735
1,4,2,4,126,4.106746089160736e-06
1,4,2,4,127,2.772578126828144e-07
1,4,2,4,128,0.0003685345827623
1,4,2,4,129,0.0001793693074034
1,4,2,4,130,2.9917261722309263e-06
1,4,2,4,131,0.0001283566462675
1,4,2,4,132,0.0013709348893694
1,4,2,4,133,2.8573197000258385e-08
1,4,2,4,134,1.3919419223405815e-05
1,4,2,4,135,0.0001942661522358
1,4,2,4,136,1.7246813445754342e-06
1,4,2,4,137,4.60777414188611e-07
1,4,2,4,138,4.001117661261672e-05
1,4,2,4,139,7.517190547551865e-08
1,4,2,4,140,5.3033857399529163e-08
1,4,2,4,141,1.0656106004527221e-08
1,4,2,4,142,3.0090966280996205e-05
1,4,2,4,143,9.320731418550918e-09
1,4,2,4,144,1.264347743476978e-08
1,4,2,4,145,5.510527289081372e-07
1,4,2,4,149,1.682898328575086e-05
1,4,2,4,151,0.0012182772405126
1,4,2,4,152,0.0014629204971103
1,4,2,4,153,0.0392283543178249
1,4,2,4,154,0.0012641726256457
