model_id,indicator_id,demand_component_id,producing_region_id,producing_industry_id,value
1,1,1,1,112,2.466375403513829e-07
1,1,1,1,113,6.161811178245343e-07
1,1,1,1,114,1.464269589670444e-09
1,1,1,1,117,0.0001710165690798
1,1,1,1,118,2.1808371022528457e-06
1,1,1,1,119,1.0667677751797004e-05
1,1,1,1,120,9.073022444123759e-08
1,1,1,1,121,3.690410759072274e-07
1,1,1,1,122,2.2305123577876952e-08
1,1,1,1,126,1.6701307097383847e-05
1,1,1,1,133,3.263764563489383e-07
1,1,1,1,134,1.0703152354675306e-05
1,1,1,1,135,2.40470602090408e-06
1,1,1,1,136,8.354762800963634e-08
1,1,1,1,137,1.2414625850782446e-08
1,1,1,1,138,3.539871059675727e-10
1,1,1,1,139,2.8683350151940077e-08
1,1,1,1,140,2.34678687482765e-08
1,1,1,1,141,7.753020186162853e-09
1,1,1,1,142,3.8426673480724235e-07
1,1,1,1,143,3.402871768386953e-09
1,1,1,1,144,5.1145827148321615e-09
1,1,1,1,145,2.6470099942332316e-08
1,1,1,1,146,5.977964163236295e-11
1,1,1,1,147,6.496841374081061e-12
1,1,1,1,148,1.882280428111179e-10
1,1,1,1,149,3.744373151977518e-07
1,1,1,1,150,2.1732424090362347e-11
1,1,1,1,151,1.620546284248448e-08
1,1,1,1,152,3.797439767393294e-08
1,1,1,1,153,1.6592905673509068e-08
1,1,1,1,154,2.7855740534648342e-08
1,1,1,1,155,4.19341743639438e-09
1,1,1,1,156,6.149911759139789e-08
1,1,1,1,157,1.3336262783096674e-09
1,1,1,1,158,2.6921453008354113e-09
1,1,1,1,159,2.337734051203082e-09
1,1,1,1,160,2.8191028758360423e-08
1,1,1,1,161,1.9447351850522503e-08
1,1,1,2,2,1.2968834219217704e-06
1,1,1,2,3,0.0003115797247574
1,1,1,2,4,0.000545237175939
1,1,1,2,5,3.824610094021893e-05
1,1,1,2,6,6.59808934419227e-06
1,1,1,2,7,7.843874761580425e-05
1,1,1,2,8,7.428686036713551e-05
1,1,1,2,9,0.0040750587524949
1,1,1,2,10,0.0013299765110827
1,1,1,2,11,3.821489651809909e-05
1,1,1,2,12,0.0002744241506835
1,1,1,2,13,2.4037887998850684e-05
1,1,1,2,14,2.5927353125334262e-05
1,1,1,2,18,3.122851045312335e-08
1,1,1,2,19,1.8905237199308572e-08
1,1,1,2,32,0.0002693965598848
1,1,1,2,33,2.398063288949379e-05
1,1,1,2,34,2.469862363024003e-05
1,1,1,2,35,3.53483362207158e-05
1,1,1,2,36,4.370479849820668e-05
1,1,1,2,37,3.205318520605058e-05
1,1,1,2,38,0.0001924640078197
1,1,1,2,39,0.0008202906276842
1,1,1,2,40,0.000152751367
1,1,1,2,41,0.0060058409325817
1,1,1,2,42,0.0002778510804212
1,1,1,2,43,0.0020183297650353
1,1,1,2,44,0.0003626064247693
1,1,1,2,45,0.016467619027438
1,1,1,2,46,1.283672484549956e-05
1,1,1,2,47,0.0001231353221744
1,1,1,2,48,0.0019213982797447
1,1,1,2,49,3.5825146405921576e-05
1,1,1,2,50,2.2974290933711107e-05
1,1,1,2,51,2.665185297504275e-06
1,1,1,2,52,0.0012727484886206
1,1,1,2,53,0.0033832410569901
1,1,1,2,54,0.0029770149538421
1,1,1,2,55,8.935151594693854e-05
1,1,1,2,56,9.176524441093574e-06
1,1,1,2,57,0.0036388521894558
1,1,1,2,58,8.543258205438913e-05
1,1,1,2,59,0.006464516568864
1,1,1,2,60,0.0001450640273626
1,1,1,2,61,0.0195768887043261
1,1,1,2,62,0.002951119205679
1,1,1,2,63,0.0002103041413247
1,1,1,2,64,0.0006108394085734
1,1,1,2,65,6.991905395956424e-05
1,1,1,2,66,1.9098499551728684e-05
1,1,1,2,67,2.3595767338953473e-05
1,1,1,2,68,0.0003432303418899
1,1,1,2,69,0.0019292994215388
1,1,1,2,70,0.0008811895631825
1,1,1,2,71,0.0002259825286951
1,1,1,2,72,0.0091387946373584
