model_id,gwp_revision_id,indicator_id,healthcare_kt_co2eq,national_kt_co2eq,healthcare_share_pct,healthcare_t_per_capita,not_restatable_kt_co2eq
1,1,2,3253.799093450862,64531.27745079944,5.0422046827318034,0.5539871307433935,126.09290668704084
1,2,2,3294.1901947826427,65326.81405230078,5.0426310276593425,0.5608640612765038,126.09290668704084
1,3,2,3347.030615078012,66438.86316533755,5.037760213850593,0.5698605948626204,126.09290668704084
1,4,2,3425.2653964687834,67772.65218280519,5.054052462385142,0.5831807356648738,126.09290668704084
1,5,2,3415.3672694460033,67518.62638160576,5.0584075128288735,0.5814954948643215,126.09290668704084
