model_id,indicator_id,scope_id,producing_region_id,producing_industry_id,value
1,2,4,1,114,0.0010551125627823
1,2,4,1,115,0.0016014525571665
1,2,4,1,116,0.0059570633465219
1,2,4,1,117,0.1278401164618928
1,2,4,1,118,0.177862293532561
1,2,4,1,119,0.0876785625123416
1,2,4,1,120,0.1624048044023934
1,2,4,1,121,0.1141543842386236
1,2,4,1,122,0.106937216020996
1,2,4,1,123,0.1343299332461595
1,2,4,1,124,0.0149094978320335
1,2,4,1,125,0.4163555879876107
1,2,4,1,126,0.0129704400678433
1,2,4,1,127,0.0040407130238424
1,2,4,1,128,0.0042811951916558
1,2,4,1,129,0.0006907506832594
1,2,4,1,130,0.0004726588839931
1,2,4,1,131,0.0059554186091794
1,2,4,1,132,0.0035584536164345
1,2,4,1,133,0.0015518890252617
1,2,4,1,134,0.0043788610479483
1,2,4,1,135,0.0248562852759213
1,2,4,1,136,0.0008126488975062
1,2,4,1,137,0.0041154557033816
1,2,4,1,138,0.001996790305309
1,2,4,1,139,0.0020175684885716
1,2,4,1,140,0.0019485149477567
1,2,4,1,141,0.0252448463754954
1,2,4,1,142,0.0845665573006064
1,2,4,1,143,0.0029679620828482
1,2,4,1,144,0.0008210591997788
1,2,4,1,145,0.0077676232880441
1,2,4,1,146,0.0002016558135235
1,2,4,1,147,2.2099632185373977e-06
1,2,4,1,148,0.0002002726993092
1,2,4,1,149,0.0120953464737068
1,2,4,1,150,1.3639597814585789e-06
1,2,4,1,151,0.055524602623402
1,2,4,1,152,0.1050696734643048
1,2,4,1,153,0.1069317574345852
1,2,4,1,154,0.0865947602644053
1,2,4,1,155,0.0043160380864976
1,2,4,1,156,6.80019709926775e-05
1,2,4,1,157,0.0058924559895193
1,2,4,1,158,0.0118445159872422
1,2,4,1,159,0.0003521254981089
1,2,4,1,160,0.001668897734238
1,2,4,1,161,0.0008055428221995
1,2,4,1,162,6.475571590748324e-05
1,2,4,2,2,0.3920005204326302
1,2,4,2,3,0.1155589823019634
1,2,4,2,4,0.0550217256881334
