Contribution,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Food and food services,10.226424581641297,5.530100273968675,26.252840432956248,32.984683405938156,14.725838992601831
Heat and electricity,1.855408929049674,1.3244061553961302,0.6260380908103951,0.7756399742936395,0.6244439858720204
Individual travel,13.396702123736144,0.5890123014087394,0.2555302820378195,0.03781291349181016,0.0
"Medical, electrical equipment and machinery",2.7087930541625482,3.0058133569391683,2.1585231721749905,2.0188784262739827,2.2528433745067105
Operational impacts,2.775922670204884,0.0,0.0,0.0,15.951810946658417
Other,12.132399474154465,35.84303510136284,7.423349935439377,12.161917966118926,19.462303053524103
Pharmaceuticals and chemical products,21.52051253271323,27.546524778937602,39.78831040950636,24.05424991750949,22.253528383692515
Services,21.638284546330368,19.68229013584672,18.718525531973544,22.01529023757602,18.870748064480214
Transport,13.745552088007393,6.4788178961401295,4.7768821451012675,5.951527158797947,5.858483198664192
