Hotspot,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Agricultural sector,608.1007589394039,47.96347237597085,81.42113463602982,4798.810701131116,48.148785944051
Electricity sector,421.68216093847195,9.426417194702585,3.5824765179254565,2.135718231566527,14.117244820447704
Fossil fuel industry,741.7604627958351,18.657673741766303,0.06669178802482154,1.7986115721494988,13.180431135598035
Mining of minerals and metals,113.91003971109745,3608.59168718794,0.03366541117863588,0.520547475750342,0.31351087845755116
Operational impacts,130.1262816237094,0.0,0.0,0.0,42.75704592555413
Other,1520.0588939221016,224.90479618314788,2.9909673754754778,43.274881187264285,70.42123712705707
Pharmaceutical and chemical industry,444.71023064810936,325.4024955716524,7.319386086681303,0.7445867266571685,67.98639822878252
Transport,695.1178307196201,22.22162003711478,0.03453357625589721,4.5402048739720975,2.350406627239604
