indicator,unit,producing_sector_group,value
land_use,km2,Food and catering,4071.5711765664755
material_extraction,kt,Minerals and Metals,2983.728074762001
climate_change,kt CO2eq,Private travel,707.7282098561154
climate_change,kt CO2eq,Transport,664.851045745032
climate_change,kt CO2eq,Food and catering,528.6398854233189
climate_change,kt CO2eq,Coal and Petroleum,476.93017643263084
climate_change,kt CO2eq,Electricity,358.4573032562901
climate_change,kt CO2eq,Chemical,322.0588574198217
climate_change,kt CO2eq,Services,266.79056206043686
climate_change,kt CO2eq,"Steam, hot water supply and water distribution",233.19240848826075
material_extraction,kt,Chemical,220.73603424887608
climate_change,kt CO2eq,Waste management and disposal,204.2877635494644
climate_change,kt CO2eq,Operational impact,131.2330621077094
material_extraction,kt,Non-metallic mineral products,127.72357147784399
climate_change,kt CO2eq,Minerals and Metals,99.67717979172542
climate_change,kt CO2eq,Natural gas and gaseous fuels,90.63462359196772
blue_water_consumption,Mm3,Food and catering,63.538692994381954
climate_change,kt CO2eq,Metal Products,60.86105956555219
climate_change,kt CO2eq,Non-metallic mineral products,58.76763966304845
waste_generation,kt,Food and catering,44.089776077528626
waste_generation,kt,Chemical,42.9661990330265
waste_generation,kt,Operational impact,42.75704592555413
material_extraction,kt,Food and catering,40.28640551388153
waste_generation,kt,Waste management and disposal,32.28535786436362
material_extraction,kt,Private travel,31.93459504757609
material_extraction,kt,Services,29.888039107121507
material_extraction,kt,Transport,21.566821506572637
climate_change,kt CO2eq,Paper Products,17.88089482307918
climate_change,kt CO2eq,Textile,13.733168176363387
land_use,km2,Textile,12.448407646047599
climate_change,kt CO2eq,"Electrical, electronic and measuring equipment",12.360498082686068
waste_generation,kt,Paper Products,11.853611062510163
waste_generation,kt,Electricity,11.689483808750998
waste_generation,kt,Coal and Petroleum,10.634419442549005
climate_change,kt CO2eq,Furniture and timber,9.490525424115074
material_extraction,kt,Natural gas and gaseous fuels,9.221827315937126
land_use,km2,Services,8.405871314519954
material_extraction,kt,Electricity,7.747724479064836
land_use,km2,Furniture and timber,7.0519771368214155
waste_generation,kt,Services,6.953170772527296
blue_water_consumption,Mm3,Chemical,5.354696087528827
material_extraction,kt,"Steam, hot water supply and water distribution",5.326843948876393
waste_generation,kt,"Steam, hot water supply and water distribution",5.151831080367689
material_extraction,kt,Coal and Petroleum,5.010013525402319
land_use,km2,Paper Products,4.52344650448497
material_extraction,kt,Metal Products,4.462394200631124
land_use,km2,Transport,4.172924059258164
material_extraction,kt,Construction,4.000109098182169
climate_change,kt CO2eq,Construction,3.9017622194321926
waste_generation,kt,Construction,3.3983878679765294
waste_generation,kt,Metal Products,3.3647675591398993
blue_water_consumption,Mm3,Electricity,3.157350341382503
climate_change,kt CO2eq,Transport Equipment,2.9306965266011344
climate_change,kt CO2eq,General and special Machinery,2.4731394587189177
material_extraction,kt,"Electrical, electronic and measuring equipment",2.46787850822869
waste_generation,kt,Transport,2.330717394304028
material_extraction,kt,Waste management and disposal,2.1966597368814234
land_use,km2,Private travel,2.079285157472756
land_use,km2,Electricity,1.7980113235542587
land_use,km2,Coal and Petroleum,1.3654484400820022
land_use,km2,Construction,1.112301567142255
material_extraction,kt,Paper Products,0.9451417713521448
land_use,km2,Waste management and disposal,0.8985626187884423
waste_generation,kt,"Electrical, electronic and measuring equipment",0.8276729274100458
blue_water_consumption,Mm3,Metal Products,0.7904096693049919
waste_generation,kt,Furniture and timber,0.7636684814945615
waste_generation,kt,Non-metallic mineral products,0.7331250368534408
land_use,km2,Chemical,0.5840263176282144
land_use,km2,"Steam, hot water supply and water distribution",0.5608479776362172
land_use,km2,Minerals and Metals,0.4162616903077115
blue_water_consumption,Mm3,Paper Products,0.4113983485418322
material_extraction,kt,General and special Machinery,0.40142916761976577
waste_generation,kt,Textile,0.3770210256875388
material_extraction,kt,Furniture and timber,0.3739291970019125
waste_generation,kt,General and special Machinery,0.3427721643556209
blue_water_consumption,Mm3,Services,0.34039416111340526
land_use,km2,General and special Machinery,0.3158767335392637
blue_water_consumption,Mm3,Textile,0.28982970449835715
waste_generation,kt,Minerals and Metals,0.2601794442322233
blue_water_consumption,Mm3,"Electrical, electronic and measuring equipment",0.2336540923022341
blue_water_consumption,Mm3,Private travel,0.2213066746152781
waste_generation,kt,Transport Equipment,0.19980731231447502
land_use,km2,Metal Products,0.17551896356242344
material_extraction,kt,Transport Equipment,0.1411498920597995
blue_water_consumption,Mm3,General and special Machinery,0.12316623298007702
material_extraction,kt,Textile,0.12025775178239817
waste_generation,kt,Natural gas and gaseous fuels,0.11411957588209758
blue_water_consumption,Mm3,Non-metallic mineral products,0.10824858148254797
land_use,km2,Non-metallic mineral products,0.10532664016105714
land_use,km2,Natural gas and gaseous fuels,0.07725490894918365
blue_water_consumption,Mm3,Furniture and timber,0.0677314183776102
blue_water_consumption,Mm3,Coal and Petroleum,0.04700083216001804
blue_water_consumption,Mm3,Transport,0.03248490020535244
blue_water_consumption,Mm3,Minerals and Metals,0.029475446327430363
land_use,km2,Transport Equipment,0.02339765186269148
blue_water_consumption,Mm3,Waste management and disposal,0.014824223313552052
blue_water_consumption,Mm3,Transport Equipment,0.00884652064064475
blue_water_consumption,Mm3,Natural gas and gaseous fuels,0.005251317172042945
land_use,km2,"Electrical, electronic and measuring equipment",0.004817090401584151
blue_water_consumption,Mm3,"Steam, hot water supply and water distribution",0.003639456206537769
blue_water_consumption,Mm3,Construction,0.00280733333100325
