producing_country_iso3,producing_world_region,producing_sector_code,producing_sector_name,indicator,unit,value,rank,share_pct,mrio_coverage_pct
RoW Middle East,Middle East,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,6.275412666182024,1,8.416605341961427,99.74264890866762
RoW Middle East,Middle East,OCER,Cultivation of cereal grains nec,blue_water_consumption,Mm3,3.962287693595901,2,5.314234065916321,99.74264890866762
IND,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,3.627350650637954,3,4.865015336417895,99.74264890866762
RoW Middle East,Middle East,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,3.145381340903204,4,4.218596418211043,99.74264890866762
RoW Asia and Pacific,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,2.917354797070173,5,3.9127664227947037,99.74264890866762
DNK,Denmark,POWB,Production of electricity by biomass and waste,blue_water_consumption,Mm3,2.584564089017326,6,3.466426365152433,99.74264890866762
RoW Asia and Pacific,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,2.477615062428332,7,3.3229859579012313,99.74264890866762
IND,Asia and Pacific,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,2.218389372763033,8,2.9753115593444264,99.74264890866762
IND,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,2.043124384210954,9,2.7402455457807773,99.74264890866762
RoW Asia and Pacific,Asia and Pacific,SUGB,"Cultivation of sugar cane, sugar beet",blue_water_consumption,Mm3,2.029302936044568,10,2.7217081713228803,99.74264890866762
RoW Middle East,Middle East,FVEG,"Cultivation of vegetables, fruit, nuts",blue_water_consumption,Mm3,2.015128326605115,11,2.702697135734539,99.74264890866762
RoW Asia and Pacific,Asia and Pacific,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,1.9567047533366,12,2.624339235620947,99.74264890866762
CHN,Asia and Pacific,PLAS,"Plastics, basic",blue_water_consumption,Mm3,1.817004325011102,13,2.4369725341998523,99.74264890866762
CHN,Asia and Pacific,WHEA,Cultivation of wheat,blue_water_consumption,Mm3,1.492192272993023,14,2.0013334778424516,99.74264890866762
USA,America,OILS,Cultivation of oil seeds,blue_water_consumption,Mm3,1.28242505469441,15,1.719992953479032,99.74264890866762
IND,Asia and Pacific,OILS,Cultivation of oil seeds,blue_water_consumption,Mm3,1.266970074834091,16,1.6992646806192637,99.74264890866762
RoW Middle East,Middle East,OTCR,Cultivation of crops nec,blue_water_consumption,Mm3,1.230907589592184,17,1.6508975497105476,99.74264890866762
IND,Asia and Pacific,PARI,Cultivation of paddy rice,blue_water_consumption,Mm3,1.122210691430489,18,1.5051128910135187,99.74264890866762
DEU,Europe,CHEM,Chemicals nec,blue_water_consumption,Mm3,0.9217290072224104,19,1.236226157338721,99.74264890866762
RoW Asia and Pacific,Asia and Pacific,FVEG,"Cultivation of vegetables, fruit, nuts",blue_water_consumption,Mm3,0.8803728640426047,20,1.1807591539516997,99.74264890866762
OTH,Other,OTHER,All other pairs,blue_water_consumption,Mm3,29.29347370863534,21,39.28850904568629,99.74264890866762
DNK,Denmark,TDRT,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",climate_change,kt CO2eq,159.0676810332197,1,4.65741071117723,82.05834354612402
RoW Asia and Pacific,Asia and Pacific,TWAS,Sea and coastal water transport,climate_change,kt CO2eq,84.08031505710228,2,2.4618235294718556,82.05834354612402
DNK,Denmark,HWAT,Steam and hot water supply,climate_change,kt CO2eq,81.80995798478713,3,2.3953487730781338,82.05834354612402
RUS,Europe,COIL,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",climate_change,kt CO2eq,73.6696697317119,4,2.1570057894143115,82.05834354612402
DNK,Denmark,POWT,Transmission of electricity,climate_change,kt CO2eq,67.08246850208153,5,1.964136305404211,82.05834354612402
DEU,Europe,TWAS,Sea and coastal water transport,climate_change,kt CO2eq,62.82893426161898,6,1.8395952559389073,82.05834354612402
RoW Europe,Europe,HWAT,Steam and hot water supply,climate_change,kt CO2eq,59.028557228161,7,1.7283223902809066,82.05834354612402
DNK,Denmark,MILK,Raw milk,climate_change,kt CO2eq,58.937160365948,8,1.725646342435902,82.05834354612402
RoW Middle East,Middle East,TWAS,Sea and coastal water transport,climate_change,kt CO2eq,56.20488103714181,9,1.6456467665996737,82.05834354612402
DNK,Denmark,TWAS,Sea and coastal water transport,climate_change,kt CO2eq,53.28451700427314,10,1.5601401782162119,82.05834354612402
USA,America,COIL,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",climate_change,kt CO2eq,52.51539614539869,11,1.5376207594188536,82.05834354612402
NOR,Europe,COIL,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",climate_change,kt CO2eq,50.66912192739822,12,1.4835629064167093,82.05834354612402
CHN,Asia and Pacific,POWC,Production of electricity by coal,climate_change,kt CO2eq,37.46889455618347,13,1.0970677997467935,82.05834354612402
DNK,Denmark,CHEM,Chemicals nec,climate_change,kt CO2eq,35.47616378355615,14,1.0387217826008672,82.05834354612402
RoW Europe,Europe,MILK,Raw milk,climate_change,kt CO2eq,31.72842552954868,15,0.9289901502948817,82.05834354612402
RoW Middle East,Middle East,COIL,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",climate_change,kt CO2eq,31.672189059559,16,0.9273435786218212,82.05834354612402
RoW Africa,Africa,CATL,Cattle farming,climate_change,kt CO2eq,30.89350631786185,17,0.904544193364977,82.05834354612402
RoW Asia and Pacific,Asia and Pacific,COIL,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",climate_change,kt CO2eq,30.69854362475011,18,0.898835797232711,82.05834354612402
RUS,Europe,GASE,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",climate_change,kt CO2eq,29.35519107860043,19,0.8595032031024294,82.05834354612402
DNK,Denmark,LANF,Landfill of waste: Food,climate_change,kt CO2eq,27.30499420414474,20,0.7994746113665766,82.05834354612402
OTH,Other,OTHER,All other pairs,climate_change,kt CO2eq,2301.590701012962,21,67.38925917581602,82.05834354612402
RoW Africa,Africa,CATL,Cattle farming,land_use,km2,357.6718394945572,1,8.690612400907876,99.9562722761693
RoW Africa,Africa,MILK,Raw milk,land_use,km2,152.8541403485389,2,3.7140080402201736,99.9562722761693
RoW Asia and Pacific,Asia and Pacific,CATL,Cattle farming,land_use,km2,132.7511773289146,3,3.225551750342206,99.9562722761693
RoW Asia and Pacific,Asia and Pacific,MILK,Raw milk,land_use,km2,128.8778754113098,4,3.1314393211245046,99.9562722761693
RUS,Europe,WHEA,Cultivation of wheat,land_use,km2,106.9408017606716,5,2.5984183134397023,99.9562722761693
RoW Europe,Europe,CATL,Cattle farming,land_use,km2,101.1640539369809,6,2.458056476890231,99.9562722761693
RoW Africa,Africa,FORE,"Forestry, logging and related service activities (02)",land_use,km2,97.18259060816254,7,2.36131597132489,99.9562722761693
AUS,Asia and Pacific,CATL,Cattle farming,land_use,km2,93.29170904453828,8,2.2667763966827232,99.9562722761693
DNK,Denmark,MILK,Raw milk,land_use,km2,92.4544695551397,9,2.2464333808630284,99.9562722761693
RoW Africa,Africa,OCER,Cultivation of cereal grains nec,land_use,km2,82.491291719017,10,2.004350814403736,99.9562722761693
RoW Africa,Africa,OILS,Cultivation of oil seeds,land_use,km2,81.5515751413786,11,1.9815178383592602,99.9562722761693
RoW Middle East,Middle East,CATL,Cattle farming,land_use,km2,77.22509931172526,12,1.8763943135367653,99.9562722761693
