Hotspot,Global warming (ktCO2eq),Material extraction (kt),Blue water consumption (Mm3),Land use (km2),Waste generation (kt)
Agricultural sector,13.006204583451401,1.1266520500835622,85.30341647577231,98.9073277102413,18.57054273420534
Electricity sector,9.019038989399064,0.22142459107433707,3.7532943723930776,0.04401886137673593,5.444891144960525
Fossil fuel industry,15.864950321496929,0.43826489888339243,0.0698717525225669,0.03707082343300006,5.083570745548903
Mining of minerals and metals,2.4363351941470595,84.76507268730664,0.03527062848530366,0.010728899925275722,0.12091825477800137
Operational impacts,2.7831720575938736,0.0,0.0,0.0,16.490998329044853
Other,32.511383455148376,5.282967165244576,3.133581186704932,0.8919299221787659,27.16082176990385
Pharmaceutical and chemical industry,9.511568856205841,7.643637346861057,7.668385395146016,0.01534652812306552,26.221726859725756
Transport,14.867346542557467,0.521981260546434,0.036180188975788063,0.09357725472183064,0.9065301618327815
