indicator,unit,producing_world_region,value,share_pct
blue_water_consumption,Mm3,Asia and Pacific,32.35625646897603,43.267897362200706
blue_water_consumption,Mm3,Middle East,18.788566378915714,25.124716218184528
blue_water_consumption,Mm3,Europe,9.831889507038772,13.147540305688349
blue_water_consumption,Mm3,America,5.553611055956134,7.426479431855535
blue_water_consumption,Mm3,Denmark,4.056230039305755,5.424130111789502
blue_water_consumption,Mm3,Africa,3.9733482110584353,5.313297684644073
blue_water_consumption,Mm3,Unallocated,0.2213066746152781,0.29593888563731097
climate_change,kt CO2eq,Denmark,1339.0138300508113,31.381564168055775
climate_change,kt CO2eq,Europe,1253.6423167586586,29.380769581490487
climate_change,kt CO2eq,Asia and Pacific,711.8210515525461,16.682469967185856
climate_change,kt CO2eq,Unallocated,287.8890130096624,6.747060659334742
climate_change,kt CO2eq,Middle East,269.47064547919206,6.315401799988714
climate_change,kt CO2eq,America,239.23895759925563,5.606882117950136
climate_change,kt CO2eq,Africa,165.80464721224376,3.8858517059942788
land_use,km2,Europe,1283.731737015338,31.176011458283998
land_use,km2,Asia and Pacific,943.2329027645989,22.906841777386287
land_use,km2,Africa,874.8413536493346,21.24592177565403
land_use,km2,America,448.13853599232544,10.88324899209719
land_use,km2,Denmark,372.6031115380696,9.04883671545805
land_use,km2,Middle East,193.06381419155605,4.688642891551453
land_use,km2,Unallocated,2.079285157472756,0.05049638956899605
material_extraction,kt,Denmark,1673.474386668665,47.83707744244676
material_extraction,kt,Europe,747.9281664964484,21.379889592036957
material_extraction,kt,Asia and Pacific,620.4874316756458,17.736934343058834
material_extraction,kt,Middle East,221.3170408885493,6.326455013986937
material_extraction,kt,America,127.63451963730402,3.648494681997233
material_extraction,kt,Africa,75.50275984270445,2.1582830298967868
material_extraction,kt,Unallocated,31.93459504757609,0.9128658965764851
waste_generation,kt,Denmark,115.259906438009,52.13183441175836
waste_generation,kt,Europe,58.72249893121839,26.560073534099388
waste_generation,kt,Asia and Pacific,23.88173470634848,10.801662760732047
waste_generation,kt,Africa,13.139220842043905,5.942844362843206
waste_generation,kt,America,7.7271893926345845,3.4949929280202907
waste_generation,kt,Middle East,2.3625835465739575,1.068592002546709
