country_producing,sector_producing,background_year,analysis_year,country_consuming,sector_consuming,value,unit
DNK,Sea and coastal water transport,2016,2019,DNK,"Cultivation of vegetables, fruit, nuts",0.014581506088970795,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Retail sale of automotive fuel,0.012182808944467523,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Cattle farming,0.012162341730573805,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,"Biogasification of food waste, incl. land application",0.008150435534888787,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,"Composting of food waste, incl. land application",0.007819752568971874,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Production of electricity by biomass and waste,0.006823538475067498,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Poultry farming,0.0065061229787998975,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,"Cultivation of sugar cane, sugar beet",0.006122438805708482,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",0.0055316158121178184,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Paper,0.005153507066468542,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Production of electricity by petroleum and other oil derivatives,0.004046969296009628,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Landfill of waste: Food,0.0009992264452808653,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Mining of nickel ores and concentrates,0.0008689076693886855,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,"Biogasification of paper, incl. land application",0.0007897381319555038,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Animal products nec,0.000703987440893289,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Landfill of waste: Paper,0.000657601772226675,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Landfill of waste: Wood,9.295535706436636e-05,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Landfill of waste: Textiles,7.570852570772118e-05,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Processing of nuclear fuel,3.145368610121311e-05,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Landfill of waste: Plastic,2.4527965101392033e-05,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Production of electricity by hydro,2.3489574913321636e-05,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Mining of iron ores,2.3875319591342967e-06,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Production of electricity by solar photovoltaic,1.5375528689751003e-06,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Mining of aluminium ores and concentrates,1.1147157868720674e-06,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,"Wool, silk-worm cocoons",3.169758588523395e-08,M.EUR
DNK,Sea and coastal water transport,2016,2019,DNK,Mining of other non-ferrous metal ores and concentrates,2.5404285764025136e-08,M.EUR
