phi,phi_source,released_meur,footprint_climate_kt,transport_share_pct,background_year,model
0.05,sensitivity grid,12221.956251977515,4244.840284700148,12.937098219449233,2022,EXIOBASE v3.8.2 IOT_2022_ixi
0.065,sensitivity grid,11954.888374964428,4266.802489330857,13.276222375165137,2022,EXIOBASE v3.8.2 IOT_2022_ixi
0.0650528944,DST DIO 2022 (applied),11953.94661529017,4266.880461633954,13.277420146822644,2022,EXIOBASE v3.8.2 IOT_2022_ixi
0.077,sensitivity grid,11741.234073353957,4284.5879198352995,13.548304160715194,2022,EXIOBASE v3.8.2 IOT_2022_ixi
0.09,sensitivity grid,11509.77524660928,4304.075759383386,13.843847662638105,2022,EXIOBASE v3.8.2 IOT_2022_ixi
0.1,sensitivity grid,11331.729995267222,4319.224809445641,14.071748735948338,2022,EXIOBASE v3.8.2 IOT_2022_ixi
0.125,sensitivity grid,10886.616866912076,4357.713503349743,14.643642520128388,2022,EXIOBASE v3.8.2 IOT_2022_ixi
0.15,sensitivity grid,10441.50373855693,4397.107126442961,15.21861477776764,2022,EXIOBASE v3.8.2 IOT_2022_ixi
