phi,phi_source,released_meur,footprint_climate_kt,transport_share_pct,background_year,model
0.05,sensitivity grid,10573.158181268676,3989.812886834499,18.490275073503412,2016,EXIOBASE v3.8.2 IOT_2016_ixi
0.065,sensitivity grid,10341.676680965738,4025.2246677166536,19.020629852708687,2016,EXIOBASE v3.8.2 IOT_2016_ixi
0.077,sensitivity grid,10156.491480723387,4053.9187745877794,19.44357974232395,2016,EXIOBASE v3.8.2 IOT_2016_ixi
0.0773547579,DST DIO 2016 (applied),10151.016821327634,4054.7720606441403,19.45606548940855,2016,EXIOBASE v3.8.2 IOT_2016_ixi
0.09,sensitivity grid,9955.874180460842,4085.376884580112,19.900443628101446,2016,EXIOBASE v3.8.2 IOT_2016_ixi
0.1,sensitivity grid,9801.553180258881,4109.843729578684,20.25093869298835,2016,EXIOBASE v3.8.2 IOT_2016_ixi
0.125,sensitivity grid,9415.750679753985,4172.0554502655705,21.123625087997706,2016,EXIOBASE v3.8.2 IOT_2016_ixi
0.15,sensitivity grid,9029.948179249088,4235.8036970874855,21.99127339002685,2016,EXIOBASE v3.8.2 IOT_2016_ixi
