study,consuming_country_iso3,reference_year,purchased_country_iso3,purchased_country_name,purchased_world_region,purchased_sector_code,purchased_sector_name,purchased_sector_group,component_type,Total (MEUR),indicator,unit,value,source
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,METC,Casting of metals,Metal Products,MRIO supply-chain node,0.003370817353155834,climate_change,kt CO2eq per M.EUR,9.779970544297122,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,FABM,"Manufacture of fabricated metal products, except machinery and equipment (28)",Metal Products,MRIO supply-chain node,0.08122005899938035,climate_change,kt CO2eq per M.EUR,1.227109780312732,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,MACH,Manufacture of machinery and equipment n.e.c. (29),General and special Machinery,MRIO supply-chain node,0.1901433613017834,climate_change,kt CO2eq per M.EUR,0.9762891395969399,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,OFMA,Manufacture of office machinery and computers (30),General and special Machinery,MRIO supply-chain node,0.0672146199608382,climate_change,kt CO2eq per M.EUR,1.192884875422114,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,ELMA,Manufacture of electrical machinery and apparatus n.e.c. (31),"Electrical, electronic and measuring equipment",MRIO supply-chain node,0.07893410477913315,climate_change,kt CO2eq per M.EUR,1.259427095807959,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,RATV,"Manufacture of radio, television and communication equipment and apparatus (32)","Electrical, electronic and measuring equipment",MRIO supply-chain node,0.04112298554291791,climate_change,kt CO2eq per M.EUR,0.9452881172181998,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,MEIN,"Manufacture of medical, precision and optical instruments, watches and clocks (33)","Electrical, electronic and measuring equipment",MRIO supply-chain node,8.369275499976693,climate_change,kt CO2eq per M.EUR,0.8443719499503374,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,MOTO,"Manufacture of motor vehicles, trailers and semi-trailers (34)",Transport Equipment,MRIO supply-chain node,0.0171642979777076,climate_change,kt CO2eq per M.EUR,1.217227885382986,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,OTRE,Manufacture of other transport equipment (35),Transport Equipment,MRIO supply-chain node,0.01868027522740666,climate_change,kt CO2eq per M.EUR,1.06137815835367,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,FURN,Manufacture of furniture; manufacturing n.e.c. (36),Furniture and timber,MRIO supply-chain node,0.01658008502743467,climate_change,kt CO2eq per M.EUR,1.165413710907323,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,RYMS,Recycling of waste and scrap,Waste management and disposal,MRIO supply-chain node,0.003957490977414655,climate_change,kt CO2eq per M.EUR,1.58230091975834,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,POWC,Production of electricity by coal,Electricity,MRIO supply-chain node,0.005686007757902898,climate_change,kt CO2eq per M.EUR,51.22138256896412,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,POWG,Production of electricity by gas,Electricity,MRIO supply-chain node,0.005376369135145277,climate_change,kt CO2eq per M.EUR,10.38596087987141,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,POWN,Production of electricity by nuclear,Electricity,MRIO supply-chain node,0.00590177572177777,climate_change,kt CO2eq per M.EUR,0.2136203495000471,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,POWH,Production of electricity by hydro,Electricity,MRIO supply-chain node,0.006777784695015516,climate_change,kt CO2eq per M.EUR,0.8373447059598319,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,POWW,Production of electricity by wind,Electricity,MRIO supply-chain node,0.001492739664317042,climate_change,kt CO2eq per M.EUR,49.69383239296556,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,POWP,Production of electricity by petroleum and other oil derivatives,Electricity,MRIO supply-chain node,0.001149979840897168,climate_change,kt CO2eq per M.EUR,17.97508991902076,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,POWB,Production of electricity by biomass and waste,Electricity,MRIO supply-chain node,0.001429556580667123,climate_change,kt CO2eq per M.EUR,4.846003741158562,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,WE,RoW Europe,Europe,POWM,Production of electricity by Geothermal,Electricity,MRIO supply-chain node,0.001197590675025893,climate_change,kt CO2eq per M.EUR,1.138661594760628,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
