study,consuming_country_iso3,reference_year,purchased_sector_name,Total (MEUR),indicator,unit,value,source
steenmeijer_2022,NLD,2016,N-fertiliser,0.7442288798043308,climate_change,kt CO2eq per M.EUR,2.152596197754573,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Other business activities (74),2380.103803853389,climate_change,kt CO2eq per M.EUR,0.1268477520403348,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Other land transport,787.2478767302207,climate_change,kt CO2eq per M.EUR,0.2465343351354338,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Other non-ferrous metal production,2.472862232904982,climate_change,kt CO2eq per M.EUR,0.5021935374307215,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Other service activities (93),121.9521724443623,climate_change,kt CO2eq per M.EUR,0.1575547427459066,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,P- and other fertiliser,7.728104927263505,climate_change,kt CO2eq per M.EUR,2.413495624941989,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Paper,281.7508731633507,climate_change,kt CO2eq per M.EUR,0.4566923478081042,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Petroleum Refinery,127.0486834874343,climate_change,kt CO2eq per M.EUR,1.274017213290957,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Pigs farming,4.613056460031508,climate_change,kt CO2eq per M.EUR,0.7493431257247006,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,"Plastics, basic",50.42503140073022,climate_change,kt CO2eq per M.EUR,0.8190154080108654,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Post and telecommunications (64),1161.057620568715,climate_change,kt CO2eq per M.EUR,0.0970767826482725,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Poultry farming,45.08107376165729,climate_change,kt CO2eq per M.EUR,1.031777798545686,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Precious metals production,1.351296183804949,climate_change,kt CO2eq per M.EUR,0.7782631383227758,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
