study,consuming_country_iso3,reference_year,purchased_country_iso3,purchased_country_name,purchased_world_region,purchased_sector_code,purchased_sector_name,purchased_sector_group,component_type,ghg_protocol_scope,indicator,unit,value,source
steenmeijer_2022,NLD,2016,CHE,Switzerland,Europe,WASF,"Waste water treatment, food",Waste management and disposal,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.004970420431343814,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHE,Switzerland,Europe,WASO,"Waste water treatment, other",Waste management and disposal,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.01232916843566721,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHE,Switzerland,Europe,LANF,Landfill of waste: Food,Waste management and disposal,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.01285499566486099,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHE,Switzerland,Europe,LANP,Landfill of waste: Paper,Waste management and disposal,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.004784451601226456,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHE,Switzerland,Europe,LANL,Landfill of waste: Plastic,Waste management and disposal,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.00225277673300349,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHE,Switzerland,Europe,LANI,Landfill of waste: Inert/metal/hazardous,Waste management and disposal,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.007427515821783033,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHE,Switzerland,Europe,LANT,Landfill of waste: Textiles,Waste management and disposal,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.002098286863390353,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHE,Switzerland,Europe,LANW,Landfill of waste: Wood,Waste management and disposal,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.002987666355644611,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHE,Switzerland,Europe,ORGA,Activities of membership organisation n.e.c. (91),Services,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.001012899326012224,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHE,Switzerland,Europe,RECR,"Recreational, cultural and sporting activities (92)",Services,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.004606388274764117,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHE,Switzerland,Europe,OSER,Other service activities (93),Services,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.00559606338915605,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHE,Switzerland,Europe,PRHH,Private households with employed persons (95),Services,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,5.541589004542258e-08,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHE,Switzerland,Europe,EXTO,Extra-territorial organizations and bodies,Services,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,PARI,Cultivation of paddy rice,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0219739458937402,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,WHEA,Cultivation of wheat,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.01183704933684693,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,OCER,Cultivation of cereal grains nec,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.003215645021478989,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,FVEG,"Cultivation of vegetables, fruit, nuts",Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.08118972072137735,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,OILS,Cultivation of oil seeds,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.02086031023464716,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,SUGB,"Cultivation of sugar cane, sugar beet",Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.005549054811461519,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,FIBR,Cultivation of plant-based fibers,Textile,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.00863238010701757,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,OTCR,Cultivation of crops nec,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.3082144808397224,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,CATL,Cattle farming,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.06717452355187434,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,PIGS,Pigs farming,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0006862697420100464,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,PLTR,Poultry farming,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.02008870879826103,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,OMEA,Meat animals nec,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.2089638422415002,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,OANP,Animal products nec,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.003643035917501728,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,MILK,Raw milk,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.03562647815800608,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,WOOL,"Wool, silk-worm cocoons",Textile,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.00714822588829339,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,MANC,"Manure treatment (conventional), storage and land application",Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,MANB,"Manure treatment (biogas), storage and land application",Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,FORE,"Forestry, logging and related service activities (02)",Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.003013282603510377,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,FISH,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.07306775617515582,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,COAL,Mining of coal and lignite; extraction of peat (10),Coal and Petroleum,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,4.099188234541384e-05,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,COIL,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",Coal and Petroleum,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,1.285851352152245e-08,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,GASE,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",Natural gas and gaseous fuels,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,2.59211153352645e-09,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,OGPL,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",Natural gas and gaseous fuels,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,ORAN,Mining of uranium and thorium ores (12),Minerals and Metals,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,IRON,Mining of iron ores,Minerals and Metals,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,2.022348318078644e-06,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,COPO,Mining of copper ores and concentrates,Minerals and Metals,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,2.029158543058944e-05,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,NIKO,Mining of nickel ores and concentrates,Minerals and Metals,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,1.641962156083244e-07,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,ALUO,Mining of aluminium ores and concentrates,Minerals and Metals,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,6.581331964136054e-07,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,PREO,Mining of precious metal ores and concentrates,Minerals and Metals,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,4.828927052617511e-05,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,LZTO,"Mining of lead, zinc and tin ores and concentrates",Minerals and Metals,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,3.231084574230028e-06,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,ONFO,Mining of other non-ferrous metal ores and concentrates,Minerals and Metals,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,2.1855233746239e-06,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,STON,Quarrying of stone,Minerals and Metals,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0003689863649189277,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,SDCL,Quarrying of sand and clay,Minerals and Metals,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0001431823319503927,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,CHMF,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",Minerals and Metals,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,1.458199530952377e-05,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,PCAT,Processing of meat cattle,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.04991066088922479,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,PPIG,Processing of meat pigs,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,6.814123244402653e-08,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,PPLT,Processing of meat poultry,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.02289710676834883,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,POME,Production of meat products nec,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0002808053130557776,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,VOIL,Processing vegetable oils and fats,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0002282758118618813,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,DAIR,Processing of dairy products,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.01451548281024363,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,RICE,Processed rice,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,1.255419868757952e-06,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,SUGR,Sugar refining,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.001711580382594597,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,OFOD,Processing of Food products nec,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.5353186282396791,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,BEVR,Manufacture of beverages,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.01887373913728233,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,FSHP,Manufacture of fish products,Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.04397494552606216,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,TOBC,Manufacture of tobacco products (16),Food and catering,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,5.324713072135506e-05,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,TEXT,Manufacture of textiles (17),Textile,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,1.607720761864329,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,GARM,Manufacture of wearing apparel; dressing and dyeing of fur (18),Textile,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.01513966483636573,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,LETH,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",Textile,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.001549232851981311,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,WOOD,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",Furniture and timber,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.007151111689447412,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,WOOW,Re-processing of secondary wood material into new wood material,Furniture and timber,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0005748276723867578,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,PULP,Pulp,Paper Products,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0006173113653544236,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,PAPR,Re-processing of secondary paper into new pulp,Paper Products,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0004432346674599269,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,PAPE,Paper,Paper Products,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.2758309232478022,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,MDIA,"Publishing, printing and reproduction of recorded media (22)",Paper Products,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.01392595251291596,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,COKE,Manufacture of coke oven products,Coal and Petroleum,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.01293507749739546,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,REFN,Petroleum Refinery,Coal and Petroleum,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.04762743007658188,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,NUCF,Processing of nuclear fuel,Chemical,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,1.925111602263569e-06,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,PLAS,"Plastics, basic",Chemical,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.006071258163007335,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,PLAW,Re-processing of secondary plastic into new plastic,Chemical,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.003455975132721554,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,NFER,N-fertiliser,Chemical,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0003608165926710422,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,PFER,P- and other fertiliser,Chemical,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.006299351068248349,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,CHEM,Chemicals nec,Chemical,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,7.467836494789418,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,RUBP,Manufacture of rubber and plastic products (25),Chemical,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.9645554251021551,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,GLAS,Manufacture of glass and glass products,Non-metallic mineral products,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.06644045699901674,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,GLAW,Re-processing of secondary glass into new glass,Non-metallic mineral products,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.06957953957841917,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,CRMC,Manufacture of ceramic goods,Non-metallic mineral products,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.0515281018516614,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,BRIK,"Manufacture of bricks, tiles and construction products, in baked clay",Non-metallic mineral products,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,8.466798243479547e-05,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,CMNT,"Manufacture of cement, lime and plaster",Non-metallic mineral products,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.06327620745322193,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,ASHW,Re-processing of ash into clinker,Non-metallic mineral products,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.003292332430262276,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,ONMM,Manufacture of other non-metallic mineral products n.e.c.,Non-metallic mineral products,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.01575738014951648,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,TUR,Turkey,Middle East,STEL,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,Metal Products,MRIO supply-chain node,Scope 3,climate_change,kt CO2eq,0.03144001624899294,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
