study,consuming_country_iso3,reference_year,purchased_country_name,purchased_sector_group,demand_component,indicator,unit,value,source
steenmeijer_2022,NLD,2016,Canada,Electricity,healthcare_services,expenditure,M.EUR,0.03788101628461332,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,Food and catering,healthcare_services,expenditure,M.EUR,21.51818961790033,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,Furniture and timber,healthcare_services,expenditure,M.EUR,0.6236622330911457,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,General and special Machinery,healthcare_services,expenditure,M.EUR,1.408300801733113,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,Metal Products,healthcare_services,expenditure,M.EUR,1.115362938562829,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,Minerals and Metals,healthcare_services,expenditure,M.EUR,0.1519704025262241,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,Natural gas and gaseous fuels,healthcare_services,expenditure,M.EUR,0.003566442433097087,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,Non-metallic mineral products,healthcare_services,expenditure,M.EUR,0.05668636619082218,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,Paper Products,healthcare_services,expenditure,M.EUR,1.458735575985178,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,Services,healthcare_services,expenditure,M.EUR,19.44577705414855,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,"Steam, hot water supply and water distribution",healthcare_services,expenditure,M.EUR,7.259500779280025e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,Textile,healthcare_services,expenditure,M.EUR,0.1476752292769669,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,Transport,healthcare_services,expenditure,M.EUR,2.773475493732307,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,Transport Equipment,healthcare_services,expenditure,M.EUR,0.06826750145271515,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Canada,Waste management and disposal,healthcare_services,expenditure,M.EUR,0.04827921789900778,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Chemical,healthcare_services,expenditure,M.EUR,90.67419369314364,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Coal and Petroleum,healthcare_services,expenditure,M.EUR,0.0009118503457327137,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Construction,healthcare_services,expenditure,M.EUR,0.3262875339436466,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,"Electrical, electronic and measuring equipment",healthcare_services,expenditure,M.EUR,60.70363957115534,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Electricity,healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Food and catering,healthcare_services,expenditure,M.EUR,19.57831378638392,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Furniture and timber,healthcare_services,expenditure,M.EUR,0.6817089419904429,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,General and special Machinery,healthcare_services,expenditure,M.EUR,63.0842624278585,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Metal Products,healthcare_services,expenditure,M.EUR,0.2475770034098755,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Minerals and Metals,healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Natural gas and gaseous fuels,healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Non-metallic mineral products,healthcare_services,expenditure,M.EUR,3.282501368079002,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Paper Products,healthcare_services,expenditure,M.EUR,3.845761127316698,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Services,healthcare_services,expenditure,M.EUR,12.00688177271305,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,"Steam, hot water supply and water distribution",healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Textile,healthcare_services,expenditure,M.EUR,7.102008967051765,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Transport,healthcare_services,expenditure,M.EUR,1.725325320967923,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Transport Equipment,healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,China,Waste management and disposal,healthcare_services,expenditure,M.EUR,0.03570423343018074,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Chemical,healthcare_services,expenditure,M.EUR,0.3688877173864687,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Coal and Petroleum,healthcare_services,expenditure,M.EUR,0.1263747368329969,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Construction,healthcare_services,expenditure,M.EUR,0.03144129238577816,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,"Electrical, electronic and measuring equipment",healthcare_services,expenditure,M.EUR,0.01997419189871812,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Electricity,healthcare_services,expenditure,M.EUR,0.2159262329217295,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Food and catering,healthcare_services,expenditure,M.EUR,3.602309365753573,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Furniture and timber,healthcare_services,expenditure,M.EUR,0.009203448908954144,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,General and special Machinery,healthcare_services,expenditure,M.EUR,0.004932337171125083,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Metal Products,healthcare_services,expenditure,M.EUR,0.2443610276303462,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Minerals and Metals,healthcare_services,expenditure,M.EUR,0.03950128774866379,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Natural gas and gaseous fuels,healthcare_services,expenditure,M.EUR,0.2232235233415246,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Non-metallic mineral products,healthcare_services,expenditure,M.EUR,0.01705537091082471,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Paper Products,healthcare_services,expenditure,M.EUR,0.1144244503891947,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Services,healthcare_services,expenditure,M.EUR,1.23966768711406,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,"Steam, hot water supply and water distribution",healthcare_services,expenditure,M.EUR,0.006143051802383372,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Textile,healthcare_services,expenditure,M.EUR,0.009664830437473551,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Transport,healthcare_services,expenditure,M.EUR,0.3018191534157163,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Transport Equipment,healthcare_services,expenditure,M.EUR,0.003806445917468651,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Croatia,Waste management and disposal,healthcare_services,expenditure,M.EUR,0.02909604898556081,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Chemical,healthcare_services,expenditure,M.EUR,0.02243393995606345,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Coal and Petroleum,healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Construction,healthcare_services,expenditure,M.EUR,0.02964033510905003,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,"Electrical, electronic and measuring equipment",healthcare_services,expenditure,M.EUR,2.928002378497068e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Electricity,healthcare_services,expenditure,M.EUR,2.892054466002355e-07,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Food and catering,healthcare_services,expenditure,M.EUR,2.955423580586991,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Furniture and timber,healthcare_services,expenditure,M.EUR,0.0001361098850789213,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,General and special Machinery,healthcare_services,expenditure,M.EUR,2.53960862284319e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Metal Products,healthcare_services,expenditure,M.EUR,0.00352724865402436,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Minerals and Metals,healthcare_services,expenditure,M.EUR,0.01091028769678101,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Natural gas and gaseous fuels,healthcare_services,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Non-metallic mineral products,healthcare_services,expenditure,M.EUR,0.000917199702782299,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Paper Products,healthcare_services,expenditure,M.EUR,0.002425403122040257,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Services,healthcare_services,expenditure,M.EUR,1.172781202531699,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,"Steam, hot water supply and water distribution",healthcare_services,expenditure,M.EUR,3.46963201774118e-06,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Textile,healthcare_services,expenditure,M.EUR,0.0001576842954878477,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Transport,healthcare_services,expenditure,M.EUR,0.148612389700095,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Transport Equipment,healthcare_services,expenditure,M.EUR,3.443571865729072e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Cyprus,Waste management and disposal,healthcare_services,expenditure,M.EUR,0.02275818362606729,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Chemical,healthcare_services,expenditure,M.EUR,10.63389804495987,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Coal and Petroleum,healthcare_services,expenditure,M.EUR,0.04329123994839178,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Construction,healthcare_services,expenditure,M.EUR,0.0760014510961346,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,"Electrical, electronic and measuring equipment",healthcare_services,expenditure,M.EUR,5.311379075652129,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Electricity,healthcare_services,expenditure,M.EUR,0.04620439321134712,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Food and catering,healthcare_services,expenditure,M.EUR,4.288898764257906,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Furniture and timber,healthcare_services,expenditure,M.EUR,0.2389681364302639,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,General and special Machinery,healthcare_services,expenditure,M.EUR,4.890454075972669,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Metal Products,healthcare_services,expenditure,M.EUR,0.2942052440853544,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Minerals and Metals,healthcare_services,expenditure,M.EUR,0.04228724942372837,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Natural gas and gaseous fuels,healthcare_services,expenditure,M.EUR,0.003398946311171989,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Non-metallic mineral products,healthcare_services,expenditure,M.EUR,0.3862390060814435,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Paper Products,healthcare_services,expenditure,M.EUR,3.362506213540058,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Services,healthcare_services,expenditure,M.EUR,3.686682922409118,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,"Steam, hot water supply and water distribution",healthcare_services,expenditure,M.EUR,0.02292930634245859,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Textile,healthcare_services,expenditure,M.EUR,0.6926625476020869,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Transport,healthcare_services,expenditure,M.EUR,1.476113746337066,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Transport Equipment,healthcare_services,expenditure,M.EUR,0.2780019727990758,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Czech Republic,Waste management and disposal,healthcare_services,expenditure,M.EUR,0.09740620702968131,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Chemical,healthcare_services,expenditure,M.EUR,6.561664058601859,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Coal and Petroleum,healthcare_services,expenditure,M.EUR,0.04094535901895983,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Construction,healthcare_services,expenditure,M.EUR,1.231144765618501,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,"Electrical, electronic and measuring equipment",healthcare_services,expenditure,M.EUR,9.848918233022644,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Electricity,healthcare_services,expenditure,M.EUR,2.242551356013129e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Food and catering,healthcare_services,expenditure,M.EUR,12.8561693748056,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Furniture and timber,healthcare_services,expenditure,M.EUR,0.3483889396374845,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,General and special Machinery,healthcare_services,expenditure,M.EUR,1.039738862717569,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Metal Products,healthcare_services,expenditure,M.EUR,0.3903198129761916,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Minerals and Metals,healthcare_services,expenditure,M.EUR,0.005067690397911206,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Natural gas and gaseous fuels,healthcare_services,expenditure,M.EUR,0.5203043392077675,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Non-metallic mineral products,healthcare_services,expenditure,M.EUR,0.2279869174757804,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Paper Products,healthcare_services,expenditure,M.EUR,0.3224070488009601,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Services,healthcare_services,expenditure,M.EUR,7.955746260439872,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,"Steam, hot water supply and water distribution",healthcare_services,expenditure,M.EUR,1.978832604759821e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Textile,healthcare_services,expenditure,M.EUR,1.097482303397134,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Denmark,Transport,healthcare_services,expenditure,M.EUR,2.865117283429848,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
