study,consuming_country_iso3,reference_year,purchased_sector_code,component_type,purchased_sector_name,indicator,unit,value,source
steenmeijer_2022,NLD,2016,ALUM,MRIO supply-chain node,Aluminium production,climate_change,kt CO2eq,3.42443379349901,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ALUO,MRIO supply-chain node,Mining of aluminium ores and concentrates,climate_change,kt CO2eq,0.4610283022437182,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ALUW,MRIO supply-chain node,Re-processing of secondary aluminium into new aluminium,climate_change,kt CO2eq,0.3114552113969992,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ASHW,MRIO supply-chain node,Re-processing of ash into clinker,climate_change,kt CO2eq,1.215312566349893,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,BEVR,MRIO supply-chain node,Manufacture of beverages,climate_change,kt CO2eq,30.24301253311351,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,BIOF,MRIO supply-chain node,"Biogasification of food waste, incl. land application",climate_change,kt CO2eq,1.223753832146799,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,BIOP,MRIO supply-chain node,"Biogasification of paper, incl. land application",climate_change,kt CO2eq,0.1357233965997285,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,BIOS,MRIO supply-chain node,"Biogasification of sewage slugde, incl. land application",climate_change,kt CO2eq,5.195367746167959,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,BOTW,MRIO supply-chain node,Recycling of bottles by direct reuse,climate_change,kt CO2eq,0.6405517102640275,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,BRIK,MRIO supply-chain node,"Manufacture of bricks, tiles and construction products, in baked clay",climate_change,kt CO2eq,1.783469093759852,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CATL,MRIO supply-chain node,Cattle farming,climate_change,kt CO2eq,11.46641120638933,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHEM,MRIO supply-chain node,Chemicals nec,climate_change,kt CO2eq,6974.717103961223,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CHMF,MRIO supply-chain node,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",climate_change,kt CO2eq,17.15431071043191,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CMNT,MRIO supply-chain node,"Manufacture of cement, lime and plaster",climate_change,kt CO2eq,7.60035690274067,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,COAL,MRIO supply-chain node,Mining of coal and lignite; extraction of peat (10),climate_change,kt CO2eq,1.387484778989206,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,COIL,MRIO supply-chain node,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",climate_change,kt CO2eq,20.32452356633975,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,COKE,MRIO supply-chain node,Manufacture of coke oven products,climate_change,kt CO2eq,5.575757837068039,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,COMF,MRIO supply-chain node,"Composting of food waste, incl. land application",climate_change,kt CO2eq,93.48830257046467,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,COMP,MRIO supply-chain node,Computer and related activities (72),climate_change,kt CO2eq,24.60077794446336,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,COMW,MRIO supply-chain node,"Composting of paper and wood, incl. land application",climate_change,kt CO2eq,0.0001374381369438125,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CONS,MRIO supply-chain node,Construction (45),climate_change,kt CO2eq,234.9097522791498,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CONW,MRIO supply-chain node,Re-processing of secondary construction material into aggregates,climate_change,kt CO2eq,34.50847292128774,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,COPO,MRIO supply-chain node,Mining of copper ores and concentrates,climate_change,kt CO2eq,43.42858463502716,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,COPP,MRIO supply-chain node,Copper production,climate_change,kt CO2eq,1.391876194247474,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,COPW,MRIO supply-chain node,Re-processing of secondary copper into new copper,climate_change,kt CO2eq,0.1314989269560869,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,CRMC,MRIO supply-chain node,Manufacture of ceramic goods,climate_change,kt CO2eq,9.722344561732466,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DAIR,MRIO supply-chain node,Processing of dairy products,climate_change,kt CO2eq,66.89412059994258,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,EDUC,MRIO supply-chain node,Education (80),climate_change,kt CO2eq,21.65000182608095,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ELMA,MRIO supply-chain node,Manufacture of electrical machinery and apparatus n.e.c. (31),climate_change,kt CO2eq,28.16652255168875,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,EXTO,MRIO supply-chain node,Extra-territorial organizations and bodies,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FABM,MRIO supply-chain node,"Manufacture of fabricated metal products, except machinery and equipment (28)",climate_change,kt CO2eq,31.02233782668258,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FAUX,MRIO supply-chain node,Activities auxiliary to financial intermediation (67),climate_change,kt CO2eq,9.024827883306052,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FIBR,MRIO supply-chain node,Cultivation of plant-based fibers,climate_change,kt CO2eq,0.1342727736284637,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FINS,MRIO supply-chain node,"Insurance and pension funding, except compulsory social security (66)",climate_change,kt CO2eq,11.27187191573329,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FINT,MRIO supply-chain node,"Financial intermediation, except insurance and pension funding (65)",climate_change,kt CO2eq,52.29906847357674,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FISH,MRIO supply-chain node,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",climate_change,kt CO2eq,13.36083241205631,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FORE,MRIO supply-chain node,"Forestry, logging and related service activities (02)",climate_change,kt CO2eq,0.1303785624574157,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FSHP,MRIO supply-chain node,Manufacture of fish products,climate_change,kt CO2eq,6.025553724023459,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FURN,MRIO supply-chain node,Manufacture of furniture; manufacturing n.e.c. (36),climate_change,kt CO2eq,13.35063957345163,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FVEG,MRIO supply-chain node,"Cultivation of vegetables, fruit, nuts",climate_change,kt CO2eq,36.22165039565299,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,GARM,MRIO supply-chain node,Manufacture of wearing apparel; dressing and dyeing of fur (18),climate_change,kt CO2eq,3.283812806574643,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,GASD,MRIO supply-chain node,Manufacture of gas; distribution of gaseous fuels through mains,climate_change,kt CO2eq,4.651111866349869,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,GASE,MRIO supply-chain node,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",climate_change,kt CO2eq,102.7277216381044,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,GLAS,MRIO supply-chain node,Manufacture of glass and glass products,climate_change,kt CO2eq,25.10405046984691,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,GLAW,MRIO supply-chain node,Re-processing of secondary glass into new glass,climate_change,kt CO2eq,5.697581461128332,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,HEAL,MRIO supply-chain node,Health and social work (85),climate_change,kt CO2eq,224.0494715124207,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,HORE,MRIO supply-chain node,Hotels and restaurants (55),climate_change,kt CO2eq,354.9537013613754,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,HWAT,MRIO supply-chain node,Steam and hot water supply,climate_change,kt CO2eq,108.7371983800694,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCF,MRIO supply-chain node,Incineration of waste: Food,climate_change,kt CO2eq,13.11546629042856,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCL,MRIO supply-chain node,Incineration of waste: Plastic,climate_change,kt CO2eq,20.78797979343577,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCM,MRIO supply-chain node,Incineration of waste: Metals and Inert materials,climate_change,kt CO2eq,33.16691565005217,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCO,MRIO supply-chain node,Incineration of waste: Oil/Hazardous waste,climate_change,kt CO2eq,7.360304100070186,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCP,MRIO supply-chain node,Incineration of waste: Paper,climate_change,kt CO2eq,12.47521189695687,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCT,MRIO supply-chain node,Incineration of waste: Textiles,climate_change,kt CO2eq,14.94069586025113,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCW,MRIO supply-chain node,Incineration of waste: Wood,climate_change,kt CO2eq,4.070860683798229,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,IRON,MRIO supply-chain node,Mining of iron ores,climate_change,kt CO2eq,0.4203148753163403,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LANF,MRIO supply-chain node,Landfill of waste: Food,climate_change,kt CO2eq,5.975538216662397,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LANI,MRIO supply-chain node,Landfill of waste: Inert/metal/hazardous,climate_change,kt CO2eq,6.274802599254697,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LANL,MRIO supply-chain node,Landfill of waste: Plastic,climate_change,kt CO2eq,0.4708519720907328,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LANP,MRIO supply-chain node,Landfill of waste: Paper,climate_change,kt CO2eq,1.670965524016522,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LANT,MRIO supply-chain node,Landfill of waste: Textiles,climate_change,kt CO2eq,0.3152058271313262,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LANW,MRIO supply-chain node,Landfill of waste: Wood,climate_change,kt CO2eq,0.6565795499705857,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LETH,MRIO supply-chain node,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",climate_change,kt CO2eq,1.338752332278552,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LZTO,MRIO supply-chain node,"Mining of lead, zinc and tin ores and concentrates",climate_change,kt CO2eq,1.9812320194962,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LZTP,MRIO supply-chain node,"Lead, zinc and tin production",climate_change,kt CO2eq,1.115734670684392,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LZTW,MRIO supply-chain node,"Re-processing of secondary lead into new lead, zinc and tin",climate_change,kt CO2eq,0.1403276470454702,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MACH,MRIO supply-chain node,Manufacture of machinery and equipment n.e.c. (29),climate_change,kt CO2eq,61.77781728015277,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MANB,MRIO supply-chain node,"Manure treatment (biogas), storage and land application",climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MANC,MRIO supply-chain node,"Manure treatment (conventional), storage and land application",climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MARE,MRIO supply-chain node,Renting of machinery and equipment without operator and of personal and household goods (71),climate_change,kt CO2eq,41.93728181094017,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MDIA,MRIO supply-chain node,"Publishing, printing and reproduction of recorded media (22)",climate_change,kt CO2eq,72.09332294478706,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MEIN,MRIO supply-chain node,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",climate_change,kt CO2eq,1289.478864620632,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,METC,MRIO supply-chain node,Casting of metals,climate_change,kt CO2eq,4.88927981405282,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MILK,MRIO supply-chain node,Raw milk,climate_change,kt CO2eq,7.36420480565334,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MOTO,MRIO supply-chain node,"Manufacture of motor vehicles, trailers and semi-trailers (34)",climate_change,kt CO2eq,15.16941482488824,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,NFER,MRIO supply-chain node,N-fertiliser,climate_change,kt CO2eq,1.602024256925948,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,NIKO,MRIO supply-chain node,Mining of nickel ores and concentrates,climate_change,kt CO2eq,1.357931027773968,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,NUCF,MRIO supply-chain node,Processing of nuclear fuel,climate_change,kt CO2eq,1.340285007689805,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OANP,MRIO supply-chain node,Animal products nec,climate_change,kt CO2eq,0.1454912953814379,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OBUS,MRIO supply-chain node,Other business activities (74),climate_change,kt CO2eq,301.9108171414524,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OCER,MRIO supply-chain node,Cultivation of cereal grains nec,climate_change,kt CO2eq,5.71345641956043,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OFMA,MRIO supply-chain node,Manufacture of office machinery and computers (30),climate_change,kt CO2eq,119.8225171630243,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OFOD,MRIO supply-chain node,Processing of Food products nec,climate_change,kt CO2eq,137.5555096711651,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OGPL,MRIO supply-chain node,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",climate_change,kt CO2eq,0.2783610095234886,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OILS,MRIO supply-chain node,Cultivation of oil seeds,climate_change,kt CO2eq,34.80505061370189,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OMEA,MRIO supply-chain node,Meat animals nec,climate_change,kt CO2eq,19.71824475967031,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ONFM,MRIO supply-chain node,Other non-ferrous metal production,climate_change,kt CO2eq,1.241855432321385,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ONFO,MRIO supply-chain node,Mining of other non-ferrous metal ores and concentrates,climate_change,kt CO2eq,2.277637299793731,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ONFW,MRIO supply-chain node,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,climate_change,kt CO2eq,0.02507902563430647,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ONMM,MRIO supply-chain node,Manufacture of other non-metallic mineral products n.e.c.,climate_change,kt CO2eq,2.010913285291394,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ORAN,MRIO supply-chain node,Mining of uranium and thorium ores (12),climate_change,kt CO2eq,0.1088715092468878,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ORGA,MRIO supply-chain node,Activities of membership organisation n.e.c. (91),climate_change,kt CO2eq,0.1748222413697659,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OSER,MRIO supply-chain node,Other service activities (93),climate_change,kt CO2eq,19.21414315677594,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OTCR,MRIO supply-chain node,Cultivation of crops nec,climate_change,kt CO2eq,6.963224232105746,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OTRE,MRIO supply-chain node,Manufacture of other transport equipment (35),climate_change,kt CO2eq,9.937710613479718,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PADF,MRIO supply-chain node,Public administration and defence; compulsory social security (75),climate_change,kt CO2eq,37.36170985022492,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PAPE,MRIO supply-chain node,Paper,climate_change,kt CO2eq,128.673467761954,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PAPR,MRIO supply-chain node,Re-processing of secondary paper into new pulp,climate_change,kt CO2eq,0.8844620332525851,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PARI,MRIO supply-chain node,Cultivation of paddy rice,climate_change,kt CO2eq,13.15701300628716,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PCAT,MRIO supply-chain node,Processing of meat cattle,climate_change,kt CO2eq,157.2498865377359,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PFER,MRIO supply-chain node,P- and other fertiliser,climate_change,kt CO2eq,18.6517474310431,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PIGS,MRIO supply-chain node,Pigs farming,climate_change,kt CO2eq,3.456762146904533,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
