study,consuming_country_iso3,reference_year,purchased_sector_code,component_type,purchased_sector_name,indicator,unit,value,source
steenmeijer_2022,NLD,2016,FINS,MRIO supply-chain node,"Insurance and pension funding, except compulsory social security (66)",material_extraction,kt,8.987282971799848,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FINT,MRIO supply-chain node,"Financial intermediation, except insurance and pension funding (65)",material_extraction,kt,39.25602056655859,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FISH,MRIO supply-chain node,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",material_extraction,kt,6.478418537201023,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FORE,MRIO supply-chain node,"Forestry, logging and related service activities (02)",material_extraction,kt,0.1144084242738013,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FSHP,MRIO supply-chain node,Manufacture of fish products,material_extraction,kt,3.75952449331038,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FURN,MRIO supply-chain node,Manufacture of furniture; manufacturing n.e.c. (36),material_extraction,kt,11.43987615697952,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,FVEG,MRIO supply-chain node,"Cultivation of vegetables, fruit, nuts",material_extraction,kt,36.40671309388495,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,GARM,MRIO supply-chain node,Manufacture of wearing apparel; dressing and dyeing of fur (18),material_extraction,kt,1.810589309661372,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,GASD,MRIO supply-chain node,Manufacture of gas; distribution of gaseous fuels through mains,material_extraction,kt,1.398262612659118,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,GASE,MRIO supply-chain node,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",material_extraction,kt,11.16484364471161,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,GLAS,MRIO supply-chain node,Manufacture of glass and glass products,material_extraction,kt,146.4517426297515,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,GLAW,MRIO supply-chain node,Re-processing of secondary glass into new glass,material_extraction,kt,4.016368517572722,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,HEAL,MRIO supply-chain node,Health and social work (85),material_extraction,kt,329.3111183498548,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,HORE,MRIO supply-chain node,Hotels and restaurants (55),material_extraction,kt,213.1485718101208,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,HWAT,MRIO supply-chain node,Steam and hot water supply,material_extraction,kt,0.1466760226943747,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCF,MRIO supply-chain node,Incineration of waste: Food,material_extraction,kt,5.319191671355515,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCL,MRIO supply-chain node,Incineration of waste: Plastic,material_extraction,kt,1.428394367512128,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCM,MRIO supply-chain node,Incineration of waste: Metals and Inert materials,material_extraction,kt,2.647196904892808,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCO,MRIO supply-chain node,Incineration of waste: Oil/Hazardous waste,material_extraction,kt,3.072057372389736,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCP,MRIO supply-chain node,Incineration of waste: Paper,material_extraction,kt,5.145161514902616,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCT,MRIO supply-chain node,Incineration of waste: Textiles,material_extraction,kt,1.110984003354857,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,INCW,MRIO supply-chain node,Incineration of waste: Wood,material_extraction,kt,1.623605485298583,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,IRON,MRIO supply-chain node,Mining of iron ores,material_extraction,kt,3.283196408344581,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LANF,MRIO supply-chain node,Landfill of waste: Food,material_extraction,kt,1.036728254562094,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LANI,MRIO supply-chain node,Landfill of waste: Inert/metal/hazardous,material_extraction,kt,3.865212933149039,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LANL,MRIO supply-chain node,Landfill of waste: Plastic,material_extraction,kt,0.3030719759019109,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LANP,MRIO supply-chain node,Landfill of waste: Paper,material_extraction,kt,0.543571046608867,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LANT,MRIO supply-chain node,Landfill of waste: Textiles,material_extraction,kt,0.2450099539946785,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LANW,MRIO supply-chain node,Landfill of waste: Wood,material_extraction,kt,0.3087595115632241,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LETH,MRIO supply-chain node,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",material_extraction,kt,1.172892984375951,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LZTO,MRIO supply-chain node,"Mining of lead, zinc and tin ores and concentrates",material_extraction,kt,49.98736165359654,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LZTP,MRIO supply-chain node,"Lead, zinc and tin production",material_extraction,kt,7.969025333803932,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LZTW,MRIO supply-chain node,"Re-processing of secondary lead into new lead, zinc and tin",material_extraction,kt,0.421496569167256,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MACH,MRIO supply-chain node,Manufacture of machinery and equipment n.e.c. (29),material_extraction,kt,80.02439919118473,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MANB,MRIO supply-chain node,"Manure treatment (biogas), storage and land application",material_extraction,kt,0.0,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MANC,MRIO supply-chain node,"Manure treatment (conventional), storage and land application",material_extraction,kt,0.0,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MARE,MRIO supply-chain node,Renting of machinery and equipment without operator and of personal and household goods (71),material_extraction,kt,29.31369168564165,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MDIA,MRIO supply-chain node,"Publishing, printing and reproduction of recorded media (22)",material_extraction,kt,54.25468115691267,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MEIN,MRIO supply-chain node,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",material_extraction,kt,1340.721787221296,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,METC,MRIO supply-chain node,Casting of metals,material_extraction,kt,4.563161795555812,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MILK,MRIO supply-chain node,Raw milk,material_extraction,kt,0.8133731644389984,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,MOTO,MRIO supply-chain node,"Manufacture of motor vehicles, trailers and semi-trailers (34)",material_extraction,kt,21.03925547733774,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,NFER,MRIO supply-chain node,N-fertiliser,material_extraction,kt,1.491447173703698,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,NIKO,MRIO supply-chain node,Mining of nickel ores and concentrates,material_extraction,kt,8.922960954507856,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,NUCF,MRIO supply-chain node,Processing of nuclear fuel,material_extraction,kt,10.00642911504548,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OANP,MRIO supply-chain node,Animal products nec,material_extraction,kt,0.05617534165744177,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OBUS,MRIO supply-chain node,Other business activities (74),material_extraction,kt,304.6784355099568,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OCER,MRIO supply-chain node,Cultivation of cereal grains nec,material_extraction,kt,1.853118834286176,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OFMA,MRIO supply-chain node,Manufacture of office machinery and computers (30),material_extraction,kt,186.8081150850835,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OFOD,MRIO supply-chain node,Processing of Food products nec,material_extraction,kt,96.30166291960707,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OGPL,MRIO supply-chain node,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",material_extraction,kt,0.0247017109679435,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OILS,MRIO supply-chain node,Cultivation of oil seeds,material_extraction,kt,7.567040023500082,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OMEA,MRIO supply-chain node,Meat animals nec,material_extraction,kt,4.574244658557061,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ONFM,MRIO supply-chain node,Other non-ferrous metal production,material_extraction,kt,5.787095732767232,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ONFO,MRIO supply-chain node,Mining of other non-ferrous metal ores and concentrates,material_extraction,kt,3.302382566960926,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ONFW,MRIO supply-chain node,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,material_extraction,kt,0.04267110784426,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ONMM,MRIO supply-chain node,Manufacture of other non-metallic mineral products n.e.c.,material_extraction,kt,3.635740499586135,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ORAN,MRIO supply-chain node,Mining of uranium and thorium ores (12),material_extraction,kt,0.1504593218775257,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,ORGA,MRIO supply-chain node,Activities of membership organisation n.e.c. (91),material_extraction,kt,0.2461102857809304,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OSER,MRIO supply-chain node,Other service activities (93),material_extraction,kt,22.03699247246441,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OTCR,MRIO supply-chain node,Cultivation of crops nec,material_extraction,kt,3.845245434472719,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,OTRE,MRIO supply-chain node,Manufacture of other transport equipment (35),material_extraction,kt,12.48144884390387,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PADF,MRIO supply-chain node,Public administration and defence; compulsory social security (75),material_extraction,kt,59.95819781037423,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PAPE,MRIO supply-chain node,Paper,material_extraction,kt,138.4413244254233,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PAPR,MRIO supply-chain node,Re-processing of secondary paper into new pulp,material_extraction,kt,1.474078066546701,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PARI,MRIO supply-chain node,Cultivation of paddy rice,material_extraction,kt,0.7345715102709419,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PCAT,MRIO supply-chain node,Processing of meat cattle,material_extraction,kt,22.49597980276029,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PFER,MRIO supply-chain node,P- and other fertiliser,material_extraction,kt,27.01682204362831,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PIGS,MRIO supply-chain node,Pigs farming,material_extraction,kt,1.406874810537289,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PLAS,MRIO supply-chain node,"Plastics, basic",material_extraction,kt,47.16403302159084,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PLAW,MRIO supply-chain node,Re-processing of secondary plastic into new plastic,material_extraction,kt,29.56240611844036,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PLTR,MRIO supply-chain node,Poultry farming,material_extraction,kt,8.103397091187677,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POME,MRIO supply-chain node,Production of meat products nec,material_extraction,kt,12.64322022855857,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWB,MRIO supply-chain node,Production of electricity by biomass and waste,material_extraction,kt,5.610304857187368,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWC,MRIO supply-chain node,Production of electricity by coal,material_extraction,kt,16.4065237742964,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWD,MRIO supply-chain node,Distribution and trade of electricity,material_extraction,kt,32.39730745025682,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWE,MRIO supply-chain node,Production of electricity by solar thermal,material_extraction,kt,4.520207477830493e-06,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWG,MRIO supply-chain node,Production of electricity by gas,material_extraction,kt,67.79080402257885,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWH,MRIO supply-chain node,Production of electricity by hydro,material_extraction,kt,0.1899881833454901,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWM,MRIO supply-chain node,Production of electricity by Geothermal,material_extraction,kt,0.002549684209953383,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWN,MRIO supply-chain node,Production of electricity by nuclear,material_extraction,kt,1.411545589000695,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWO,MRIO supply-chain node,"Production of electricity by tide, wave, ocean",material_extraction,kt,4.110901052404271e-07,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWP,MRIO supply-chain node,Production of electricity by petroleum and other oil derivatives,material_extraction,kt,1.677465496808578,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWS,MRIO supply-chain node,Production of electricity by solar photovoltaic,material_extraction,kt,0.03389366842201096,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWT,MRIO supply-chain node,Transmission of electricity,material_extraction,kt,6.912085963886165,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWW,MRIO supply-chain node,Production of electricity by wind,material_extraction,kt,1.426421926615038,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,POWZ,MRIO supply-chain node,Production of electricity nec,material_extraction,kt,1.385258357982003,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PPIG,MRIO supply-chain node,Processing of meat pigs,material_extraction,kt,5.919319845823614,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PPLT,MRIO supply-chain node,Processing of meat poultry,material_extraction,kt,12.44456953941276,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PREM,MRIO supply-chain node,Precious metals production,material_extraction,kt,5.296899719039297,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PREO,MRIO supply-chain node,Mining of precious metal ores and concentrates,material_extraction,kt,76.43312390187333,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PREW,MRIO supply-chain node,Re-processing of secondary preciuos metals into new preciuos metals,material_extraction,kt,0.01267265604074733,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PRHH,MRIO supply-chain node,Private households with employed persons (95),material_extraction,kt,0.2108887368552185,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PTEL,MRIO supply-chain node,Post and telecommunications (64),material_extraction,kt,117.7465370383101,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,PULP,MRIO supply-chain node,Pulp,material_extraction,kt,0.681395284491664,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,RATV,MRIO supply-chain node,"Manufacture of radio, television and communication equipment and apparatus (32)",material_extraction,kt,27.31196751447567,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,REAL,MRIO supply-chain node,Real estate activities (70),material_extraction,kt,211.7242044665106,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,RECR,MRIO supply-chain node,"Recreational, cultural and sporting activities (92)",material_extraction,kt,2.541300441202776,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,REFN,MRIO supply-chain node,Petroleum Refinery,material_extraction,kt,63.35445981019475,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,RESD,MRIO supply-chain node,Research and development (73),material_extraction,kt,5.089653337022755,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,RICE,MRIO supply-chain node,Processed rice,material_extraction,kt,6.137805989652185,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,RUBP,MRIO supply-chain node,Manufacture of rubber and plastic products (25),material_extraction,kt,539.6185638909517,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,RYMS,MRIO supply-chain node,Recycling of waste and scrap,material_extraction,kt,7.648443656147692,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,SDCL,MRIO supply-chain node,Quarrying of sand and clay,material_extraction,kt,848.6269735099374,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,STEL,MRIO supply-chain node,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,material_extraction,kt,8.489410476108763,archive/rivm_steenmeijer_2022/output/ContributionAnalysis.xlsx#allsec (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
