study,consuming_country_iso3,reference_year,purchased_country_iso3,purchased_country_name,purchased_world_region,purchased_sector_code,purchased_sector_name,purchased_sector_group,component_type,demand_component,indicator,unit,value,source
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,ONFO,Mining of other non-ferrous metal ores and concentrates,Minerals and Metals,MRIO supply-chain node,total,expenditure,M.EUR,6.265098404270866e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,STON,Quarrying of stone,Minerals and Metals,MRIO supply-chain node,total,expenditure,M.EUR,0.5823995824534453,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,SDCL,Quarrying of sand and clay,Minerals and Metals,MRIO supply-chain node,total,expenditure,M.EUR,0.4214301361952013,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,CHMF,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",Minerals and Metals,MRIO supply-chain node,total,expenditure,M.EUR,0.3775389997124959,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,PCAT,Processing of meat cattle,Food and catering,MRIO supply-chain node,total,expenditure,M.EUR,4.644221955155002,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,PPIG,Processing of meat pigs,Food and catering,MRIO supply-chain node,total,expenditure,M.EUR,1.025827810895141,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,PPLT,Processing of meat poultry,Food and catering,MRIO supply-chain node,total,expenditure,M.EUR,3.44726724242173,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POME,Production of meat products nec,Food and catering,MRIO supply-chain node,total,expenditure,M.EUR,0.1800613416543944,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,VOIL,Processing vegetable oils and fats,Food and catering,MRIO supply-chain node,total,expenditure,M.EUR,0.1903181241550332,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,DAIR,Processing of dairy products,Food and catering,MRIO supply-chain node,total,expenditure,M.EUR,9.564384938307937,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,RICE,Processed rice,Food and catering,MRIO supply-chain node,total,expenditure,M.EUR,0.009355274378067999,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,SUGR,Sugar refining,Food and catering,MRIO supply-chain node,total,expenditure,M.EUR,0.4997467615486938,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,OFOD,Processing of Food products nec,Food and catering,MRIO supply-chain node,total,expenditure,M.EUR,20.26469410005234,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,BEVR,Manufacture of beverages,Food and catering,MRIO supply-chain node,total,expenditure,M.EUR,9.491723373300832,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,FSHP,Manufacture of fish products,Food and catering,MRIO supply-chain node,total,expenditure,M.EUR,0.9301178358804688,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,TOBC,Manufacture of tobacco products (16),Food and catering,MRIO supply-chain node,total,expenditure,M.EUR,0.003534214622760878,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,TEXT,Manufacture of textiles (17),Textile,MRIO supply-chain node,total,expenditure,M.EUR,9.266309831884383,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,GARM,Manufacture of wearing apparel; dressing and dyeing of fur (18),Textile,MRIO supply-chain node,total,expenditure,M.EUR,0.003761915471125011,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,LETH,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",Textile,MRIO supply-chain node,total,expenditure,M.EUR,1.140388749665501e-05,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,WOOD,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",Furniture and timber,MRIO supply-chain node,total,expenditure,M.EUR,3.006471725481292,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,WOOW,Re-processing of secondary wood material into new wood material,Furniture and timber,MRIO supply-chain node,total,expenditure,M.EUR,0.5414633939441019,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,PULP,Pulp,Paper Products,MRIO supply-chain node,total,expenditure,M.EUR,0.0449684527053781,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,PAPR,Re-processing of secondary paper into new pulp,Paper Products,MRIO supply-chain node,total,expenditure,M.EUR,0.2097127829720669,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,PAPE,Paper,Paper Products,MRIO supply-chain node,total,expenditure,M.EUR,89.49989216198719,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,MDIA,"Publishing, printing and reproduction of recorded media (22)",Paper Products,MRIO supply-chain node,total,expenditure,M.EUR,7.703850605050362,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,COKE,Manufacture of coke oven products,Coal and Petroleum,MRIO supply-chain node,total,expenditure,M.EUR,0.00730103829294939,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,REFN,Petroleum Refinery,Coal and Petroleum,MRIO supply-chain node,total,expenditure,M.EUR,0.271193478734202,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,NUCF,Processing of nuclear fuel,Chemical,MRIO supply-chain node,total,expenditure,M.EUR,0.001227678856174512,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,PLAS,"Plastics, basic",Chemical,MRIO supply-chain node,total,expenditure,M.EUR,7.558275364871853,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,PLAW,Re-processing of secondary plastic into new plastic,Chemical,MRIO supply-chain node,total,expenditure,M.EUR,0.9433691647245137,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,NFER,N-fertiliser,Chemical,MRIO supply-chain node,total,expenditure,M.EUR,0.00086814384937904,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,PFER,P- and other fertiliser,Chemical,MRIO supply-chain node,total,expenditure,M.EUR,0.01794799126654621,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,CHEM,Chemicals nec,Chemical,MRIO supply-chain node,total,expenditure,M.EUR,17.02869136219111,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,RUBP,Manufacture of rubber and plastic products (25),Chemical,MRIO supply-chain node,total,expenditure,M.EUR,77.5075705159111,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,GLAS,Manufacture of glass and glass products,Non-metallic mineral products,MRIO supply-chain node,total,expenditure,M.EUR,7.224173026557719,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,GLAW,Re-processing of secondary glass into new glass,Non-metallic mineral products,MRIO supply-chain node,total,expenditure,M.EUR,2.573880296268928,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,CRMC,Manufacture of ceramic goods,Non-metallic mineral products,MRIO supply-chain node,total,expenditure,M.EUR,1.659764690759483,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,BRIK,"Manufacture of bricks, tiles and construction products, in baked clay",Non-metallic mineral products,MRIO supply-chain node,total,expenditure,M.EUR,0.1204319770223186,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,CMNT,"Manufacture of cement, lime and plaster",Non-metallic mineral products,MRIO supply-chain node,total,expenditure,M.EUR,0.2443434293615606,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,ASHW,Re-processing of ash into clinker,Non-metallic mineral products,MRIO supply-chain node,total,expenditure,M.EUR,0.0414178367323612,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,ONMM,Manufacture of other non-metallic mineral products n.e.c.,Non-metallic mineral products,MRIO supply-chain node,total,expenditure,M.EUR,0.1256159810238675,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,STEL,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,0.2861828854168923,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,STEW,Re-processing of secondary steel into new steel,Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,0.1105394394689589,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,PREM,Precious metals production,Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,0.01797596986515557,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,PREW,Re-processing of secondary preciuos metals into new preciuos metals,Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,ALUM,Aluminium production,Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,0.02865280308542211,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,ALUW,Re-processing of secondary aluminium into new aluminium,Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,0.04132709784834991,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,LZTP,"Lead, zinc and tin production",Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,0.03235406030565674,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,LZTW,"Re-processing of secondary lead into new lead, zinc and tin",Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,0.01458379880942282,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,COPP,Copper production,Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,0.111118610724601,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,COPW,Re-processing of secondary copper into new copper,Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,0.0001592437434204098,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,ONFM,Other non-ferrous metal production,Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,0.004841411128595997,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,ONFW,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,METC,Casting of metals,Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,0.08990878753748881,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,FABM,"Manufacture of fabricated metal products, except machinery and equipment (28)",Metal Products,MRIO supply-chain node,total,expenditure,M.EUR,3.728283967959724,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,MACH,Manufacture of machinery and equipment n.e.c. (29),General and special Machinery,MRIO supply-chain node,total,expenditure,M.EUR,30.46951252570691,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,OFMA,Manufacture of office machinery and computers (30),General and special Machinery,MRIO supply-chain node,total,expenditure,M.EUR,8.981872889332433,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,ELMA,Manufacture of electrical machinery and apparatus n.e.c. (31),"Electrical, electronic and measuring equipment",MRIO supply-chain node,total,expenditure,M.EUR,19.38502372964406,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,RATV,"Manufacture of radio, television and communication equipment and apparatus (32)","Electrical, electronic and measuring equipment",MRIO supply-chain node,total,expenditure,M.EUR,4.508166792221324,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,MEIN,"Manufacture of medical, precision and optical instruments, watches and clocks (33)","Electrical, electronic and measuring equipment",MRIO supply-chain node,total,expenditure,M.EUR,514.7289119813497,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,MOTO,"Manufacture of motor vehicles, trailers and semi-trailers (34)",Transport Equipment,MRIO supply-chain node,total,expenditure,M.EUR,2.284410941509149,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,OTRE,Manufacture of other transport equipment (35),Transport Equipment,MRIO supply-chain node,total,expenditure,M.EUR,3.3567304460497,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,FURN,Manufacture of furniture; manufacturing n.e.c. (36),Furniture and timber,MRIO supply-chain node,total,expenditure,M.EUR,0.9973908261184448,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,RYMS,Recycling of waste and scrap,Waste management and disposal,MRIO supply-chain node,total,expenditure,M.EUR,0.06321872372321544,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,BOTW,Recycling of bottles by direct reuse,Waste management and disposal,MRIO supply-chain node,total,expenditure,M.EUR,0.1362595862945739,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWC,Production of electricity by coal,Electricity,MRIO supply-chain node,total,expenditure,M.EUR,0.06456851160686973,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWG,Production of electricity by gas,Electricity,MRIO supply-chain node,total,expenditure,M.EUR,0.03126076635932288,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWN,Production of electricity by nuclear,Electricity,MRIO supply-chain node,total,expenditure,M.EUR,0.02975065393367227,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWH,Production of electricity by hydro,Electricity,MRIO supply-chain node,total,expenditure,M.EUR,0.00458077384180946,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWW,Production of electricity by wind,Electricity,MRIO supply-chain node,total,expenditure,M.EUR,0.01249299680037448,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWP,Production of electricity by petroleum and other oil derivatives,Electricity,MRIO supply-chain node,total,expenditure,M.EUR,0.002573587893641545,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWB,Production of electricity by biomass and waste,Electricity,MRIO supply-chain node,total,expenditure,M.EUR,0.009203271587784945,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWS,Production of electricity by solar photovoltaic,Electricity,MRIO supply-chain node,total,expenditure,M.EUR,0.004986585447683706,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWE,Production of electricity by solar thermal,Electricity,MRIO supply-chain node,total,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWO,"Production of electricity by tide, wave, ocean",Electricity,MRIO supply-chain node,total,expenditure,M.EUR,0.0,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWM,Production of electricity by Geothermal,Electricity,MRIO supply-chain node,total,expenditure,M.EUR,5.49430163411097e-07,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWZ,Production of electricity nec,Electricity,MRIO supply-chain node,total,expenditure,M.EUR,0.003562945286796445,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWT,Transmission of electricity,Electricity,MRIO supply-chain node,total,expenditure,M.EUR,0.05036533265316984,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,POWD,Distribution and trade of electricity,Electricity,MRIO supply-chain node,total,expenditure,M.EUR,0.1652597894286019,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,GASD,Manufacture of gas; distribution of gaseous fuels through mains,Natural gas and gaseous fuels,MRIO supply-chain node,total,expenditure,M.EUR,0.06155789428078744,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,HWAT,Steam and hot water supply,"Steam, hot water supply and water distribution",MRIO supply-chain node,total,expenditure,M.EUR,0.01280599276081925,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,WATR,"Collection, purification and distribution of water (41)","Steam, hot water supply and water distribution",MRIO supply-chain node,total,expenditure,M.EUR,0.03841559413707968,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,CONS,Construction (45),Construction,MRIO supply-chain node,total,expenditure,M.EUR,2.88129981181131,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,CONW,Re-processing of secondary construction material into aggregates,Construction,MRIO supply-chain node,total,expenditure,M.EUR,0.02181444356998405,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,TDMO,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",Services,MRIO supply-chain node,total,expenditure,M.EUR,0.299616342216309,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,TDFU,Retail sale of automotive fuel,Services,MRIO supply-chain node,total,expenditure,M.EUR,0.009086327455126464,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,TDWH,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",Services,MRIO supply-chain node,total,expenditure,M.EUR,8.347018730320704,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,TDRT,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",Services,MRIO supply-chain node,total,expenditure,M.EUR,5.429230245317696,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,HORE,Hotels and restaurants (55),Food and catering,MRIO supply-chain node,total,expenditure,M.EUR,35.72636150825412,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,DEU,Germany,Europe,TRAI,Transport via railways,Transport,MRIO supply-chain node,total,expenditure,M.EUR,0.2550407871451069,archive/rivm_steenmeijer_2022/output/ExpenditureVector.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
