study,consuming_country_iso3,reference_year,ghg_protocol_scope,producing_country_name,indicator,unit,value,source
steenmeijer_2022,NLD,2016,Indirect,India,blue_water_consumption,Mm3,52.67388271259578,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Indonesia,blue_water_consumption,Mm3,1.108904956838835,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Ireland,blue_water_consumption,Mm3,0.4154625278880082,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Italy,blue_water_consumption,Mm3,0.8490899150656273,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Japan,blue_water_consumption,Mm3,0.215206476516129,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Latvia,blue_water_consumption,Mm3,0.02098753696806221,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Lithuania,blue_water_consumption,Mm3,0.02662697296852125,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Luxembourg,blue_water_consumption,Mm3,0.007695976848158581,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Malta,blue_water_consumption,Mm3,0.005557043535536378,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Mexico,blue_water_consumption,Mm3,2.548800639669942,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Netherlands,blue_water_consumption,Mm3,9.948656949634504,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Norway,blue_water_consumption,Mm3,0.1437774963023693,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Poland,blue_water_consumption,Mm3,0.7531248573716678,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Portugal,blue_water_consumption,Mm3,0.3303005031001207,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW Africa,blue_water_consumption,Mm3,25.8898228483779,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW America,blue_water_consumption,Mm3,10.83531449565287,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW Asia and Pacific,blue_water_consumption,Mm3,61.56257970407615,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW Europe,blue_water_consumption,Mm3,5.410010498403281,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW Middle East,blue_water_consumption,Mm3,109.5345278312257,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Romania,blue_water_consumption,Mm3,2.108909822581443,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Russia,blue_water_consumption,Mm3,5.69192807737098,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Slovakia,blue_water_consumption,Mm3,0.109192428386165,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Slovenia,blue_water_consumption,Mm3,0.009998272406635183,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,South Africa,blue_water_consumption,Mm3,2.613112165833764,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,South Korea,blue_water_consumption,Mm3,0.2704460136384518,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Spain,blue_water_consumption,Mm3,4.143977492227548,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Sweden,blue_water_consumption,Mm3,0.1816124239997718,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Switzerland,blue_water_consumption,Mm3,0.1117212804287476,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Taiwan,blue_water_consumption,Mm3,0.09173716110916622,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Turkey,blue_water_consumption,Mm3,4.644904222093457,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,United Kingdom,blue_water_consumption,Mm3,0.4880779472942285,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,United States,blue_water_consumption,Mm3,33.56375774745112,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Direct,Netherlands,land_use,km2,0.0,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Australia,land_use,km2,2748.93293369767,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Austria,land_use,km2,27.95465447120548,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Belgium,land_use,km2,36.40457489915969,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Brazil,land_use,km2,1481.518522702855,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Bulgaria,land_use,km2,59.54632702842188,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Canada,land_use,km2,575.9707389447753,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,China,land_use,km2,1200.86559904647,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Croatia,land_use,km2,7.227860871364052,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Cyprus,land_use,km2,6.345272299318693,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Czech Republic,land_use,km2,29.59063125999238,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Denmark,land_use,km2,18.3891874695307,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Estonia,land_use,km2,38.34292329556659,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Finland,land_use,km2,74.71378896159115,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,France,land_use,km2,190.3321791337377,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Germany,land_use,km2,201.2776807064367,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Global,land_use,km2,2.7462,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Greece,land_use,km2,75.57415114501437,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Hungary,land_use,km2,54.77106399418768,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,India,land_use,km2,423.9914842732462,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Indonesia,land_use,km2,631.2392714352932,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Ireland,land_use,km2,86.24705276380209,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Italy,land_use,km2,60.31419742358865,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Japan,land_use,km2,11.38547887500149,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Latvia,land_use,km2,70.56920141468484,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Lithuania,land_use,km2,58.58186896544358,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Luxembourg,land_use,km2,2.342326773617728,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Malta,land_use,km2,0.1160946644224066,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Mexico,land_use,km2,145.5862509926999,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Netherlands,land_use,km2,246.9678108475206,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Norway,land_use,km2,102.3332894221752,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Poland,land_use,km2,85.90239286245743,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Portugal,land_use,km2,21.11529704024714,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW Africa,land_use,km2,3100.301159110698,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW America,land_use,km2,2907.604718964086,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW Asia and Pacific,land_use,km2,1674.732225929469,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW Europe,land_use,km2,862.5987675317531,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW Middle East,land_use,km2,600.1146801219969,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Romania,land_use,km2,219.4500549618029,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Russia,land_use,km2,2357.621579579333,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Slovakia,land_use,km2,20.44284769932114,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Slovenia,land_use,km2,2.760990425456919,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,South Africa,land_use,km2,814.0822104718965,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,South Korea,land_use,km2,8.633637183984625,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Spain,land_use,km2,273.1861628263469,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Sweden,land_use,km2,259.9266769906526,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Switzerland,land_use,km2,21.82840917470461,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Taiwan,land_use,km2,47.11763637016821,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Turkey,land_use,km2,55.95746443918461,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,United Kingdom,land_use,km2,96.05012412193666,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,United States,land_use,km2,1783.563952305457,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Direct,Netherlands,waste_generation,kt,190.2618270286488,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Australia,waste_generation,kt,291.6470477787539,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Austria,waste_generation,kt,6.244174164284116,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Belgium,waste_generation,kt,33.27777377219367,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Brazil,waste_generation,kt,432.767120569267,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Bulgaria,waste_generation,kt,12.75056253224632,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Canada,waste_generation,kt,45.34628999742459,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,China,waste_generation,kt,412.3674461155919,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Croatia,waste_generation,kt,0.4894512620793375,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Cyprus,waste_generation,kt,0.8166144561370702,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Czech Republic,waste_generation,kt,4.183903998073883,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Denmark,waste_generation,kt,5.509341545125194,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Estonia,waste_generation,kt,0.645027312970944,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Finland,waste_generation,kt,11.908218262116,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,France,waste_generation,kt,28.5525998465968,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Germany,waste_generation,kt,69.64070556379089,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Global,waste_generation,kt,0.0,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Greece,waste_generation,kt,7.552375024797792,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Hungary,waste_generation,kt,4.515984194756892,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,India,waste_generation,kt,129.7714610998899,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Indonesia,waste_generation,kt,152.429522900505,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Ireland,waste_generation,kt,22.27463075226839,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Italy,waste_generation,kt,8.032124739365464,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Japan,waste_generation,kt,5.947947702303079,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Latvia,waste_generation,kt,1.002881839731756,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Lithuania,waste_generation,kt,1.69759907697988,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Luxembourg,waste_generation,kt,1.08685437672676,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Malta,waste_generation,kt,0.2873263207963987,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Mexico,waste_generation,kt,52.00465448009228,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Netherlands,waste_generation,kt,481.74014549238,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Norway,waste_generation,kt,5.792605151832452,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Poland,waste_generation,kt,37.71232413745845,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Portugal,waste_generation,kt,5.031876588310157,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW Africa,waste_generation,kt,191.0798360561867,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW America,waste_generation,kt,944.9167130851082,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW Asia and Pacific,waste_generation,kt,228.0049986819518,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW Europe,waste_generation,kt,56.26472467248856,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,RoW Middle East,waste_generation,kt,237.051577511645,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Romania,waste_generation,kt,15.43943718981781,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Russia,waste_generation,kt,151.6356038126166,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Slovakia,waste_generation,kt,2.243906072792142,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Indirect,Slovenia,waste_generation,kt,0.5421399829037394,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#allreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
