study,consuming_country_iso3,reference_year,purchased_country_name,purchased_sector_group,Total (MEUR),indicator,unit,value,source
steenmeijer_2022,NLD,2016,Taiwan,Metal Products,0.07973142906082142,climate_change,kt CO2eq per M.EUR,1.083601736290872,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Taiwan,Non-metallic mineral products,0.5296215514251368,climate_change,kt CO2eq per M.EUR,1.667265103423672,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Taiwan,Paper Products,1.497614320262713,climate_change,kt CO2eq per M.EUR,0.8975104426056846,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Taiwan,Services,1.504988127643534,climate_change,kt CO2eq per M.EUR,0.139393184211373,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Taiwan,Textile,2.258475949411309,climate_change,kt CO2eq per M.EUR,1.787237714853447,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Taiwan,Transport,0.427441073576613,climate_change,kt CO2eq per M.EUR,2.97377836772046,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Taiwan,Waste management and disposal,0.01945378877919277,climate_change,kt CO2eq per M.EUR,3.828808580186753,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Chemical,12.87096181156309,climate_change,kt CO2eq per M.EUR,0.6564063641591833,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Coal and Petroleum,0.04436520649789705,climate_change,kt CO2eq per M.EUR,1.366014431099491,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Construction,0.04448578375960929,climate_change,kt CO2eq per M.EUR,0.5176932619189875,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,"Electrical, electronic and measuring equipment",1.628043784523678,climate_change,kt CO2eq per M.EUR,0.3001961625044264,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Electricity,0.0005251652310850571,climate_change,kt CO2eq per M.EUR,14.1234693853143,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Food and catering,12.06658452085941,climate_change,kt CO2eq per M.EUR,0.5276752293512463,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Furniture and timber,0.01794110191526702,climate_change,kt CO2eq per M.EUR,0.7967684901852536,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,General and special Machinery,0.1754665211032449,climate_change,kt CO2eq per M.EUR,0.4756150783617564,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Metal Products,0.1000780268554521,climate_change,kt CO2eq per M.EUR,1.059499834695918,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Minerals and Metals,0.005446364057568533,climate_change,kt CO2eq per M.EUR,0.110824915013858,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Natural gas and gaseous fuels,1.144511074183157e-05,climate_change,kt CO2eq per M.EUR,1.675139070318354,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Non-metallic mineral products,0.3279673214479123,climate_change,kt CO2eq per M.EUR,0.8231267836463627,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Paper Products,0.3794280206566743,climate_change,kt CO2eq per M.EUR,0.7664626911059866,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Services,0.8524462758910168,climate_change,kt CO2eq per M.EUR,0.2660726642969536,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,"Steam, hot water supply and water distribution",6.93756476473298e-06,climate_change,kt CO2eq per M.EUR,2143.440426862491,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Textile,2.272522201251862,climate_change,kt CO2eq per M.EUR,0.7217488412850079,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Transport,1.535257484760582,climate_change,kt CO2eq per M.EUR,0.9534709495005516,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Transport Equipment,0.02522245832148769,climate_change,kt CO2eq per M.EUR,0.4115508926218897,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Turkey,Waste management and disposal,0.001815068239374102,climate_change,kt CO2eq per M.EUR,54.6177319091929,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Chemical,30.43888896590005,climate_change,kt CO2eq per M.EUR,0.2396716937548246,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Coal and Petroleum,0.6117211931753711,climate_change,kt CO2eq per M.EUR,1.109474176691392,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Construction,0.7658608960923337,climate_change,kt CO2eq per M.EUR,0.1646231832972209,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,"Electrical, electronic and measuring equipment",131.7658848929894,climate_change,kt CO2eq per M.EUR,0.1626717828202359,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Electricity,0.07814508436602943,climate_change,kt CO2eq per M.EUR,0.793983274357614,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Food and catering,43.39640385059869,climate_change,kt CO2eq per M.EUR,0.2570644825732754,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Furniture and timber,0.8817813366660849,climate_change,kt CO2eq per M.EUR,0.4100419981078836,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,General and special Machinery,13.63400616295692,climate_change,kt CO2eq per M.EUR,0.303055091310985,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Metal Products,8.869736272975,climate_change,kt CO2eq per M.EUR,0.3585823376062524,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Minerals and Metals,7.86927652564035,climate_change,kt CO2eq per M.EUR,0.2463219793382524,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Natural gas and gaseous fuels,2.422536536433801,climate_change,kt CO2eq per M.EUR,1.829316559752422,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Non-metallic mineral products,2.242937931167935,climate_change,kt CO2eq per M.EUR,0.5496616044399225,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Paper Products,17.48302607006895,climate_change,kt CO2eq per M.EUR,0.2748822998547882,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Services,70.09184933956159,climate_change,kt CO2eq per M.EUR,0.04944497646885519,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,"Steam, hot water supply and water distribution",0.002099447037690951,climate_change,kt CO2eq per M.EUR,0.3228701260819369,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Textile,2.305919463223476,climate_change,kt CO2eq per M.EUR,0.2372424912129124,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Transport,6.957657566844737,climate_change,kt CO2eq per M.EUR,1.047225693212882,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Transport Equipment,40.0692750024545,climate_change,kt CO2eq per M.EUR,0.3360401387775342,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United Kingdom,Waste management and disposal,1.684021580860052,climate_change,kt CO2eq per M.EUR,0.8112080456389752,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Chemical,865.971788420232,climate_change,kt CO2eq per M.EUR,0.5314600251984613,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Coal and Petroleum,0.5101085829590022,climate_change,kt CO2eq per M.EUR,0.9203454814044542,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Construction,0.1711652252755427,climate_change,kt CO2eq per M.EUR,0.3597472945486309,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,"Electrical, electronic and measuring equipment",754.3710823366314,climate_change,kt CO2eq per M.EUR,0.1773034577897532,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Food and catering,45.76870452934513,climate_change,kt CO2eq per M.EUR,0.2414763061902906,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Furniture and timber,1.234340963609005,climate_change,kt CO2eq per M.EUR,0.5028841311718203,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,General and special Machinery,14.27507055428399,climate_change,kt CO2eq per M.EUR,0.2658240784805902,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Metal Products,2.492138498249936,climate_change,kt CO2eq per M.EUR,0.5483904240194817,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Minerals and Metals,9.166643163373768,climate_change,kt CO2eq per M.EUR,0.2767912446406587,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Natural gas and gaseous fuels,4.429182040674147e-06,climate_change,kt CO2eq per M.EUR,15.91179120246048,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Non-metallic mineral products,1.15686964747654,climate_change,kt CO2eq per M.EUR,0.7444446886545556,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Paper Products,11.1586242572319,climate_change,kt CO2eq per M.EUR,0.5852585059920572,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Services,108.7535095915246,climate_change,kt CO2eq per M.EUR,0.09440249338088035,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Textile,1.77796378225574,climate_change,kt CO2eq per M.EUR,0.605705589431055,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Transport,7.945922830773638,climate_change,kt CO2eq per M.EUR,0.8707526291563488,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Transport Equipment,6.787999067057036,climate_change,kt CO2eq per M.EUR,0.3672632403979802,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,United States,Waste management and disposal,3.183684371200948,climate_change,kt CO2eq per M.EUR,2.997581979853285,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Chemical,31.68051465715346,material_extraction,kt per M.EUR,0.7747542027324326,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Coal and Petroleum,0.001745221427324106,material_extraction,kt per M.EUR,0.3593033024681162,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Construction,0.2794836193781307,material_extraction,kt per M.EUR,0.731472124044326,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,"Electrical, electronic and measuring equipment",44.83632199132578,material_extraction,kt per M.EUR,1.781962633941563,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Electricity,0.0004942095450539636,material_extraction,kt per M.EUR,0.009456524340221345,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Food and catering,73.72933826934005,material_extraction,kt per M.EUR,0.2737065551359327,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Furniture and timber,0.01335812040424314,material_extraction,kt per M.EUR,0.7063424754585829,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,General and special Machinery,0.2860375714905405,material_extraction,kt per M.EUR,2.619974190274963,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Metal Products,0.04023085550541368,material_extraction,kt per M.EUR,3.681664265944279,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Minerals and Metals,1.322687275889853,material_extraction,kt per M.EUR,2.183843489216376,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Natural gas and gaseous fuels,0.00224932771110089,material_extraction,kt per M.EUR,0.008935369738077787,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Non-metallic mineral products,0.05563419385030815,material_extraction,kt per M.EUR,3.041433242816003,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Paper Products,0.1099749861232989,material_extraction,kt per M.EUR,0.3629989586865533,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Services,36.31054150837411,material_extraction,kt per M.EUR,0.1291890440598626,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,"Steam, hot water supply and water distribution",8.139549347762507e-05,material_extraction,kt per M.EUR,0.4278850867787037,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Textile,0.04282245245833351,material_extraction,kt per M.EUR,0.255526934295355,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Transport,2.310997647144866,material_extraction,kt per M.EUR,0.1222175817658341,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Transport Equipment,0.00245829127102991,material_extraction,kt per M.EUR,1.887939472983635,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Australia,Waste management and disposal,0.3492694377946727,material_extraction,kt per M.EUR,0.2035291180305822,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Chemical,3.210006679765539,material_extraction,kt per M.EUR,0.4664657913168169,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Coal and Petroleum,0.001445673985534939,material_extraction,kt per M.EUR,0.3736671456849623,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Construction,0.1051876063508452,material_extraction,kt per M.EUR,0.750571360579654,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,"Electrical, electronic and measuring equipment",8.87443006394038,material_extraction,kt per M.EUR,0.1841359714353719,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Electricity,0.02443358555350227,material_extraction,kt per M.EUR,0.3311724805676678,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Food and catering,18.64845736727598,material_extraction,kt per M.EUR,0.1644674638243517,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Furniture and timber,0.3509841044813198,material_extraction,kt per M.EUR,0.3040840591446081,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,General and special Machinery,0.6865563684260072,material_extraction,kt per M.EUR,0.365595753622366,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Metal Products,0.150576174503659,material_extraction,kt per M.EUR,0.4954759914657588,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Minerals and Metals,0.1910675107454421,material_extraction,kt per M.EUR,19.35525144122884,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Natural gas and gaseous fuels,0.005967056965154319,material_extraction,kt per M.EUR,0.6146669163232673,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Non-metallic mineral products,0.1066758906298514,material_extraction,kt per M.EUR,3.243994584553245,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Paper Products,0.5949933352002152,material_extraction,kt per M.EUR,0.1966395716395588,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Services,8.840272492391014,material_extraction,kt per M.EUR,0.1043202970712608,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,"Steam, hot water supply and water distribution",0.006203541156503452,material_extraction,kt per M.EUR,0.8180771725330334,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Textile,0.2893663312159465,material_extraction,kt per M.EUR,0.2858300911716475,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Transport,3.910449256337332,material_extraction,kt per M.EUR,0.1952504605316438,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Transport Equipment,0.05247796038134538,material_extraction,kt per M.EUR,0.4019257330436662,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Austria,Waste management and disposal,0.03170200793937959,material_extraction,kt per M.EUR,0.4436692479450591,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Belgium,Chemical,50.52069265985205,material_extraction,kt per M.EUR,1.497596063588909,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Belgium,Coal and Petroleum,0.4261902990417639,material_extraction,kt per M.EUR,1.315436722092628,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Belgium,Construction,3.060163019966015,material_extraction,kt per M.EUR,1.197111253607757,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Belgium,"Electrical, electronic and measuring equipment",30.32694256777797,material_extraction,kt per M.EUR,0.5112667767559023,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,Belgium,Electricity,0.1848039784022557,material_extraction,kt per M.EUR,0.2723523561298576,archive/rivm_steenmeijer_2022/output/Intensities.xlsx#aggsec_aggreg (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
