study,consuming_country_iso3,reference_year,producing_country_iso3,producing_country_name,producing_world_region,producing_sector_code,producing_sector_name,producing_sector_group,component_type,ghg_protocol_scope,indicator,unit,value,source
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,COMF,"Composting of food waste, incl. land application",Waste management and disposal,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.1385447074007214,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,COMW,"Composting of paper and wood, incl. land application",Waste management and disposal,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,5.515279035627919e-12,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,WASF,"Waste water treatment, food",Waste management and disposal,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.009255929734013341,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,WASO,"Waste water treatment, other",Waste management and disposal,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.01673492982535586,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,LANF,Landfill of waste: Food,Waste management and disposal,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.04800970059532698,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,LANP,Landfill of waste: Paper,Waste management and disposal,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.003022105758930751,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,LANL,Landfill of waste: Plastic,Waste management and disposal,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0004808075209573034,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,LANI,Landfill of waste: Inert/metal/hazardous,Waste management and disposal,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.01153301633273766,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,LANT,Landfill of waste: Textiles,Waste management and disposal,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0009494741663171592,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,LANW,Landfill of waste: Wood,Waste management and disposal,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0008147684671927001,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,ORGA,Activities of membership organisation n.e.c. (91),Services,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,7.958484758150845e-05,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,RECR,"Recreational, cultural and sporting activities (92)",Services,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0005938865161348284,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,OSER,Other service activities (93),Services,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.001111257649094727,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,PRHH,Private households with employed persons (95),Services,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,8.863958280158533e-06,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LUX,Luxembourg,Europe,EXTO,Extra-territorial organizations and bodies,Services,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,PARI,Cultivation of paddy rice,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,WHEA,Cultivation of wheat,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.4534310647058289,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,OCER,Cultivation of cereal grains nec,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.2086172284515858,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,FVEG,"Cultivation of vegetables, fruit, nuts",Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.006827714590825356,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,OILS,Cultivation of oil seeds,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.3121494154466485,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,SUGB,"Cultivation of sugar cane, sugar beet",Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.003856309021898227,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,FIBR,Cultivation of plant-based fibers,Textile,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0005484631839388372,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,OTCR,Cultivation of crops nec,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.1883472093223457,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,CATL,Cattle farming,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,1.008480776300273,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,PIGS,Pigs farming,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.004576590664807788,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,PLTR,Poultry farming,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.01493929324993265,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,OMEA,Meat animals nec,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.02942581170390946,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,OANP,Animal products nec,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0006862649704346539,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,MILK,Raw milk,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.200232286048279,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,WOOL,"Wool, silk-worm cocoons",Textile,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,4.740786550504002e-06,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,MANC,"Manure treatment (conventional), storage and land application",Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,MANB,"Manure treatment (biogas), storage and land application",Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,FORE,"Forestry, logging and related service activities (02)",Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.4945532590451423,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,FISH,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.02254917316795668,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,COAL,Mining of coal and lignite; extraction of peat (10),Coal and Petroleum,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.009204111109936847,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,COIL,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",Coal and Petroleum,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,GASE,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",Natural gas and gaseous fuels,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,OGPL,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",Natural gas and gaseous fuels,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,4.088341642818275e-05,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,ORAN,Mining of uranium and thorium ores (12),Minerals and Metals,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,IRON,Mining of iron ores,Minerals and Metals,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,1.085437637220611e-05,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,COPO,Mining of copper ores and concentrates,Minerals and Metals,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0002665251082380327,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,NIKO,Mining of nickel ores and concentrates,Minerals and Metals,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,4.561244313167717e-06,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,ALUO,Mining of aluminium ores and concentrates,Minerals and Metals,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0003565389220353319,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,PREO,Mining of precious metal ores and concentrates,Minerals and Metals,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0005530321983226195,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,LZTO,"Mining of lead, zinc and tin ores and concentrates",Minerals and Metals,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.001960761825669372,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,ONFO,Mining of other non-ferrous metal ores and concentrates,Minerals and Metals,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.001539334456491808,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,STON,Quarrying of stone,Minerals and Metals,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.002264026457682734,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,SDCL,Quarrying of sand and clay,Minerals and Metals,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.01775250544574572,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,CHMF,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",Minerals and Metals,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0001420536454596738,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,PCAT,Processing of meat cattle,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.01233887430819976,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,PPIG,Processing of meat pigs,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0006551162679870967,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,PPLT,Processing of meat poultry,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0006076947633830954,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,POME,Production of meat products nec,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0002864971635714117,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,VOIL,Processing vegetable oils and fats,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.002694014151558136,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,DAIR,Processing of dairy products,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.01556605661840414,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,RICE,Processed rice,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.000114598289850751,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,SUGR,Sugar refining,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,4.276212860544774e-05,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,OFOD,Processing of Food products nec,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.01660017823398148,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,BEVR,Manufacture of beverages,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.003185291459988036,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,FSHP,Manufacture of fish products,Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.004335811449334582,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,TOBC,Manufacture of tobacco products (16),Food and catering,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0001274589304055928,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,TEXT,Manufacture of textiles (17),Textile,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.001028715322881438,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,GARM,Manufacture of wearing apparel; dressing and dyeing of fur (18),Textile,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0002403960474223424,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,LETH,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",Textile,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0002731043126088718,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,WOOD,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",Furniture and timber,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.05999993104517681,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,WOOW,Re-processing of secondary wood material into new wood material,Furniture and timber,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0003889784779470149,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,PULP,Pulp,Paper Products,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.000136707036327644,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,PAPR,Re-processing of secondary paper into new pulp,Paper Products,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0007024451009845062,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,PAPE,Paper,Paper Products,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.001344510006486443,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,MDIA,"Publishing, printing and reproduction of recorded media (22)",Paper Products,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.001131503202504086,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,COKE,Manufacture of coke oven products,Coal and Petroleum,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,REFN,Petroleum Refinery,Coal and Petroleum,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.001110764946128629,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,NUCF,Processing of nuclear fuel,Chemical,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,4.244222916614595e-06,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,PLAS,"Plastics, basic",Chemical,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.002316227425035205,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,PLAW,Re-processing of secondary plastic into new plastic,Chemical,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.002374358973624939,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,NFER,N-fertiliser,Chemical,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0001111275753556395,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,PFER,P- and other fertiliser,Chemical,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.01607741199534985,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,CHEM,Chemicals nec,Chemical,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.001576819087708272,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,RUBP,Manufacture of rubber and plastic products (25),Chemical,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.003902650121296398,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,GLAS,Manufacture of glass and glass products,Non-metallic mineral products,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.02107320328121566,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,GLAW,Re-processing of secondary glass into new glass,Non-metallic mineral products,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,5.662483202588157e-05,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,CRMC,Manufacture of ceramic goods,Non-metallic mineral products,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.0003352154377069563,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,BRIK,"Manufacture of bricks, tiles and construction products, in baked clay",Non-metallic mineral products,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.008057185776677646,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,CMNT,"Manufacture of cement, lime and plaster",Non-metallic mineral products,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.1141569525629768,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,ASHW,Re-processing of ash into clinker,Non-metallic mineral products,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.01396670715373445,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
steenmeijer_2022,NLD,2016,LVA,Latvia,Europe,ONMM,Manufacture of other non-metallic mineral products n.e.c.,Non-metallic mineral products,MRIO supply-chain node,Indirect,climate_change,kt CO2eq,0.01390746188225301,archive/rivm_steenmeijer_2022/output/HotspotAnalysis.xlsx#full (upstream https://github.com/rivm-syso/envr-footprint-healthcare)
