country_consuming,analysis_year,gwp_vintage,is_study_default,healthcare_kt_co2eq,national_kt_co2eq,healthcare_share_pct,healthcare_t_per_capita,not_restatable_kt_co2eq,not_restatable_share_pct,model,note
DNK,2022,IPCC SAR (1995),False,3740.2127499067146,64766.870324631665,5.774885726544461,0.6368032168492488,155.29988960547564,4.152167269344478,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),HFC and PFC are supplied by EXIOBASE already in CO2eq and keep whatever vintage EXIOBASE used; they are excluded from the restatement and reported in not_restatable_*
DNK,2022,IPCC TAR (2001),False,3790.5011547423273,65562.73322604134,5.7814873911277855,0.6453652479717655,155.29988960547564,4.097080656766947,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),HFC and PFC are supplied by EXIOBASE already in CO2eq and keep whatever vintage EXIOBASE used; they are excluded from the restatement and reported in not_restatable_*
DNK,2022,IPCC AR4 (2007),False,3855.298506673082,66675.196482758,5.782207942454358,0.656397551456065,155.29988960547564,4.028219587579775,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),HFC and PFC are supplied by EXIOBASE already in CO2eq and keep whatever vintage EXIOBASE used; they are excluded from the restatement and reported in not_restatable_*
DNK,2022,IPCC AR5 (2013),False,3955.061130941205,68009.61381271914,5.815444183865561,0.6733829916711567,155.29988960547564,3.9266116113992444,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),HFC and PFC are supplied by EXIOBASE already in CO2eq and keep whatever vintage EXIOBASE used; they are excluded from the restatement and reported in not_restatable_*
DNK,2022,IPCC AR6 (2021),True,3943.397016795666,67755.50852916528,5.820038993727329,0.6713970764555687,155.29988960547564,3.9382260762490904,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),HFC and PFC are supplied by EXIOBASE already in CO2eq and keep whatever vintage EXIOBASE used; they are excluded from the restatement and reported in not_restatable_*
