scope,consuming_country_iso3,model,analysis_year,indicator,unit,purchased_country_iso3,purchased_country_name,purchased_world_region,purchased_sector_code,purchased_sector_name,purchased_sector_group,value
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,METC,Casting of metals,Metal Products,0.0005327138217385469
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,FABM,"Manufacture of fabricated metal products, except machinery and equipment (28)",Metal Products,0.009364579568619125
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,MACH,Manufacture of machinery and equipment n.e.c. (29),General and special Machinery,0.062017568821300315
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,OFMA,Manufacture of office machinery and computers (30),General and special Machinery,0.000911507804460364
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,ELMA,Manufacture of electrical machinery and apparatus n.e.c. (31),"Electrical, electronic and measuring equipment",0.010488973032799881
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,RATV,"Manufacture of radio, television and communication equipment and apparatus (32)","Electrical, electronic and measuring equipment",0.0018881638724365809
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,MEIN,"Manufacture of medical, precision and optical instruments, watches and clocks (33)","Electrical, electronic and measuring equipment",0.005099532321388665
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,MOTO,"Manufacture of motor vehicles, trailers and semi-trailers (34)",Transport Equipment,0.5075993996501112
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,OTRE,Manufacture of other transport equipment (35),Transport Equipment,0.03717660294151003
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,FURN,Manufacture of furniture; manufacturing n.e.c. (36),Furniture and timber,0.34897090832769323
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,RYMS,Recycling of waste and scrap,Waste management and disposal,0.002460159832268957
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,POWC,Production of electricity by coal,Electricity,0.0015118565760470363
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,POWG,Production of electricity by gas,Electricity,0.0020541653522137865
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,POWH,Production of electricity by hydro,Electricity,0.0006576406649957839
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,POWW,Production of electricity by wind,Electricity,0.00039618702362449753
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,POWP,Production of electricity by petroleum and other oil derivatives,Electricity,0.0008551125855135944
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,POWB,Production of electricity by biomass and waste,Electricity,0.0022053330380949884
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,POWS,Production of electricity by solar photovoltaic,Electricity,8.470498432769316e-05
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,POWM,Production of electricity by Geothermal,Electricity,8.05894252418334e-05
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,POWT,Transmission of electricity,Electricity,0.0018621779747569447
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,POWD,Distribution and trade of electricity,Electricity,0.001717266932225563
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,GASD,Manufacture of gas; distribution of gaseous fuels through mains,Natural gas and gaseous fuels,0.0043392691609628236
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,WATR,"Collection, purification and distribution of water (41)","Steam, hot water supply and water distribution",0.002477998616727303
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,CONS,Construction (45),Construction,0.5230297751408068
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,TDMO,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",Services,0.27353605528065833
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,TDFU,Retail sale of automotive fuel,Services,0.008747630653663662
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,TDWH,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",Services,0.4757915522101125
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,TDRT,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",Services,0.6107298379825028
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,HORE,Hotels and restaurants (55),Food and catering,0.02001155382959247
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,TRAI,Transport via railways,Transport,0.0071202357564577505
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,TLND,Other land transport,Transport,0.3114097745677218
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,TPIP,Transport via pipelines,Transport,0.0032648147428777164
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,TWAS,Sea and coastal water transport,Transport,0.7309220772280335
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,TWAI,Inland water transport,Transport,0.0038200497485783055
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,TAIR,Air transport (62),Transport,0.03568639734869091
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,TAUX,Supporting and auxiliary transport activities; activities of travel agencies (63),Services,0.4222426697373904
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,PTEL,Post and telecommunications (64),Services,0.3890568815106579
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,FINT,"Financial intermediation, except insurance and pension funding (65)",Services,0.23856186038471117
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,FINS,"Insurance and pension funding, except compulsory social security (66)",Services,0.6641958527360378
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,FAUX,Activities auxiliary to financial intermediation (67),Services,0.041616162724854605
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,REAL,Real estate activities (70),Services,0.00035477655321937255
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,MARE,Renting of machinery and equipment without operator and of personal and household goods (71),Services,0.11674626982813811
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,COMP,Computer and related activities (72),Services,0.14122914532262626
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,RESD,Research and development (73),Services,0.009310056367563317
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,OBUS,Other business activities (74),Services,0.08187362732688991
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,PADF,Public administration and defence; compulsory social security (75),Services,1.3844030732015509
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,EDUC,Education (80),Services,0.2635694709085153
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,HEAL,Health and social work (85),Services,0.6716992771610649
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,INCF,Incineration of waste: Food,Waste management and disposal,0.00015711262754808413
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,INCP,Incineration of waste: Paper,Waste management and disposal,0.0001329917812233321
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,INCL,Incineration of waste: Plastic,Waste management and disposal,5.6326144434731035e-06
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,INCM,Incineration of waste: Metals and Inert materials,Waste management and disposal,2.238770800817647e-05
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,INCT,Incineration of waste: Textiles,Waste management and disposal,0.0016876673394720587
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,INCW,Incineration of waste: Wood,Waste management and disposal,5.9154185912109475e-05
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,INCO,Incineration of waste: Oil/Hazardous waste,Waste management and disposal,0.0028866816161039464
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,BIOF,"Biogasification of food waste, incl. land application",Waste management and disposal,4.3363454819341536e-05
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,BIOP,"Biogasification of paper, incl. land application",Waste management and disposal,1.2549764347231912e-05
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,BIOS,"Biogasification of sewage slugde, incl. land application",Waste management and disposal,7.281364163852009e-05
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,COMF,"Composting of food waste, incl. land application",Waste management and disposal,0.0001381387076848692
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,COMW,"Composting of paper and wood, incl. land application",Waste management and disposal,3.2834814040889574e-06
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,WASF,"Waste water treatment, food",Waste management and disposal,0.00010911608123764488
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,WASO,"Waste water treatment, other",Waste management and disposal,0.00016836496463062449
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,LANF,Landfill of waste: Food,Waste management and disposal,0.17792581104976518
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,LANP,Landfill of waste: Paper,Waste management and disposal,0.013900668791145716
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,LANL,Landfill of waste: Plastic,Waste management and disposal,0.0035340903383524304
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,LANI,Landfill of waste: Inert/metal/hazardous,Waste management and disposal,0.079997241289285
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,LANT,Landfill of waste: Textiles,Waste management and disposal,0.00482821357460246
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,LANW,Landfill of waste: Wood,Waste management and disposal,0.00374774800057155
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,ORGA,Activities of membership organisation n.e.c. (91),Services,0.06190488096736852
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,RECR,"Recreational, cultural and sporting activities (92)",Services,0.11363322297757568
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,OSER,Other service activities (93),Services,0.06953593642207964
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Africa,RoW Africa,Africa,PRHH,Private households with employed persons (95),Services,0.4651757621405222
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,PARI,Cultivation of paddy rice,Food and catering,0.3579129470818177
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,WHEA,Cultivation of wheat,Food and catering,2.403304394322205
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,OCER,Cultivation of cereal grains nec,Food and catering,0.9033371426864728
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,FVEG,"Cultivation of vegetables, fruit, nuts",Food and catering,38.80676657005101
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,OILS,Cultivation of oil seeds,Food and catering,0.3391644655919962
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,SUGB,"Cultivation of sugar cane, sugar beet",Food and catering,0.14087620952955832
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,FIBR,Cultivation of plant-based fibers,Textile,0.0013934523000961648
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,OTCR,Cultivation of crops nec,Food and catering,6.332045830775561
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,CATL,Cattle farming,Food and catering,0.09505732127533359
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,PIGS,Pigs farming,Food and catering,0.017044793775716396
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,PLTR,Poultry farming,Food and catering,0.06591717349425265
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,OMEA,Meat animals nec,Food and catering,0.017540252676796937
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,OANP,Animal products nec,Food and catering,0.009357248914458964
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.8.2 IOT_2022_ixi with Danish sea-transport reallocation (Rørmose Jensen & Iliev 2022),2022,blue_water_consumption,Mm3,RoW Middle East,RoW Middle East,Middle East,MILK,Raw milk,Food and catering,0.04429437233737898
