scope,consuming_country_iso3,model,analysis_year,indicator,unit,producing_country_iso3,producing_country_name,producing_world_region,producing_sector_code,producing_sector_name,producing_sector_group,value
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_TAIR,Air transport (62),Transport,8.55511387049711
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_TAUX,Supporting and auxiliary transport activities; activities of travel agencies (63),Services,15.059863271372807
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_PTEL,Post and telecommunications (64),Services,0.10495459415390383
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_FINT,"Financial intermediation, except insurance and pension funding (65)",Services,0.3936698893393345
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_FINS,"Insurance and pension funding, except compulsory social security (66)",Services,0.0037634044912685082
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_FAUX,Activities auxiliary to financial intermediation (67),Services,0.1178176950299201
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_REAL,Real estate activities (70),Services,1.0398616474732525
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_MARE,Renting of machinery and equipment without operator and of personal and household goods (71),Services,0.06183211713181366
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_COMP,Computer and related activities (72),Services,0.05398696992997866
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_RESD,Research and development (73),Services,0.05043423438306822
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_OBUS,Other business activities (74),Services,1.2071935524993016
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_PADF,Public administration and defence; compulsory social security (75),Services,0.1731021528129436
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_EDUC,Education (80),Services,0.07777533057460193
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_HEAL,Health and social work (85),Services,0.20227544342303483
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_INCF,Incineration of waste: Food,Waste management and disposal,0.050900731578126156
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_INCP,Incineration of waste: Paper,Waste management and disposal,0.05158559914184189
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_INCL,Incineration of waste: Plastic,Waste management and disposal,0.021982241100125376
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_INCM,Incineration of waste: Metals and Inert materials,Waste management and disposal,0.05670684541362434
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_INCT,Incineration of waste: Textiles,Waste management and disposal,0.009612331407205231
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_INCW,Incineration of waste: Wood,Waste management and disposal,0.011449507445153582
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_INCO,Incineration of waste: Oil/Hazardous waste,Waste management and disposal,0.05049617489747826
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_BIOS,"Biogasification of sewage slugde, incl. land application",Waste management and disposal,0.0426667902749309
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_COMF,"Composting of food waste, incl. land application",Waste management and disposal,0.1263499144321087
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_WASF,"Waste water treatment, food",Waste management and disposal,1.0551136645883907
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_WASO,"Waste water treatment, other",Waste management and disposal,2.1537897343826593
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_LANF,Landfill of waste: Food,Waste management and disposal,12.372189097117364
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_LANP,Landfill of waste: Paper,Waste management and disposal,1.3054089040368986
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_LANL,Landfill of waste: Plastic,Waste management and disposal,0.07769877076857185
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_LANI,Landfill of waste: Inert/metal/hazardous,Waste management and disposal,0.04707448254326072
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_LANT,Landfill of waste: Textiles,Waste management and disposal,0.17967785938540137
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_LANW,Landfill of waste: Wood,Waste management and disposal,0.2315987984333407
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_ORGA,Activities of membership organisation n.e.c. (91),Services,0.01344668896032802
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_RECR,"Recreational, cultural and sporting activities (92)",Services,0.055378578732202394
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_OSER,Other service activities (93),Services,0.15177992780947297
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,HUN,Hungary,Europe,A_PRHH,Private households with employed persons (95),Services,6.148862340508811e-05
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_WHEA,Cultivation of wheat,Food and catering,0.8787988846006394
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_OCER,Cultivation of cereal grains nec,Food and catering,0.9292766739872709
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_FVEG,"Cultivation of vegetables, fruit, nuts",Food and catering,0.12038961911449336
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_OILS,Cultivation of oil seeds,Food and catering,0.06768012199149333
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_SUGB,"Cultivation of sugar cane, sugar beet",Food and catering,1.393357289027016
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_OTCR,Cultivation of crops nec,Food and catering,0.018907920172093088
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_CATL,Cattle farming,Food and catering,27.146543656952442
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_PIGS,Pigs farming,Food and catering,1.7835183637412864
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_PLTR,Poultry farming,Food and catering,0.035669017119325915
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_OMEA,Meat animals nec,Food and catering,5.066305324164634
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_OANP,Animal products nec,Food and catering,0.00033014220579546055
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_MILK,Raw milk,Food and catering,42.76617633671017
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_WOOL,"Wool, silk-worm cocoons",Textile,0.035127998077032506
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_FORE,"Forestry, logging and related service activities (02)",Food and catering,0.18587926078824968
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_FISH,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",Food and catering,0.39992489801530084
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_COAL,Mining of coal and lignite; extraction of peat (10),Coal and Petroleum,0.12195498600993794
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_GASE,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",Natural gas and gaseous fuels,18.2880802168717
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_OGPL,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",Natural gas and gaseous fuels,0.0003428816501870963
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_PREO,Mining of precious metal ores and concentrates,Minerals and Metals,0.0013051319094068829
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_LZTO,"Mining of lead, zinc and tin ores and concentrates",Minerals and Metals,0.03222959259002783
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_STON,Quarrying of stone,Minerals and Metals,0.09539579947482599
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_SDCL,Quarrying of sand and clay,Minerals and Metals,0.30062780482040113
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_CHMF,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",Minerals and Metals,0.0003152728482528454
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_PCAT,Processing of meat cattle,Food and catering,2.9317922369879224
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_PPIG,Processing of meat pigs,Food and catering,0.6372531818554171
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_PPLT,Processing of meat poultry,Food and catering,0.14002007070680866
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_POME,Production of meat products nec,Food and catering,0.0484906344065591
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_VOIL,Processing vegetable oils and fats,Food and catering,0.010373050047776708
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_DAIR,Processing of dairy products,Food and catering,0.5953471089898081
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_RICE,Processed rice,Food and catering,3.5128721486979454e-05
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_SUGR,Sugar refining,Food and catering,0.005124496509559672
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_OFOD,Processing of Food products nec,Food and catering,0.2774924649863725
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_BEVR,Manufacture of beverages,Food and catering,0.1164900963540035
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_FSHP,Manufacture of fish products,Food and catering,0.10344514707903545
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_TEXT,Manufacture of textiles (17),Textile,0.11949179260894632
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_GARM,Manufacture of wearing apparel; dressing and dyeing of fur (18),Textile,0.005681103156950739
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_LETH,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",Textile,0.0007053434504317634
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_WOOD,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",Furniture and timber,0.21348371257060367
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_PULP,Pulp,Paper Products,0.10074548122899347
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_PAPE,Paper,Paper Products,0.025509177210525858
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_MDIA,"Publishing, printing and reproduction of recorded media (22)",Paper Products,0.0008535277549008037
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_REFN,Petroleum Refinery,Coal and Petroleum,4.227735744510512
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_NUCF,Processing of nuclear fuel,Chemical,0.0024883943091621704
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_PLAS,"Plastics, basic",Chemical,0.2856599846318423
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_NFER,N-fertiliser,Chemical,0.0016133818019044403
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_PFER,P- and other fertiliser,Chemical,0.004084275299494989
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_CHEM,Chemicals nec,Chemical,0.16123670261933323
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_RUBP,Manufacture of rubber and plastic products (25),Chemical,0.8127168604605437
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_GLAS,Manufacture of glass and glass products,Non-metallic mineral products,0.2535982074170366
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_CRMC,Manufacture of ceramic goods,Non-metallic mineral products,0.0403885598483676
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_BRIK,"Manufacture of bricks, tiles and construction products, in baked clay",Non-metallic mineral products,0.05726416557628958
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_CMNT,"Manufacture of cement, lime and plaster",Non-metallic mineral products,7.938691906979987
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_ONMM,Manufacture of other non-metallic mineral products n.e.c.,Non-metallic mineral products,4.251987939768092
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_STEL,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,Metal Products,0.003962022011411894
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_PREM,Precious metals production,Metal Products,0.016051157969846158
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_ALUM,Aluminium production,Metal Products,5.042513589200599
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_LZTP,"Lead, zinc and tin production",Metal Products,0.7166786153980026
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_COPP,Copper production,Metal Products,0.02968611333553952
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_ONFM,Other non-ferrous metal production,Metal Products,0.5784960449300447
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_FABM,"Manufacture of fabricated metal products, except machinery and equipment (28)",Metal Products,0.6997892904230862
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_MACH,Manufacture of machinery and equipment n.e.c. (29),General and special Machinery,0.15577189984647674
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_OFMA,Manufacture of office machinery and computers (30),General and special Machinery,0.000633643355205964
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_MOTO,"Manufacture of motor vehicles, trailers and semi-trailers (34)",Transport Equipment,0.0011667415828408873
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_OTRE,Manufacture of other transport equipment (35),Transport Equipment,0.02769936838515584
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_FURN,Manufacture of furniture; manufacturing n.e.c. (36),Furniture and timber,0.021029136853668296
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_RYMS,Recycling of waste and scrap,Waste management and disposal,4.872617659953344e-05
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_POWC,Production of electricity by coal,Electricity,5.502593354696846
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_POWG,Production of electricity by gas,Electricity,13.619887553216516
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_POWH,Production of electricity by hydro,Electricity,0.0004819279490617514
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_POWW,Production of electricity by wind,Electricity,0.0007903738191166539
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_POWP,Production of electricity by petroleum and other oil derivatives,Electricity,2.548841809476567
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_POWB,Production of electricity by biomass and waste,Electricity,1.431853721666716
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_POWS,Production of electricity by solar photovoltaic,Electricity,0.00026560854207911507
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,climate_change,kt CO2eq,IRL,Ireland,Europe,A_POWT,Transmission of electricity,Electricity,4.849701508059473e-05
