scope,consuming_country_iso3,model,analysis_year,indicator,unit,sector_code,sector_name,sector_group,national,healthcare,healthcare_vs_sector_ratio_pct,sector_share_of_national_pct
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_FABM,"Manufacture of fabricated metal products, except machinery and equipment (28)",Metal Products,1177.598613611073,39.76452663845021,3.3767470663466055,1.4379189746985561
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_FAUX,Activities auxiliary to financial intermediation (67),Services,15.698981490592848,2.7656862281092742,17.61697871780109,0.019169403825589404
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_FIBR,Cultivation of plant-based fibers,Textile,0.09914601425646478,0.001991952661274185,2.0091101757469794,0.00012106326681884926
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_FINS,"Insurance and pension funding, except compulsory social security (66)",Services,156.0120995698121,1.6138951350885875,1.034467928794461,0.190500188825871
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_FINT,"Financial intermediation, except insurance and pension funding (65)",Services,162.76234314862702,0.44770719527474356,0.275068044987481,0.19874264360938246
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_FISH,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",Food and catering,177.1864177108001,2.000578042605609,1.1290809241772186,0.2163553091353844
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_FORE,"Forestry, logging and related service activities (02)",Food and catering,22.488340653505354,0.30563759834114,1.3590935989912576,0.027459621097889696
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_FSHP,Manufacture of fish products,Food and catering,2507.6986943726024,62.26043486780586,2.482771754338801,3.062051444174063
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_FURN,Manufacture of furniture; manufacturing n.e.c. (36),Furniture and timber,1385.6457369347177,28.0184410560991,2.022049381689769,1.691957067815165
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_FVEG,"Cultivation of vegetables, fruit, nuts",Food and catering,401.00321030508917,0.4067240549232372,0.10142663312191329,0.4896491201229973
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_GARM,Manufacture of wearing apparel; dressing and dyeing of fur (18),Textile,1628.6194319712788,0.38938709818726747,0.023909029362123836,1.9886426127941443
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_GASD,Manufacture of gas; distribution of gaseous fuels through mains,Natural gas and gaseous fuels,144.1118174080941,1.3525429648232445,0.938537164508258,0.1759692261304168
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_GASE,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",Natural gas and gaseous fuels,84.88885875537592,1.4661755841341844,1.727170803838063,0.10365441953991184
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_GLAS,Manufacture of glass and glass products,Non-metallic mineral products,209.29931152720138,7.004456920344751,3.3466220549103065,0.255567090482075
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_GLAW,Re-processing of secondary glass into new glass,Non-metallic mineral products,0.0,0.0,,0.0
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_HEAL,Health and social work (85),Services,1201.0130582663814,28.994470895281864,2.4141678307090455,1.4665094246725545
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_HORE,Hotels and restaurants (55),Food and catering,1835.8485409741968,70.10477595927759,3.818657933626504,2.2416818610583964
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_HWAT,Steam and hot water supply,"Steam, hot water supply and water distribution",1.6681171546577218,7.250788317013759,434.6690097136215,0.002036871715861835
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_INCF,Incineration of waste: Food,Waste management and disposal,3.4145329692536253,1.9328613402580428,56.6069022517168,0.00416935082079263
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_INCL,Incineration of waste: Plastic,Waste management and disposal,2.1976281296286873,0.4203524659786326,19.12755212364594,0.002683436572020328
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_INCM,Incineration of waste: Metals and Inert materials,Waste management and disposal,8.982122048273713,1.7771927548553428,19.785889629465725,0.010967713087455004
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_INCO,Incineration of waste: Oil/Hazardous waste,Waste management and disposal,3.8271885052182606,0.8660234942590422,22.62819019962681,0.00467322813375788
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_INCP,Incineration of waste: Paper,Waste management and disposal,3.3316563204180216,1.8946321358912763,56.86757437374445,0.004068153431000608
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_INCT,Incineration of waste: Textiles,Waste management and disposal,1.6049997904893574,0.27599153859115794,17.195736736327508,0.001959801605111327
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_INCW,Incineration of waste: Wood,Waste management and disposal,2.091208453350843,0.4981571257022533,23.821495408744756,0.002553491724911558
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_IRON,Mining of iron ores,Minerals and Metals,531.5661672637709,3.4475032349296786,0.6485558049481688,0.6490743699778211
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_LANF,Landfill of waste: Food,Waste management and disposal,0.8518017411700977,0.21523056127383663,25.267682709615045,0.0010401013317720119
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_LANI,Landfill of waste: Inert/metal/hazardous,Waste management and disposal,3.380966470706418,0.7373086812032446,21.807630675769214,0.004128364100345317
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_LANL,Landfill of waste: Plastic,Waste management and disposal,0.11796234536314727,0.04749344889979025,40.261533249090284,0.00014403914265615332
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_LANP,Landfill of waste: Paper,Waste management and disposal,1.0209786543740282,0.17065716247026677,16.71505684659963,0.0012466765525349713
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_LANT,Landfill of waste: Textiles,Waste management and disposal,0.08861733195190118,0.02505201839379395,28.269885632972375,0.00010820711032433672
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_LANW,Landfill of waste: Wood,Waste management and disposal,0.1751978382026942,0.04570938270553534,26.09015223843808,0.0002139271335462217
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_LETH,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",Textile,376.1477275223815,0.5738739997597285,0.15256612170429287,0.4592990756295239
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_LZTO,"Mining of lead, zinc and tin ores and concentrates",Minerals and Metals,35.44438274597744,0.7585760518934676,2.1401869439511056,0.0432797303833713
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_LZTP,"Lead, zinc and tin production",Metal Products,71.52012530297729,0.7220673204774457,1.0096001893433302,0.08733038919824555
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_LZTW,"Re-processing of secondary lead into new lead, zinc and tin",Metal Products,0.0,0.0,,0.0
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_MACH,Manufacture of machinery and equipment n.e.c. (29),General and special Machinery,1597.974324803401,3.257775590644003,0.20386908225479827,1.9512230875254812
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_MANB,"Manure treatment (biogas), storage and land application",Food and catering,0.0,0.0,,0.0
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_MANC,"Manure treatment (conventional), storage and land application",Food and catering,0.0,0.0,,0.0
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_MARE,Renting of machinery and equipment without operator and of personal and household goods (71),Services,20.28554189803575,1.439985025519824,7.098578055039574,0.024769870879672962
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_MDIA,"Publishing, printing and reproduction of recorded media (22)",Paper Products,31.178170381812258,0.5857899076877552,1.8788463226484737,0.03807042762297187
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_MEIN,"Manufacture of medical, precision and optical instruments, watches and clocks (33)","Electrical, electronic and measuring equipment",0.6479627447258702,781.6970800164711,120639.20130889301,0.0007912016155334958
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_METC,Casting of metals,Metal Products,2.7665205195084024,0.16262056865419924,5.8781623887285015,0.0033780885124308317
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_MILK,Raw milk,Food and catering,10.22350354790534,0.03258363582274382,0.31871300939118635,0.012483514815249497
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_MOTO,"Manufacture of motor vehicles, trailers and semi-trailers (34)",Transport Equipment,3262.9873641539457,0.21093704344682837,0.006464537551205684,3.9843044912654677
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_NFER,N-fertiliser,Chemical,5.36163192953874,0.2694103911778824,5.024783400248434,0.0065468761577360726
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_NIKO,Mining of nickel ores and concentrates,Minerals and Metals,67.93978881150814,2.2180560769228137,3.2647379624281423,0.08295858227066923
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_NUCF,Processing of nuclear fuel,Chemical,181.95874240353317,2.7920693494960134e-05,1.534451883220863e-05,0.22218260559258773
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_OANP,Animal products nec,Food and catering,3.191626153372994,0.012894205491704837,0.40400112269032207,0.0038971681462890264
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_OBUS,Other business activities (74),Services,196.1599850268285,78.17557072105691,39.85296527748254,0.2395231798734254
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_OCER,Cultivation of cereal grains nec,Food and catering,19.697975550573812,1.4922040742674128,7.575418450673953,0.02405241691009069
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_OFMA,Manufacture of office machinery and computers (30),General and special Machinery,267.5587657943293,0.61546072966998,0.23002824364314817,0.3267054000707729
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_OFOD,Processing of Food products nec,Food and catering,3966.6781173158915,42.66246275568143,1.0755211664250084,4.843553368256473
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_OGPL,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",Natural gas and gaseous fuels,0.5109343179026351,0.04085510327607791,7.996155639688967,0.000623881636786223
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_OILS,Cultivation of oil seeds,Food and catering,44.83930536316117,0.8137225949943372,1.8147529012857342,0.05475149787777054
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_OMEA,Meat animals nec,Food and catering,5.095538502638315,0.020055035653971272,0.39358029860018495,0.006221960024887216
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_ONFM,Other non-ferrous metal production,Metal Products,11.39728173231181,0.07826342065808393,0.6866849701205823,0.013916768815328268
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_ONFO,Mining of other non-ferrous metal ores and concentrates,Minerals and Metals,2.7574478685298867,0.06627982482303127,2.4036655626192447,0.0033670102580561764
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_ONFW,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,Metal Products,0.0,0.0,,0.0
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_ONMM,Manufacture of other non-metallic mineral products n.e.c.,Non-metallic mineral products,276.38765295650427,0.10405078644878041,0.037646684045309034,0.3374860041146537
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_ORAN,Mining of uranium and thorium ores (12),Minerals and Metals,4.184344822765335,0.10745695725400987,2.568071270545865,0.005109337551685588
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_ORGA,Activities of membership organisation n.e.c. (91),Services,545.756310403342,1.0406880242077832,0.19068730940347003,0.6664013911191832
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_OSER,Other service activities (93),Services,276.91431120340457,20.38668755642707,7.362092434959867,0.3381290856176772
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_OTCR,Cultivation of crops nec,Food and catering,18.381203405892627,0.17553680760383986,0.954979952768307,0.02244455865490347
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_OTRE,Manufacture of other transport equipment (35),Transport Equipment,1176.8856292567364,0.175453862523931,0.014908318885220742,1.437048377773667
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PADF,Public administration and defence; compulsory social security (75),Services,1364.517603506471,12.221123599051769,0.8956369318832179,1.6661583418271326
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PAPE,Paper,Paper Products,164.1376721951401,7.4564418611491705,4.54279737334422,0.20042200337558577
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PAPR,Re-processing of secondary paper into new pulp,Paper Products,1.733632615846684e-07,0.0,0.0,2.1168700477984326e-10
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PARI,Cultivation of paddy rice,Food and catering,0.11669810412082164,0.0017107426151427986,1.465955790825536,0.00014249542780295557
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PCAT,Processing of meat cattle,Food and catering,179.68821544040304,3.794534826515293,2.1117327128076586,0.21941015514545448
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PFER,P- and other fertiliser,Chemical,14.95148548271349,2.7366580118077284,18.303586054855753,0.01825666608896352
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PIGS,Pigs farming,Food and catering,2.816739951638905,0.021861871750075434,0.7761409333280916,0.0034394094697794498
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PLAS,"Plastics, basic",Chemical,414.6303961907402,3.1543151864941223,0.7607534844220778,0.5062887364831381
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PLAW,Re-processing of secondary plastic into new plastic,Chemical,0.0,0.0,,0.0
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PLTR,Poultry farming,Food and catering,31.349946169422676,0.36182127648019996,1.1541368349560488,0.038280176226225905
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POME,Production of meat products nec,Food and catering,54.8249132087819,0.09485821271831063,0.17302026973955367,0.06694452768364548
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWB,Production of electricity by biomass and waste,Electricity,6.4468490739223006,0.22925338239628906,3.5560531938559867,0.007871991783332992
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWC,Production of electricity by coal,Electricity,32.91561488533263,1.372209023561847,4.168869481375876,0.04019195221566537
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWD,Distribution and trade of electricity,Electricity,1.5254998525638342e-05,2.396003157137549,15706348.008560615,1.862727383123306e-08
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWE,Production of electricity by solar thermal,Electricity,3.3930422979241265e-06,6.09746921079315e-08,1.797050751334164,4.14310941414819e-09
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWG,Production of electricity by gas,Electricity,38.64977875396805,1.3309452610804782,3.443603829022784,0.04719371235315218
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWH,Production of electricity by hydro,Electricity,245.1932156420788,6.991536447816676,2.851439600197822,0.2993957135852599
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWM,Production of electricity by Geothermal,Electricity,0.08069436321528675,0.0003484638498044,0.43183171155923683,9.853268734978321e-05
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWN,Production of electricity by nuclear,Electricity,71.47543888545908,8.106086465248351e-07,1.1341079665475754e-06,0.08727582438565316
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWO,"Production of electricity by tide, wave, ocean",Electricity,0.0,0.0,,0.0
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWP,Production of electricity by petroleum and other oil derivatives,Electricity,3.8927743743516534,0.12866494458377062,3.3052248142483194,0.004753312438043711
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWS,Production of electricity by solar photovoltaic,Electricity,10.10191000554616,0.34728233896301913,3.4377888812348747,0.012335041761920289
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWT,Transmission of electricity,Electricity,3.3161011109935636e-06,3.469689336848913e-10,0.010463159055513031,4.049159581544341e-09
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWW,Production of electricity by wind,Electricity,45.90611414402418,1.5779354094133797,3.4373099070481596,0.05605413578057345
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_POWZ,Production of electricity nec,Electricity,0.8265504261832467,0.0004956866834224416,0.05997053146670905,0.0010092679522690066
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PPIG,Processing of meat pigs,Food and catering,293.44053643673686,5.1800595741404125,1.7652842504454687,0.358308603976892
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PPLT,Processing of meat poultry,Food and catering,73.61878592726423,0.7600580228976308,1.032424011513274,0.0898929804736048
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PREM,Precious metals production,Metal Products,8.395633216132973,0.11701121439270808,1.3937151776456882,0.010251574829107416
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PREO,Mining of precious metal ores and concentrates,Minerals and Metals,6.676547662339551,0.310140326115885,4.645219981957077,0.00815246762198384
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PREW,Re-processing of secondary preciuos metals into new preciuos metals,Metal Products,0.0,0.0,,0.0
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PRHH,Private households with employed persons (95),Services,6.269850014315394,3.7290256952378122,59.47551674639198,0.00765586524974943
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PTEL,Post and telecommunications (64),Services,111.94794114338082,33.80364044098875,30.195857195527772,0.13669519213757236
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_PULP,Pulp,Paper Products,91.65292044286097,37.25948067656292,40.65280243829386,0.1119137470680254
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_RATV,"Manufacture of radio, television and communication equipment and apparatus (32)","Electrical, electronic and measuring equipment",1.7043578228983345,1.3069015531143138,76.6799985047665,0.0020811237588895816
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_REAL,Real estate activities (70),Services,464.47986075373535,5.801307355622031,1.2489900738016824,0.5671579411044742
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_RECR,"Recreational, cultural and sporting activities (92)",Services,117.26770868089521,31.613512390630433,26.958412291192637,0.14319094934615187
"ALL Danish final demand (163 products x 49 regions, 7 FD categories)",DNK,EXIOBASE v3.10.2 IOT_2022_ixi (screened),2022,material_extraction,kt,A_REFN,Petroleum Refinery,Coal and Petroleum,2354.4210911435985,30.44236623429517,1.2929873228203452,2.874890240405787
