Source	Global warming (ktCO2eq)	Material extraction (kt)	Blue water consumption (Mm3)	Land use (km2)	Waste generation (kt)	ISO2
Anaesthetic	12.66996446025	0.0	0.0	0.0	0	DK
pMDI	10.17	0.0	0.0	0.0	0	DK
Commute (total)	429.3159677542813	17.68383788493125	0.11978891031282811	1.1529682617609704	0	DK
Commute (direct)	254.99315602153825	0.0	0.0	0.0	0	DK
Commute (indirect)	174.3228117327431	17.68383788493125	0.11978891031282811	1.1529682617609704	0	DK
Visitor travel (total)	293.4753186512448	15.186981508349401	0.10842524960026595	0.9870380080591756	0	DK
Visitor travel (direct)	173.73411297787823	0.0	0.0	0.0	0	DK
Visitor travel (indirect)	119.74120567336655	15.186981508349401	0.10842524960026595	0.9870380080591756	0	DK
