producing_country_iso3,producing_country_name,producing_world_region,scope,indicator,unit,value,share_of_scope_pct
ZAF,South Africa,Africa,Scope 2,climate_change,kt CO2eq,0.009948522522580175,0.05269317688801671
BRA,Brazil,America,Scope 2,climate_change,kt CO2eq,0.007286498659780004,0.03859354611728882
MLT,Malta,Europe,Scope 2,climate_change,kt CO2eq,0.006750112786460382,0.03575253373189052
LTU,Lithuania,Europe,Scope 2,climate_change,kt CO2eq,0.005418413243793153,0.02869907635626646
LUX,Luxembourg,Europe,Scope 2,climate_change,kt CO2eq,0.0042265633334776075,0.022386344188682652
CHE,Switzerland,Europe,Scope 2,climate_change,kt CO2eq,0.0035415242323455316,0.01875797761975432
NOR,Norway,Europe,Scope 2,climate_change,kt CO2eq,0.0017706755289969367,0.009378530193699547
IRL,Ireland,Europe,Scope 2,climate_change,kt CO2eq,0.0010367837027770014,0.00549141110361307
MEX,Mexico,America,Scope 2,climate_change,kt CO2eq,2.123142062883253e-05,0.00011245398502538734
CYP,Cyprus,Middle East,Scope 2,climate_change,kt CO2eq,9.535344742770846e-07,5.050474641622798e-06
FRA,France,Europe,Scope 2,climate_change,kt CO2eq,8.337199293003528e-07,4.415866940038306e-06
USA,United States,America,Scope 2,climate_change,kt CO2eq,3.4924098965546006e-08,1.849783945575107e-07
CHN,China,Asia and Pacific,Scope 2,climate_change,kt CO2eq,2.4469528441854726e-09,1.2960489234723105e-08
TWN,Taiwan,Asia and Pacific,Scope 2,climate_change,kt CO2eq,2.251777408188309e-09,1.192672630662481e-08
IND,India,Asia and Pacific,Scope 2,climate_change,kt CO2eq,1.6434930826307658e-09,8.704897789670444e-09
JPN,Japan,Asia and Pacific,Scope 2,climate_change,kt CO2eq,7.885877915818955e-10,4.176820819296728e-09
DNK,Denmark,Denmark,Scope 3,climate_change,kt CO2eq,2786.7461574008335,49.98949583858862
RoW Asia and Pacific,RoW Asia and Pacific,Asia and Pacific,Scope 3,climate_change,kt CO2eq,472.79986120499484,8.481226979150653
DEU,Germany,Europe,Scope 3,climate_change,kt CO2eq,268.59610843261726,4.818158270029378
RoW Middle East,RoW Middle East,Middle East,Scope 3,climate_change,kt CO2eq,255.59631234267528,4.58496399404022
CHN,China,Asia and Pacific,Scope 3,climate_change,kt CO2eq,232.294044059571,4.166960854330368
RUS,Russia,Europe,Scope 3,climate_change,kt CO2eq,181.0622550724456,3.247949520781416
JPN,Japan,Asia and Pacific,Scope 3,climate_change,kt CO2eq,103.29857858086402,1.853001160649838
IND,India,Asia and Pacific,Scope 3,climate_change,kt CO2eq,91.20238234918172,1.6360159323467285
RoW Africa,RoW Africa,Africa,Scope 3,climate_change,kt CO2eq,86.54710594410764,1.5525081755096362
GBR,United Kingdom,Europe,Scope 3,climate_change,kt CO2eq,82.32461900960466,1.4767639271573918
NLD,Netherlands,Europe,Scope 3,climate_change,kt CO2eq,69.67482031273146,1.2498480103140295
RoW Europe,RoW Europe,Europe,Scope 3,climate_change,kt CO2eq,66.21022097542745,1.1876989790165138
NOR,Norway,Europe,Scope 3,climate_change,kt CO2eq,66.13178665919841,1.1862920005178368
KOR,South Korea,Asia and Pacific,Scope 3,climate_change,kt CO2eq,62.740474935341474,1.1254576246071073
USA,United States,America,Scope 3,climate_change,kt CO2eq,61.61918614073215,1.1053436069083231
RoW America,RoW America,America,Scope 3,climate_change,kt CO2eq,59.342444128678466,1.0645027197558135
FRA,France,Europe,Scope 3,climate_change,kt CO2eq,58.243362318676795,1.044787057666737
GRC,Greece,Europe,Scope 3,climate_change,kt CO2eq,53.69527789422812,0.9632021430143098
AUS,Australia,Asia and Pacific,Scope 3,climate_change,kt CO2eq,41.00706873114527,0.7355972076051028
POL,Poland,Europe,Scope 3,climate_change,kt CO2eq,39.32299923575197,0.7053878593986713
CAN,Canada,America,Scope 3,climate_change,kt CO2eq,37.96445646894717,0.6810179081537847
BEL,Belgium,Europe,Scope 3,climate_change,kt CO2eq,37.59519219425353,0.6743939338552594
ITA,Italy,Europe,Scope 3,climate_change,kt CO2eq,36.18598345532883,0.649115121071004
SWE,Sweden,Europe,Scope 3,climate_change,kt CO2eq,28.539040106942966,0.5119419373287882
TWN,Taiwan,Asia and Pacific,Scope 3,climate_change,kt CO2eq,26.236990494032494,0.47064707477404993
ESP,Spain,Europe,Scope 3,climate_change,kt CO2eq,25.887546302339178,0.4643786391219256
TUR,Turkey,Middle East,Scope 3,climate_change,kt CO2eq,23.059043889487796,0.41364010693765596
ZAF,South Africa,Africa,Scope 3,climate_change,kt CO2eq,21.654455939155472,0.38844418325741736
CZE,Czech Republic,Europe,Scope 3,climate_change,kt CO2eq,18.62306008294497,0.33406608709078
BRA,Brazil,America,Scope 3,climate_change,kt CO2eq,17.541699251247316,0.31466830927287476
IRL,Ireland,Europe,Scope 3,climate_change,kt CO2eq,17.432851106267076,0.3127157583108586
IDN,Indonesia,Asia and Pacific,Scope 3,climate_change,kt CO2eq,14.542338948790155,0.26086487656339746
CHE,Switzerland,Europe,Scope 3,climate_change,kt CO2eq,14.495667865619756,0.26002767655085485
FIN,Finland,Europe,Scope 3,climate_change,kt CO2eq,12.433265639187907,0.22303168133187531
BGR,Bulgaria,Europe,Scope 3,climate_change,kt CO2eq,10.99174194726059,0.19717319314218024
MEX,Mexico,America,Scope 3,climate_change,kt CO2eq,10.39333040933,0.18643870589593411
CYP,Cyprus,Middle East,Scope 3,climate_change,kt CO2eq,9.616036481782986,0.17249537221508224
PRT,Portugal,Europe,Scope 3,climate_change,kt CO2eq,9.352650067371876,0.16777066701285984
AUT,Austria,Europe,Scope 3,climate_change,kt CO2eq,8.419174408919709,0.1510256981825659
HUN,Hungary,Europe,Scope 3,climate_change,kt CO2eq,8.023583873184132,0.14392947544716508
HRV,Croatia,Europe,Scope 3,climate_change,kt CO2eq,7.201441732756269,0.12918164095262358
LVA,Latvia,Europe,Scope 3,climate_change,kt CO2eq,7.08596922544136,0.12711026017452148
ROU,Romania,Europe,Scope 3,climate_change,kt CO2eq,6.783084548764137,0.12167702319162732
EST,Estonia,Europe,Scope 3,climate_change,kt CO2eq,6.333928381598546,0.1136199239507182
SVK,Slovakia,Europe,Scope 3,climate_change,kt CO2eq,6.2061873634479685,0.11132846691280439
LUX,Luxembourg,Europe,Scope 3,climate_change,kt CO2eq,5.147461494101549,0.09233672189887687
SVN,Slovenia,Europe,Scope 3,climate_change,kt CO2eq,3.8659963306736755,0.06934941202698607
LTU,Lithuania,Europe,Scope 3,climate_change,kt CO2eq,3.399960568163004,0.060989521497024975
MLT,Malta,Europe,Scope 3,climate_change,kt CO2eq,1.1962537910791784,0.02145876248980759
DNK,Denmark,Denmark,Outside protocol,land_use,km2,0.7541725997525379,99.99999999999999
RoW Asia and Pacific,RoW Asia and Pacific,Asia and Pacific,Scope 2,land_use,km2,0.05507158894923991,62.171136746063674
RoW Europe,RoW Europe,Europe,Scope 2,land_use,km2,0.0155785268596243,17.586830926281017
RoW Africa,RoW Africa,Africa,Scope 2,land_use,km2,0.008389301969561362,9.470807904859251
CAN,Canada,America,Scope 2,land_use,km2,0.003767704260811132,4.25341743877264
RoW America,RoW America,America,Scope 2,land_use,km2,0.0036384928093748325,4.107548707369087
RUS,Russia,Europe,Scope 2,land_use,km2,0.001892656703741404,2.136648333319698
CZE,Czech Republic,Europe,Scope 2,land_use,km2,0.00012167741001241053,0.13736343986299385
RoW Middle East,RoW Middle East,Middle East,Scope 2,land_use,km2,6.819465026363953e-05,0.07698595605800543
BGR,Bulgaria,Europe,Scope 2,land_use,km2,2.7873195168548903e-05,0.03146646504009201
LUX,Luxembourg,Europe,Scope 2,land_use,km2,1.4212838106008914e-05,0.01604508455807939
SVK,Slovakia,Europe,Scope 2,land_use,km2,8.297149797952366e-06,0.009366775946242073
POL,Poland,Europe,Scope 2,land_use,km2,1.1351480657621993e-06,0.001281485553078552
HUN,Hungary,Europe,Scope 2,land_use,km2,9.750392403353484e-07,0.0011007363161346312
RoW Africa,RoW Africa,Africa,Scope 3,land_use,km2,508.9783140934621,16.794232100256302
RoW Asia and Pacific,RoW Asia and Pacific,Asia and Pacific,Scope 3,land_use,km2,444.45354067924626,14.665174749620729
DNK,Denmark,Denmark,Scope 3,land_use,km2,313.118030825822,10.331632485816373
AUS,Australia,Asia and Pacific,Scope 3,land_use,km2,225.14949833685972,7.429025613910851
RoW America,RoW America,America,Scope 3,land_use,km2,166.72402745361086,5.501220653639261
CHN,China,Asia and Pacific,Scope 3,land_use,km2,160.86577709641995,5.307922013057086
RUS,Russia,Europe,Scope 3,land_use,km2,129.3837075048295,4.269140656214239
NOR,Norway,Europe,Scope 3,land_use,km2,108.90013656741212,3.593265407623818
SWE,Sweden,Europe,Scope 3,land_use,km2,106.22875795683443,3.5051206848106107
RoW Europe,RoW Europe,Europe,Scope 3,land_use,km2,103.56768296930811,3.417315940012589
USA,United States,America,Scope 3,land_use,km2,88.40047201050272,2.9168591344816663
RoW Middle East,RoW Middle East,Middle East,Scope 3,land_use,km2,73.95536495287779,2.440228846075594
CAN,Canada,America,Scope 3,land_use,km2,71.8362900038773,2.370307917136334
BRA,Brazil,America,Scope 3,land_use,km2,67.88115086567616,2.2398042731960928
IND,India,Asia and Pacific,Scope 3,land_use,km2,56.2058954827748,1.8545679216642135
LVA,Latvia,Europe,Scope 3,land_use,km2,37.32894313408249,1.2317046084127123
DEU,Germany,Europe,Scope 3,land_use,km2,37.2833372836636,1.2301997992374363
POL,Poland,Europe,Scope 3,land_use,km2,36.135033853110315,1.1923104161335991
