producing_sector_group,scope,indicator,unit,value,share_of_scope_pct
Operational impact,Scope 3,climate_change,kt CO2eq,10.611,0.20168260496119478
Transport Equipment,Scope 3,climate_change,kt CO2eq,10.367911934246909,0.19706224549120496
Private travel,Outside protocol,land_use,km2,0.7541725997525379,99.99999999999999
Electricity,Scope 2,land_use,km2,0.09813337314300301,88.33319140395442
"Steam, hot water supply and water distribution",Scope 2,land_use,km2,0.01296119004812139,11.666808596045579
Food and catering,Scope 3,land_use,km2,4741.919257368824,97.99966168424243
Furniture and timber,Scope 3,land_use,km2,50.445347308019386,1.0425371461244803
Textile,Scope 3,land_use,km2,11.551830983625607,0.23873783309777824
Services,Scope 3,land_use,km2,11.383168153340112,0.23525213471078021
Paper Products,Scope 3,land_use,km2,6.9808171916631725,0.1442702175916286
Transport,Scope 3,land_use,km2,4.724141773966825,0.09763226037172834
Construction,Scope 3,land_use,km2,2.8978890612628208,0.05988970545226104
Electricity,Scope 3,land_use,km2,1.6993890970357606,0.03512070694172965
Private travel,Scope 3,land_use,km2,1.545428355364445,0.0319388517102224
Waste management and disposal,Scope 3,land_use,km2,1.4339877797819005,0.029635746551269
Coal and Petroleum,Scope 3,land_use,km2,1.2270284081841427,0.02535858633445467
Minerals and Metals,Scope 3,land_use,km2,0.691509293767662,0.01429119163837111
General and special Machinery,Scope 3,land_use,km2,0.6519024996908761,0.013472651252241424
Chemical,Scope 3,land_use,km2,0.5922043240283754,0.012238888992582497
Metal Products,Scope 3,land_use,km2,0.42769878141505824,0.008839107881540713
Non-metallic mineral products,Scope 3,land_use,km2,0.22617534380392165,0.0046742902970474485
"Steam, hot water supply and water distribution",Scope 3,land_use,km2,0.19130298381859934,0.003953594879177981
Natural gas and gaseous fuels,Scope 3,land_use,km2,0.060123098808832105,0.0012425440044171435
Transport Equipment,Scope 3,land_use,km2,0.050583118084840825,0.0010453844087592236
"Electrical, electronic and measuring equipment",Scope 3,land_use,km2,0.010039041454694817,0.0002074735171134222
Private travel,Outside protocol,material_extraction,kt,11.604016494832804,100.0
"Steam, hot water supply and water distribution",Scope 2,material_extraction,kt,0.13530193460679862,51.29335600679728
Electricity,Scope 2,material_extraction,kt,0.12847868951315308,48.706643993202704
Minerals and Metals,Scope 3,material_extraction,kt,4258.220768572728,83.5086957233947
Non-metallic mineral products,Scope 3,material_extraction,kt,606.0747537523898,11.885835645319068
Food and catering,Scope 3,material_extraction,kt,45.195037660557574,0.8863276127103895
Construction,Scope 3,material_extraction,kt,39.205342416335505,0.7688626749323374
Chemical,Scope 3,material_extraction,kt,30.965834322103795,0.6072762725950365
Services,Scope 3,material_extraction,kt,30.056551949736683,0.5894441804872093
Private travel,Scope 3,material_extraction,kt,23.703258281628695,0.46484865183658186
Transport,Scope 3,material_extraction,kt,22.00996540440458,0.4316411956383687
Metal Products,Scope 3,material_extraction,kt,9.447951271585506,0.18528538815350024
Electricity,Scope 3,material_extraction,kt,9.422553180740403,0.18478730185041506
Coal and Petroleum,Scope 3,material_extraction,kt,6.358768398761106,0.1247028945297413
Natural gas and gaseous fuels,Scope 3,material_extraction,kt,5.99392602447237,0.11754790833307893
"Electrical, electronic and measuring equipment",Scope 3,material_extraction,kt,3.400401585013615,0.06668585701239484
Waste management and disposal,Scope 3,material_extraction,kt,3.275874028390701,0.0642437258030526
"Steam, hot water supply and water distribution",Scope 3,material_extraction,kt,2.894698213956732,0.05676842171839549
General and special Machinery,Scope 3,material_extraction,kt,1.0105391712031109,0.0198178565064999
Furniture and timber,Scope 3,material_extraction,kt,0.8699489063658652,0.017060716779359775
Transport Equipment,Scope 3,material_extraction,kt,0.44672160994721877,0.008760733889955463
Paper Products,Scope 3,material_extraction,kt,0.4296921394973891,0.008426766032623814
Textile,Scope 3,material_extraction,kt,0.15197830229616327,0.0029804724773023782
Operational impact,Scope 1,waste_generation,kt,55.628,100.0
Electricity,Scope 2,waste_generation,kt,9.956901983299213,97.45469163896301
"Steam, hot water supply and water distribution",Scope 2,waste_generation,kt,0.26005300967967604,2.545308361036972
Waste management and disposal,Scope 3,waste_generation,kt,51.319075693753724,19.403823049740254
Food and catering,Scope 3,waste_generation,kt,50.3628399248692,19.04226880499913
Chemical,Scope 3,waste_generation,kt,42.889564911246744,16.21661179527974
Construction,Scope 3,waste_generation,kt,22.65198524707486,8.564751167431202
Electricity,Scope 3,waste_generation,kt,18.619908226757147,7.040216518910797
Paper Products,Scope 3,waste_generation,kt,18.03432553483551,6.8188067841984275
Coal and Petroleum,Scope 3,waste_generation,kt,13.733667985298474,5.1927214161234305
Metal Products,Scope 3,waste_generation,kt,12.197636393025196,4.611945460742979
"Steam, hot water supply and water distribution",Scope 3,waste_generation,kt,8.667594038130709,3.27723090701227
Services,Scope 3,waste_generation,kt,7.242494924934795,2.7383986960463003
Transport,Scope 3,waste_generation,kt,4.847961848776257,1.8330219824476628
Non-metallic mineral products,Scope 3,waste_generation,kt,4.5347030097911185,1.7145783238613774
Furniture and timber,Scope 3,waste_generation,kt,4.117338650030664,1.5567722045074839
"Electrical, electronic and measuring equipment",Scope 3,waste_generation,kt,1.7168409931973831,0.6491402735961015
General and special Machinery,Scope 3,waste_generation,kt,1.1726801224270904,0.4433921944602083
Transport Equipment,Scope 3,waste_generation,kt,1.0318850893739877,0.39015737152715896
Textile,Scope 3,waste_generation,kt,0.6493314602172835,0.24551324403956803
Minerals and Metals,Scope 3,waste_generation,kt,0.42886793222103703,0.16215563815265419
Natural gas and gaseous fuels,Scope 3,waste_generation,kt,0.26049658331609693,0.09849416692324967
